id_factura,id_cliente,numero_factura,fecha_emision,fecha_vencimiento,valor_total,estado_factura
15916,3878,FAC-202510-0015916,2025-10-23,2025-11-08,32711,vencida
15917,3878,FAC-202604-0015917,2026-04-03,2026-04-14,30407,pagada
15918,3879,FAC-202510-0015918,2025-10-18,2025-10-30,33830,pagada
15919,3879,FAC-202604-0015919,2026-04-17,2026-05-06,21481,pagada
15920,3879,FAC-202510-0015920,2025-10-04,2025-10-16,34136,vencida
15923,3879,FAC-202602-0015923,2026-02-05,2026-02-19,43971,pagada
15924,3880,FAC-202510-0015924,2025-10-23,2025-11-02,92660,en_mora
15925,3880,FAC-202512-0015925,2025-12-15,2025-12-31,102837,pagada
15926,3880,FAC-202601-0015926,2026-01-15,2026-01-29,90672,en_mora
15927,3880,FAC-202602-0015927,2026-02-24,2026-03-09,41282,en_mora
15928,3881,FAC-202510-0015928,2025-10-15,2025-10-26,22288,pagada
15929,3881,FAC-202604-0015929,2026-04-08,2026-04-23,22609,pendiente
15930,3881,FAC-202511-0015930,2025-11-23,2025-12-11,159970,pagada
15931,3881,FAC-202512-0015931,2025-12-02,2025-12-12,163018,pagada
15932,3881,FAC-202603-0015932,2026-03-24,2026-04-09,163800,pagada
15933,3881,FAC-202510-0015933,2025-10-19,2025-10-29,40655,vencida
15934,3881,FAC-202601-0015934,2026-01-12,2026-01-24,50189,pagada
15935,3883,FAC-202510-0015935,2025-10-13,2025-10-29,27278,pagada
15937,3884,FAC-202511-0015937,2025-11-11,2025-11-21,213734,pagada
15938,3885,FAC-202510-0015938,2025-10-03,2025-10-13,94830,pagada
15939,3885,FAC-202512-0015939,2025-12-24,2026-01-08,102260,pagada
15940,3886,FAC-202510-0015940,2025-10-23,2025-11-03,53720,pagada
15941,3886,FAC-202511-0015941,2025-11-19,2025-12-07,55292,en_mora
15942,3886,FAC-202512-0015942,2025-12-21,2026-01-07,45182,pagada
15943,3886,FAC-202601-0015943,2026-01-08,2026-01-22,47863,vencida
15944,3887,FAC-202510-0015944,2025-10-11,2025-10-26,78676,vencida
15945,3887,FAC-202604-0015945,2026-04-06,2026-04-25,88349,pagada
15946,3888,FAC-202510-0015946,2025-10-22,2025-11-10,143145,pagada
15947,3888,FAC-202511-0015947,2025-11-05,2025-11-16,140870,en_mora
15948,3888,FAC-202602-0015948,2026-02-13,2026-03-01,135316,pendiente
15949,3889,FAC-202603-0015949,2026-03-22,2026-04-09,82775,pagada
15950,3889,FAC-202604-0015950,2026-04-20,2026-05-01,80791,pagada
15951,3890,FAC-202604-0015951,2026-04-18,2026-05-03,24453,pagada
15952,3891,FAC-202510-0015952,2025-10-02,2025-10-15,28147,pagada
15953,3891,FAC-202512-0015953,2025-12-15,2025-12-30,33312,pagada
15954,3892,FAC-202510-0015954,2025-10-04,2025-10-21,29065,vencida
15955,3892,FAC-202510-0015955,2025-10-04,2025-10-17,63169,en_mora
15956,3892,FAC-202511-0015956,2025-11-04,2025-11-22,58395,en_mora
15957,3892,FAC-202601-0015957,2026-01-17,2026-02-04,62412,pagada
15958,3892,FAC-202602-0015958,2026-02-13,2026-03-04,56801,pagada
15959,3893,FAC-202510-0015959,2025-10-19,2025-11-04,107726,pagada
15960,3893,FAC-202511-0015960,2025-11-06,2025-11-17,120971,en_mora
15961,3893,FAC-202512-0015961,2025-12-16,2025-12-28,119509,pendiente
15962,3893,FAC-202603-0015962,2026-03-05,2026-03-22,123239,pagada
15963,3893,FAC-202602-0015963,2026-02-16,2026-03-01,163641,pagada
15964,3893,FAC-202603-0015964,2026-03-16,2026-04-04,158736,pagada
15965,3894,FAC-202510-0015965,2025-10-09,2025-10-19,79238,pagada
15966,3894,FAC-202511-0015966,2025-11-13,2025-11-30,70855,pagada
15967,3894,FAC-202601-0015967,2026-01-13,2026-02-01,66353,pagada
15968,3894,FAC-202602-0015968,2026-02-20,2026-03-07,61586,pagada
15969,3894,FAC-202604-0015969,2026-04-13,2026-04-26,66200,pagada
15970,3894,FAC-202510-0015970,2025-10-09,2025-10-23,63778,pagada
15971,3894,FAC-202511-0015971,2025-11-20,2025-12-02,59842,pendiente
15972,3894,FAC-202601-0015972,2026-01-05,2026-01-24,65088,pagada
15973,3894,FAC-202604-0015973,2026-04-09,2026-04-26,72703,pagada
15974,3894,FAC-202510-0015974,2025-10-05,2025-10-16,26900,pagada
15975,3894,FAC-202604-0015975,2026-04-04,2026-04-18,26862,pagada
15976,3895,FAC-202510-0015976,2025-10-19,2025-11-04,18452,pagada
15977,3895,FAC-202512-0015977,2025-12-11,2025-12-24,25791,pagada
15978,3895,FAC-202602-0015978,2026-02-23,2026-03-12,31129,pagada
15979,3896,FAC-202510-0015979,2025-10-11,2025-10-30,22367,pagada
15980,3896,FAC-202512-0015980,2025-12-07,2025-12-21,36966,pagada
15981,3896,FAC-202510-0015981,2025-10-20,2025-11-06,167950,pagada
15982,3897,FAC-202511-0015982,2025-11-19,2025-12-08,43301,pendiente
15983,3898,FAC-202511-0015983,2025-11-23,2025-12-08,59934,pagada
15984,3898,FAC-202512-0015984,2025-12-11,2025-12-27,45891,pendiente
15985,3898,FAC-202603-0015985,2026-03-08,2026-03-19,42027,pagada
15986,3898,FAC-202510-0015986,2025-10-16,2025-11-04,33278,pendiente
15987,3898,FAC-202512-0015987,2025-12-10,2025-12-27,45865,pagada
15988,3898,FAC-202510-0015988,2025-10-15,2025-10-28,69049,vencida
15989,3898,FAC-202512-0015989,2025-12-16,2026-01-01,63014,pendiente
15990,3898,FAC-202604-0015990,2026-04-01,2026-04-12,62961,pendiente
15991,3899,FAC-202510-0015991,2025-10-21,2025-11-05,25881,pagada
15992,3900,FAC-202510-0015992,2025-10-12,2025-10-23,62751,en_mora
15993,3900,FAC-202511-0015993,2025-11-05,2025-11-20,57756,pagada
15994,3900,FAC-202510-0015994,2025-10-07,2025-10-26,39945,pagada
15995,3900,FAC-202511-0015995,2025-11-07,2025-11-21,26201,pagada
15996,3900,FAC-202603-0015996,2026-03-09,2026-03-19,41294,pagada
15997,3900,FAC-202510-0015997,2025-10-18,2025-11-05,27982,pagada
15998,3900,FAC-202602-0015998,2026-02-05,2026-02-18,31944,pagada
15999,3901,FAC-202510-0015999,2025-10-06,2025-10-19,76846,pagada
16000,3901,FAC-202512-0016000,2025-12-04,2025-12-20,68962,pagada
16002,3901,FAC-202511-0016002,2025-11-04,2025-11-14,74090,en_mora
16003,3901,FAC-202603-0016003,2026-03-17,2026-03-29,71638,pagada
16004,3901,FAC-202604-0016004,2026-04-05,2026-04-18,79688,pagada
16005,3901,FAC-202510-0016005,2025-10-08,2025-10-27,165932,pagada
16006,3901,FAC-202512-0016006,2025-12-23,2026-01-09,155736,pagada
16007,3901,FAC-202601-0016007,2026-01-24,2026-02-06,155928,pagada
16008,3901,FAC-202602-0016008,2026-02-24,2026-03-15,154298,pagada
16009,3901,FAC-202603-0016009,2026-03-17,2026-04-01,165321,en_mora
16010,3901,FAC-202604-0016010,2026-04-04,2026-04-19,165527,pagada
16011,3902,FAC-202510-0016011,2025-10-17,2025-10-27,54950,pagada
16012,3902,FAC-202601-0016012,2026-01-13,2026-02-01,51469,vencida
16013,3902,FAC-202602-0016013,2026-02-11,2026-02-27,63748,pagada
16014,3902,FAC-202604-0016014,2026-04-20,2026-04-30,63632,pagada
16015,3903,FAC-202510-0016015,2025-10-02,2025-10-20,41706,pagada
16016,3903,FAC-202511-0016016,2025-11-02,2025-11-20,46146,vencida
16018,3904,FAC-202510-0016018,2025-10-22,2025-11-02,30808,pagada
16019,3904,FAC-202510-0016019,2025-10-02,2025-10-15,60570,pagada
16020,3904,FAC-202602-0016020,2026-02-02,2026-02-20,50397,pagada
16021,3904,FAC-202604-0016021,2026-04-01,2026-04-16,45308,pagada
16022,3905,FAC-202510-0016022,2025-10-07,2025-10-26,172507,pagada
16023,3905,FAC-202510-0016023,2025-10-21,2025-11-06,56901,pagada
16024,3905,FAC-202511-0016024,2025-11-20,2025-12-03,56148,vencida
16025,3905,FAC-202512-0016025,2025-12-10,2025-12-26,57241,pagada
16026,3905,FAC-202601-0016026,2026-01-10,2026-01-21,43073,pagada
16027,3905,FAC-202602-0016027,2026-02-14,2026-02-28,51850,vencida
16029,3905,FAC-202604-0016029,2026-04-01,2026-04-13,56303,vencida
16030,3905,FAC-202510-0016030,2025-10-04,2025-10-19,93638,pagada
16031,3905,FAC-202601-0016031,2026-01-09,2026-01-28,99749,pagada
16032,3905,FAC-202510-0016032,2025-10-07,2025-10-21,20962,pendiente
16033,3905,FAC-202512-0016033,2025-12-17,2025-12-30,26674,pendiente
16034,3906,FAC-202510-0016034,2025-10-07,2025-10-20,72735,pagada
16035,3906,FAC-202512-0016035,2025-12-03,2025-12-17,81678,pagada
16037,3907,FAC-202510-0016037,2025-10-01,2025-10-17,249249,vencida
16038,3907,FAC-202511-0016038,2025-11-07,2025-11-22,257470,pagada
16039,3907,FAC-202603-0016039,2026-03-03,2026-03-22,261500,pagada
16040,3907,FAC-202512-0016040,2025-12-16,2025-12-27,18809,pagada
16042,3907,FAC-202510-0016042,2025-10-08,2025-10-22,71685,en_mora
16043,3907,FAC-202603-0016043,2026-03-15,2026-04-02,81840,pagada
16044,3907,FAC-202604-0016044,2026-04-02,2026-04-18,75893,pagada
16045,3908,FAC-202510-0016045,2025-10-12,2025-10-26,40263,pagada
16046,3908,FAC-202511-0016046,2025-11-10,2025-11-21,39060,vencida
16047,3908,FAC-202602-0016047,2026-02-10,2026-02-28,51807,vencida
16048,3908,FAC-202510-0016048,2025-10-06,2025-10-22,35006,pagada
16049,3909,FAC-202510-0016049,2025-10-05,2025-10-19,277860,pagada
16050,3909,FAC-202511-0016050,2025-11-02,2025-11-21,272491,pagada
16051,3909,FAC-202601-0016051,2026-01-07,2026-01-19,277788,pagada
16052,3909,FAC-202602-0016052,2026-02-18,2026-03-04,276137,pagada
16053,3909,FAC-202603-0016053,2026-03-18,2026-04-04,60532,pagada
16054,3909,FAC-202510-0016054,2025-10-01,2025-10-14,90780,pagada
16055,3909,FAC-202511-0016055,2025-11-06,2025-11-24,98212,pagada
16056,3909,FAC-202601-0016056,2026-01-24,2026-02-09,85507,pendiente
16057,3909,FAC-202604-0016057,2026-04-23,2026-05-06,85025,pagada
16058,3909,FAC-202603-0016058,2026-03-18,2026-04-03,144556,pendiente
16059,3910,FAC-202510-0016059,2025-10-10,2025-10-21,30917,pagada
16060,3910,FAC-202512-0016060,2025-12-02,2025-12-12,28127,pagada
16061,3910,FAC-202602-0016061,2026-02-07,2026-02-21,21323,pagada
16062,3911,FAC-202510-0016062,2025-10-08,2025-10-23,22871,pendiente
16063,3911,FAC-202512-0016063,2025-12-15,2025-12-30,88255,pagada
16064,3911,FAC-202601-0016064,2026-01-09,2026-01-23,91331,en_mora
16065,3911,FAC-202603-0016065,2026-03-09,2026-03-23,89377,pagada
16066,3912,FAC-202510-0016066,2025-10-07,2025-10-26,106458,pendiente
16067,3912,FAC-202512-0016067,2025-12-12,2025-12-24,110522,pendiente
16068,3912,FAC-202604-0016068,2026-04-05,2026-04-19,116071,pagada
16069,3912,FAC-202510-0016069,2025-10-22,2025-11-08,42403,pagada
16070,3912,FAC-202510-0016070,2025-10-08,2025-10-26,32344,pagada
16071,3912,FAC-202512-0016071,2025-12-10,2025-12-23,22758,en_mora
16072,3912,FAC-202510-0016072,2025-10-14,2025-10-29,169599,pagada
16073,3912,FAC-202511-0016073,2025-11-21,2025-12-09,167039,pagada
16074,3912,FAC-202512-0016074,2025-12-20,2025-12-31,167403,pagada
16075,3912,FAC-202602-0016075,2026-02-14,2026-02-26,165851,en_mora
16076,3912,FAC-202603-0016076,2026-03-13,2026-03-28,178436,pagada
16077,3913,FAC-202601-0016077,2026-01-07,2026-01-24,38476,pagada
16078,3913,FAC-202602-0016078,2026-02-22,2026-03-13,30233,pagada
16079,3914,FAC-202510-0016079,2025-10-13,2025-10-30,24683,pagada
16080,3914,FAC-202512-0016080,2025-12-23,2026-01-03,36559,en_mora
16081,3914,FAC-202602-0016081,2026-02-15,2026-03-01,33015,en_mora
16082,3914,FAC-202510-0016082,2025-10-03,2025-10-21,23238,pendiente
16083,3914,FAC-202602-0016083,2026-02-04,2026-02-14,28014,pagada
16084,3915,FAC-202510-0016084,2025-10-23,2025-11-11,233934,pagada
16085,3915,FAC-202512-0016085,2025-12-17,2026-01-03,228633,pagada
16086,3915,FAC-202601-0016086,2026-01-07,2026-01-25,223129,pendiente
16088,3916,FAC-202603-0016088,2026-03-22,2026-04-08,83286,vencida
16089,3916,FAC-202604-0016089,2026-04-16,2026-04-28,78098,pendiente
16090,3917,FAC-202510-0016090,2025-10-10,2025-10-20,54835,pagada
16091,3917,FAC-202604-0016091,2026-04-01,2026-04-11,57553,pagada
16092,3917,FAC-202510-0016092,2025-10-13,2025-10-25,92795,pagada
16093,3917,FAC-202512-0016093,2025-12-22,2026-01-01,94975,pagada
16094,3917,FAC-202604-0016094,2026-04-04,2026-04-21,97201,pagada
16095,3917,FAC-202510-0016095,2025-10-02,2025-10-20,30951,pagada
16096,3917,FAC-202602-0016096,2026-02-06,2026-02-22,40528,pagada
16097,3917,FAC-202604-0016097,2026-04-12,2026-04-22,36264,pagada
16098,3918,FAC-202510-0016098,2025-10-16,2025-10-26,85398,vencida
16099,3918,FAC-202602-0016099,2026-02-23,2026-03-12,75831,pagada
16100,3918,FAC-202604-0016100,2026-04-02,2026-04-20,68369,pagada
16101,3919,FAC-202510-0016101,2025-10-18,2025-11-04,122740,pagada
16102,3919,FAC-202512-0016102,2025-12-02,2025-12-21,125506,pagada
16103,3919,FAC-202602-0016103,2026-02-14,2026-02-24,123665,pendiente
16104,3919,FAC-202603-0016104,2026-03-20,2026-04-03,132474,pagada
16105,3919,FAC-202510-0016105,2025-10-01,2025-10-13,186432,pagada
16107,3919,FAC-202601-0016107,2026-01-03,2026-01-15,191232,vencida
16108,3919,FAC-202602-0016108,2026-02-19,2026-03-07,193783,pagada
16109,3920,FAC-202510-0016109,2025-10-07,2025-10-19,26723,pagada
16110,3920,FAC-202511-0016110,2025-11-18,2025-12-05,21268,pagada
16111,3920,FAC-202602-0016111,2026-02-17,2026-03-05,22147,pagada
16113,3920,FAC-202510-0016113,2025-10-19,2025-11-01,27103,pagada
16114,3920,FAC-202512-0016114,2025-12-17,2026-01-01,21210,en_mora
16115,3920,FAC-202602-0016115,2026-02-22,2026-03-06,29001,pagada
16116,3920,FAC-202604-0016116,2026-04-18,2026-04-29,22308,pagada
16117,3921,FAC-202602-0016117,2026-02-01,2026-02-17,118517,pagada
16118,3921,FAC-202604-0016118,2026-04-19,2026-05-05,120331,pagada
16119,3922,FAC-202510-0016119,2025-10-05,2025-10-17,51066,pagada
16121,3922,FAC-202604-0016121,2026-04-12,2026-04-26,47536,pagada
16122,3922,FAC-202510-0016122,2025-10-10,2025-10-21,241475,pagada
16123,3922,FAC-202602-0016123,2026-02-07,2026-02-20,233478,pagada
16124,3922,FAC-202510-0016124,2025-10-07,2025-10-19,158828,pagada
16125,3922,FAC-202512-0016125,2025-12-06,2025-12-16,139227,pagada
16126,3922,FAC-202602-0016126,2026-02-08,2026-02-27,146405,pagada
16127,3922,FAC-202603-0016127,2026-03-20,2026-04-03,154833,pendiente
16128,3923,FAC-202510-0016128,2025-10-19,2025-11-07,48808,pagada
16129,3923,FAC-202511-0016129,2025-11-16,2025-12-04,33781,pagada
16130,3923,FAC-202602-0016130,2026-02-11,2026-02-22,35025,pendiente
16131,3923,FAC-202603-0016131,2026-03-20,2026-04-06,34046,pendiente
16132,3924,FAC-202510-0016132,2025-10-20,2025-11-06,327714,pendiente
16133,3924,FAC-202601-0016133,2026-01-01,2026-01-15,329848,pagada
16134,3924,FAC-202602-0016134,2026-02-19,2026-03-05,334205,pagada
16135,3924,FAC-202604-0016135,2026-04-13,2026-04-27,332412,pagada
16136,3924,FAC-202510-0016136,2025-10-05,2025-10-19,120927,pagada
16137,3924,FAC-202511-0016137,2025-11-24,2025-12-06,118496,pagada
16138,3924,FAC-202512-0016138,2025-12-17,2026-01-01,128795,pagada
16139,3925,FAC-202510-0016139,2025-10-09,2025-10-23,162547,pagada
16140,3925,FAC-202512-0016140,2025-12-02,2025-12-17,143961,pagada
16141,3925,FAC-202602-0016141,2026-02-04,2026-02-20,144870,pagada
16142,3925,FAC-202604-0016142,2026-04-15,2026-05-04,153541,pagada
16143,3925,FAC-202510-0016143,2025-10-11,2025-10-25,85239,pagada
16144,3925,FAC-202512-0016144,2025-12-20,2025-12-30,86060,pendiente
16145,3925,FAC-202602-0016145,2026-02-21,2026-03-05,92431,pagada
16146,3925,FAC-202603-0016146,2026-03-06,2026-03-19,99134,vencida
16147,3926,FAC-202510-0016147,2025-10-16,2025-10-29,76954,pagada
16148,3926,FAC-202512-0016148,2025-12-12,2025-12-29,75172,pagada
16149,3926,FAC-202601-0016149,2026-01-17,2026-01-29,88380,pagada
16150,3926,FAC-202603-0016150,2026-03-12,2026-03-26,81866,pagada
16151,3927,FAC-202510-0016151,2025-10-02,2025-10-17,132993,pendiente
16152,3927,FAC-202601-0016152,2026-01-05,2026-01-24,131645,pagada
16154,3927,FAC-202604-0016154,2026-04-06,2026-04-22,128913,pagada
16155,3927,FAC-202603-0016155,2026-03-22,2026-04-05,29419,pendiente
16156,3928,FAC-202510-0016156,2025-10-10,2025-10-23,174909,pagada
16157,3928,FAC-202511-0016157,2025-11-01,2025-11-15,170860,pagada
16158,3928,FAC-202512-0016158,2025-12-02,2025-12-20,180132,pagada
16160,3928,FAC-202510-0016160,2025-10-24,2025-11-06,188557,pagada
16161,3928,FAC-202511-0016161,2025-11-23,2025-12-05,186333,pagada
16162,3928,FAC-202601-0016162,2026-01-21,2026-02-05,195815,pagada
16163,3928,FAC-202603-0016163,2026-03-14,2026-03-27,184091,pendiente
16164,3929,FAC-202510-0016164,2025-10-15,2025-10-27,322156,pagada
16165,3929,FAC-202511-0016165,2025-11-22,2025-12-06,339125,pagada
16166,3929,FAC-202510-0016166,2025-10-04,2025-10-23,43487,pagada
16167,3930,FAC-202510-0016167,2025-10-04,2025-10-20,297645,pagada
16168,3930,FAC-202511-0016168,2025-11-04,2025-11-17,308610,pagada
16169,3930,FAC-202603-0016169,2026-03-01,2026-03-12,296898,pagada
16170,3930,FAC-202604-0016170,2026-04-02,2026-04-15,308312,vencida
16171,3931,FAC-202510-0016171,2025-10-04,2025-10-21,77671,pagada
16173,3931,FAC-202602-0016173,2026-02-16,2026-02-27,79412,pagada
16174,3931,FAC-202603-0016174,2026-03-12,2026-03-26,85502,pendiente
16175,3932,FAC-202510-0016175,2025-10-12,2025-10-23,40690,pagada
16179,3933,FAC-202511-0016179,2025-11-04,2025-11-21,43119,pagada
16180,3933,FAC-202512-0016180,2025-12-11,2025-12-30,52199,pendiente
16182,3933,FAC-202603-0016182,2026-03-21,2026-04-02,40548,pagada
16183,3934,FAC-202510-0016183,2025-10-17,2025-10-29,16469,pagada
16184,3935,FAC-202511-0016184,2025-11-06,2025-11-18,60648,pagada
16185,3935,FAC-202512-0016185,2025-12-23,2026-01-08,53041,pagada
16187,3935,FAC-202602-0016187,2026-02-16,2026-03-03,48127,pendiente
16188,3937,FAC-202510-0016188,2025-10-01,2025-10-12,124900,pagada
16189,3937,FAC-202601-0016189,2026-01-22,2026-02-05,121344,pagada
16190,3938,FAC-202510-0016190,2025-10-22,2025-11-07,120841,pagada
16191,3938,FAC-202511-0016191,2025-11-23,2025-12-06,134274,vencida
16192,3938,FAC-202512-0016192,2025-12-05,2025-12-15,129184,pagada
16193,3938,FAC-202602-0016193,2026-02-08,2026-02-26,126184,en_mora
16194,3938,FAC-202603-0016194,2026-03-17,2026-04-01,135551,vencida
16195,3939,FAC-202510-0016195,2025-10-14,2025-10-28,42814,vencida
16196,3939,FAC-202604-0016196,2026-04-23,2026-05-07,38467,pagada
16198,3939,FAC-202511-0016198,2025-11-23,2025-12-05,124056,pagada
16199,3939,FAC-202512-0016199,2025-12-23,2026-01-04,113010,pagada
16200,3939,FAC-202603-0016200,2026-03-10,2026-03-28,124297,pagada
16201,3940,FAC-202510-0016201,2025-10-05,2025-10-22,25488,pagada
16202,3940,FAC-202511-0016202,2025-11-07,2025-11-20,40259,pendiente
16203,3940,FAC-202512-0016203,2025-12-10,2025-12-28,43007,pagada
16204,3940,FAC-202510-0016204,2025-10-08,2025-10-24,113555,pagada
16205,3940,FAC-202602-0016205,2026-02-11,2026-02-22,113828,pagada
16206,3941,FAC-202603-0016206,2026-03-05,2026-03-19,23335,pagada
16207,3941,FAC-202510-0016207,2025-10-13,2025-10-31,223986,pagada
16208,3941,FAC-202511-0016208,2025-11-10,2025-11-29,234118,en_mora
16209,3941,FAC-202512-0016209,2025-12-05,2025-12-21,236294,pagada
16210,3941,FAC-202603-0016210,2026-03-24,2026-04-06,233411,pagada
16211,3941,FAC-202510-0016211,2025-10-24,2025-11-03,126860,pagada
16212,3941,FAC-202602-0016212,2026-02-03,2026-02-17,133168,pagada
16213,3942,FAC-202510-0016213,2025-10-16,2025-10-28,25359,pendiente
16215,3942,FAC-202604-0016215,2026-04-22,2026-05-02,24995,pagada
16217,3943,FAC-202512-0016217,2025-12-14,2025-12-28,26968,pagada
16218,3943,FAC-202602-0016218,2026-02-20,2026-03-05,34496,pendiente
16219,3944,FAC-202510-0016219,2025-10-18,2025-11-05,66769,pagada
16220,3944,FAC-202510-0016220,2025-10-15,2025-11-02,24527,pagada
16221,3944,FAC-202512-0016221,2025-12-24,2026-01-06,18219,vencida
16222,3945,FAC-202510-0016222,2025-10-06,2025-10-17,25817,en_mora
16223,3945,FAC-202510-0016223,2025-10-04,2025-10-20,23314,pagada
16224,3945,FAC-202602-0016224,2026-02-22,2026-03-08,26407,pagada
16225,3945,FAC-202604-0016225,2026-04-21,2026-05-03,18118,pagada
16226,3946,FAC-202510-0016226,2025-10-22,2025-11-02,45957,pendiente
16227,3946,FAC-202512-0016227,2025-12-22,2026-01-05,47576,pagada
16228,3946,FAC-202601-0016228,2026-01-21,2026-02-09,49278,pagada
16229,3946,FAC-202604-0016229,2026-04-07,2026-04-25,31763,en_mora
16230,3947,FAC-202510-0016230,2025-10-03,2025-10-18,92955,pagada
16231,3947,FAC-202510-0016231,2025-10-15,2025-10-27,41583,en_mora
16233,3948,FAC-202511-0016233,2025-11-19,2025-12-01,114993,pagada
16235,3948,FAC-202604-0016235,2026-04-03,2026-04-18,114682,en_mora
16236,3949,FAC-202510-0016236,2025-10-16,2025-11-03,53513,pagada
16237,3949,FAC-202604-0016237,2026-04-19,2026-05-07,38958,pendiente
16238,3950,FAC-202510-0016238,2025-10-10,2025-10-27,255311,pendiente
16239,3950,FAC-202603-0016239,2026-03-01,2026-03-17,250873,pagada
16240,3951,FAC-202510-0016240,2025-10-16,2025-11-01,19645,vencida
16241,3951,FAC-202602-0016241,2026-02-07,2026-02-19,16972,pagada
16242,3951,FAC-202604-0016242,2026-04-17,2026-05-02,23992,vencida
16243,3952,FAC-202510-0016243,2025-10-23,2025-11-10,178678,pagada
16244,3952,FAC-202512-0016244,2025-12-18,2025-12-30,160298,en_mora
16245,3952,FAC-202603-0016245,2026-03-01,2026-03-19,58812,en_mora
16246,3952,FAC-202510-0016246,2025-10-20,2025-11-01,34747,pendiente
16247,3953,FAC-202510-0016247,2025-10-03,2025-10-19,86762,en_mora
16248,3953,FAC-202602-0016248,2026-02-21,2026-03-12,89772,en_mora
16249,3953,FAC-202603-0016249,2026-03-16,2026-04-03,84235,pagada
16250,3953,FAC-202604-0016250,2026-04-11,2026-04-23,87657,pagada
16251,3954,FAC-202510-0016251,2025-10-07,2025-10-19,25513,pagada
16252,3954,FAC-202511-0016252,2025-11-12,2025-11-28,34158,pagada
16253,3954,FAC-202512-0016253,2025-12-23,2026-01-03,26371,pendiente
16254,3954,FAC-202602-0016254,2026-02-08,2026-02-26,33851,vencida
16255,3954,FAC-202604-0016255,2026-04-11,2026-04-22,31692,pendiente
16257,3954,FAC-202512-0016257,2025-12-08,2025-12-20,29048,pagada
16258,3954,FAC-202604-0016258,2026-04-10,2026-04-26,27552,pagada
16260,3955,FAC-202602-0016260,2026-02-07,2026-02-18,315591,vencida
16261,3955,FAC-202601-0016261,2026-01-07,2026-01-23,26212,pagada
16262,3955,FAC-202603-0016262,2026-03-13,2026-03-28,21895,pagada
16263,3956,FAC-202510-0016263,2025-10-18,2025-11-04,83540,pagada
16264,3956,FAC-202511-0016264,2025-11-09,2025-11-22,95748,pagada
16265,3956,FAC-202601-0016265,2026-01-19,2026-02-06,92803,pagada
16266,3956,FAC-202603-0016266,2026-03-02,2026-03-17,96556,pagada
16267,3956,FAC-202510-0016267,2025-10-09,2025-10-27,73113,pagada
16268,3956,FAC-202601-0016268,2026-01-10,2026-01-29,78076,pagada
16269,3956,FAC-202603-0016269,2026-03-11,2026-03-26,81856,pagada
16270,3957,FAC-202510-0016270,2025-10-08,2025-10-22,115811,pagada
16271,3957,FAC-202511-0016271,2025-11-13,2025-12-02,110386,pagada
16272,3957,FAC-202604-0016272,2026-04-08,2026-04-21,109678,pagada
16273,3958,FAC-202510-0016273,2025-10-03,2025-10-18,28892,pagada
16274,3958,FAC-202602-0016274,2026-02-08,2026-02-25,40616,pagada
16275,3958,FAC-202510-0016275,2025-10-20,2025-11-07,92650,pagada
16278,3958,FAC-202511-0016278,2025-11-02,2025-11-21,21494,pendiente
16279,3958,FAC-202602-0016279,2026-02-17,2026-03-02,21156,pagada
16280,3958,FAC-202604-0016280,2026-04-22,2026-05-08,34923,pagada
16281,3959,FAC-202510-0016281,2025-10-21,2025-11-03,45430,pendiente
16282,3959,FAC-202602-0016282,2026-02-01,2026-02-17,40585,pagada
16283,3959,FAC-202604-0016283,2026-04-22,2026-05-06,39825,pagada
16284,3960,FAC-202510-0016284,2025-10-10,2025-10-21,42597,pagada
16285,3960,FAC-202512-0016285,2025-12-08,2025-12-23,50644,pagada
16286,3960,FAC-202510-0016286,2025-10-06,2025-10-16,61133,pagada
16287,3960,FAC-202511-0016287,2025-11-22,2025-12-08,59103,pagada
16288,3960,FAC-202601-0016288,2026-01-21,2026-02-07,72014,pagada
16289,3961,FAC-202510-0016289,2025-10-13,2025-10-23,57940,pagada
16290,3961,FAC-202512-0016290,2025-12-02,2025-12-19,73234,pagada
16291,3961,FAC-202602-0016291,2026-02-10,2026-02-24,68873,pendiente
16292,3961,FAC-202603-0016292,2026-03-05,2026-03-21,62176,pagada
16293,3961,FAC-202604-0016293,2026-04-11,2026-04-24,62128,pagada
16295,3961,FAC-202602-0016295,2026-02-02,2026-02-18,24920,pagada
16296,3961,FAC-202510-0016296,2025-10-22,2025-11-09,60782,pagada
16297,3961,FAC-202512-0016297,2025-12-06,2025-12-22,56770,pagada
16298,3961,FAC-202601-0016298,2026-01-05,2026-01-21,53720,pagada
16299,3961,FAC-202604-0016299,2026-04-23,2026-05-12,62912,pagada
16301,3961,FAC-202512-0016301,2025-12-20,2026-01-04,28303,pagada
16302,3962,FAC-202510-0016302,2025-10-06,2025-10-23,109914,pagada
16303,3962,FAC-202601-0016303,2026-01-07,2026-01-18,112669,pagada
16304,3962,FAC-202603-0016304,2026-03-08,2026-03-19,119517,pagada
16305,3962,FAC-202604-0016305,2026-04-02,2026-04-18,107643,pendiente
16306,3963,FAC-202510-0016306,2025-10-23,2025-11-08,35030,vencida
16307,3963,FAC-202512-0016307,2025-12-10,2025-12-27,16240,pagada
16308,3964,FAC-202510-0016308,2025-10-17,2025-11-04,66496,pendiente
16309,3964,FAC-202601-0016309,2026-01-14,2026-01-24,83812,pagada
16312,3964,FAC-202511-0016312,2025-11-23,2025-12-06,186128,pagada
16313,3964,FAC-202601-0016313,2026-01-18,2026-02-02,185536,pagada
