"id_llamada","id_cliente","id_agente","id_departamento","id_caso","id_tipo_servicio","id_motivo","id_resultado","tipo_llamada","fecha_hora_inicio","fecha_hora_fin","duracion_segundos","tiempo_espera_segundos","canal","requiere_seguimiento"
"11214","17108","125","1","5677","1","1","1","entrante","2025-11-11 09:33:46","2025-11-11 09:37:20","214","83","telefono","0"
"35105","28050","115","2","17862","2","5","3","entrante","2025-11-11 09:34:54","2025-11-11 09:40:14","320","51","telefono","1"
"108078","21577","166","2","","2","4","6","entrante","2025-11-11 09:35:03","2025-11-11 09:39:04","241","68","voip","1"
"7358","205","35","4","3732","4","11","1","saliente","2025-11-11 09:36:26","2025-11-11 09:41:38","312","47","campana","0"
"39789","27317","120","4","20271","4","10","6","saliente","2025-11-11 09:37:35","2025-11-11 09:40:18","163","143","telefono","1"
"37151","15638","82","2","18924","2","4","6","entrante","2025-11-11 09:38:17","2025-11-11 09:42:55","278","76","telefono","1"
"14859","28379","","4","7518","4","12","4","saliente","2025-11-11 09:38:25","2025-11-11 09:38:40","15","104","telefono","0"
"21282","9520","40","1","10797","1","1","6","entrante","2025-11-11 09:38:52","2025-11-11 09:46:19","447","79","telefono","1"
"3378","29828","44","2","1718","2","6","2","entrante","2025-11-11 09:38:54","2025-11-11 09:43:11","257","96","telefono","1"
"117318","9606","87","1","","1","3","1","entrante","2025-11-11 09:39:20","2025-11-11 09:44:25","305","46","telefono","0"
"97678","6425","157","3","","3","7","1","entrante","2025-11-11 09:40:51","2025-11-11 09:45:36","285","115","telefono","0"
"9729","13236","121","2","4923","2","6","3","entrante","2025-11-11 09:41:12","2025-11-11 09:47:41","389","202","telefono","1"
"38003","16335","177","5","19359","5","15","2","entrante","2025-11-11 09:44:00","2025-11-11 09:51:39","459","126","campana","1"
"107836","24358","34","3","","3","8","1","entrante","2025-11-11 09:44:12","2025-11-11 09:47:50","218","62","voip","0"
"36849","24060","96","3","18759","3","7","1","entrante","2025-11-11 09:44:48","2025-11-11 09:48:35","227","83","telefono","0"
"102740","29243","34","3","","3","7","3","entrante","2025-11-11 09:45:11","2025-11-11 09:49:02","231","0","telefono","1"
"45849","9843","36","5","23340","5","14","1","entrante","2025-11-11 09:45:13","2025-11-11 09:49:58","285","106","telefono","0"
"64404","21413","174","2","","2","5","1","entrante","2025-11-11 09:45:56","2025-11-11 09:56:17","621","118","telefono","0"
"76889","7784","161","3","","3","8","7","entrante","2025-11-11 09:46:49","2025-11-11 09:49:12","143","81","telefono","0"
"116240","4269","79","3","","3","7","1","entrante","2025-11-11 09:47:08","2025-11-11 09:50:23","195","19","voip","0"
"74007","19040","","5","","5","13","4","entrante","2025-11-11 09:47:14","2025-11-11 09:47:22","8","95","telefono","0"
"122274","15569","177","5","","5","14","1","entrante","2025-11-11 09:47:55","2025-11-11 09:51:12","197","85","telefono","0"
"113827","6254","105","5","","5","13","3","entrante","2025-11-11 09:48:00","2025-11-11 09:50:43","163","105","voip","1"
"91295","21365","","5","","5","15","4","entrante","2025-11-11 09:50:51","2025-11-11 09:51:36","45","151","telefono","0"
"125435","6159","66","3","","3","8","1","entrante","2025-11-11 09:52:03","2025-11-11 09:55:21","198","25","telefono","0"
"28395","25956","63","5","14406","5","13","3","entrante","2025-11-11 09:52:39","2025-11-11 10:00:21","462","102","telefono","1"
"3420","27533","29","2","1739","2","6","3","entrante","2025-11-11 09:53:25","2025-11-11 10:06:58","813","85","telefono","1"
"123567","3260","25","1","","1","1","1","entrante","2025-11-11 09:53:35","2025-11-11 09:56:03","148","59","voip","0"
"90611","21720","","3","","3","7","5","entrante","2025-11-11 09:54:18","2025-11-11 09:54:40","22","101","voip","0"
"84035","26378","136","4","","4","11","1","entrante","2025-11-11 09:54:29","2025-11-11 09:59:12","283","18","telefono","0"
"73147","1311","110","3","","3","9","1","entrante","2025-11-11 09:55:01","2025-11-11 09:57:47","166","87","telefono","0"
"95201","24028","26","5","","5","14","3","entrante","2025-11-11 09:56:10","2025-11-11 10:03:33","443","112","voip","1"
"74229","25761","168","3","","3","7","1","entrante","2025-11-11 09:56:24","2025-11-11 10:02:30","366","82","telefono","0"
"33159","3412","104","5","16868","5","14","1","entrante","2025-11-11 09:56:52","2025-11-11 10:00:03","191","97","telefono","0"
"89568","22531","26","5","","5","13","1","entrante","2025-11-11 09:56:54","2025-11-11 09:59:50","176","42","telefono","0"
"77951","22589","129","1","","1","3","3","saliente","2025-11-11 09:57:21","2025-11-11 09:59:21","120","64","voip","1"
"117660","15429","72","1","","1","3","3","entrante","2025-11-11 09:59:10","2025-11-11 10:03:16","246","24","telefono","1"
"29356","9422","160","2","14892","2","5","3","entrante","2025-11-11 10:00:13","2025-11-11 10:11:30","677","156","voip","1"
"64695","8011","30","1","","1","2","1","entrante","2025-11-11 10:00:21","2025-11-11 10:07:39","438","105","voip","0"
"57419","3427","72","1","","1","3","1","entrante","2025-11-11 10:00:23","2025-11-11 10:03:58","215","87","telefono","0"
"65816","12641","15","3","","3","7","1","entrante","2025-11-11 10:01:49","2025-11-11 10:04:28","159","48","telefono","0"
"64564","10005","176","2","","2","5","3","entrante","2025-11-11 10:01:51","2025-11-11 10:08:47","416","107","telefono","1"
"98586","3191","23","2","","2","4","1","entrante","2025-11-11 10:03:36","2025-11-11 10:09:47","371","100","telefono","0"
"84065","26901","12","1","","1","1","1","entrante","2025-11-11 10:03:52","2025-11-11 10:06:16","144","124","telefono","0"
"79558","1485","78","1","","1","2","3","saliente","2025-11-11 10:03:53","2025-11-11 10:08:33","280","66","telefono","1"
"95280","11034","34","3","","3","9","3","entrante","2025-11-11 10:03:56","2025-11-11 10:06:08","132","38","telefono","1"
"1451","29299","17","5","730","5","14","1","entrante","2025-11-11 10:04:11","2025-11-11 10:09:08","297","62","telefono","0"
"90999","25088","50","4","","4","11","1","saliente","2025-11-11 10:05:16","2025-11-11 10:09:26","250","59","telefono","0"
"123133","24977","89","1","","1","1","1","entrante","2025-11-11 10:06:53","2025-11-11 10:10:36","223","100","telefono","0"
"84792","13956","36","5","","5","15","3","entrante","2025-11-11 10:07:30","2025-11-11 10:11:39","249","67","telefono","1"
"102482","24931","137","5","","5","15","1","entrante","2025-11-11 10:07:35","2025-11-11 10:11:19","224","51","telefono","0"
"33058","7338","169","5","16815","5","13","2","entrante","2025-11-11 10:09:20","2025-11-11 10:16:26","426","35","telefono","1"
"59567","780","103","2","","2","5","1","entrante","2025-11-11 10:10:15","2025-11-11 10:22:23","728","104","telefono","0"
"78206","27259","51","5","","5","15","1","entrante","2025-11-11 10:11:20","2025-11-11 10:15:47","267","81","voip","0"
"74448","16686","63","5","","5","13","1","entrante","2025-11-11 10:11:22","2025-11-11 10:12:39","77","76","campana","0"
"89397","9692","122","1","","1","2","1","entrante","2025-11-11 10:12:58","2025-11-11 10:17:14","256","65","telefono","0"
"33362","21295","20","2","16976","2","4","2","entrante","2025-11-11 10:13:01","2025-11-11 10:20:28","447","72","telefono","1"
"90734","198","70","2","","2","5","1","entrante","2025-11-11 10:13:39","2025-11-11 10:19:07","328","58","telefono","0"
"39666","18203","144","5","20215","5","14","1","entrante","2025-11-11 10:14:05","2025-11-11 10:20:03","358","91","telefono","0"
"29560","27554","141","4","15002","4","11","2","saliente","2025-11-11 10:14:51","2025-11-11 10:18:39","228","82","telefono","1"
"124665","21212","140","3","","3","7","1","entrante","2025-11-11 10:15:16","2025-11-11 10:18:28","192","56","telefono","0"
"79764","19295","124","2","","2","5","1","saliente","2025-11-11 10:17:04","2025-11-11 10:26:50","586","78","telefono","0"
"113223","4389","123","3","","3","9","3","entrante","2025-11-11 10:17:08","2025-11-11 10:22:01","293","48","telefono","1"
"72506","21367","80","1","","1","3","3","entrante","2025-11-11 10:18:25","2025-11-11 10:21:30","185","101","telefono","1"
"103676","19990","30","1","","1","3","1","entrante","2025-11-11 10:18:31","2025-11-11 10:24:12","341","93","telefono","0"
"84142","3780","142","1","","1","1","1","entrante","2025-11-11 10:19:02","2025-11-11 10:21:08","126","26","voip","0"
"45326","17371","126","5","23075","5","13","3","entrante","2025-11-11 10:19:32","2025-11-11 10:26:30","418","108","telefono","1"
"121544","13483","147","5","","5","13","6","entrante","2025-11-11 10:19:48","2025-11-11 10:24:31","283","29","telefono","1"
"82618","19455","","3","","3","7","4","entrante","2025-11-11 10:19:56","2025-11-11 10:20:05","9","68","telefono","0"
"33214","25275","144","5","16896","5","15","3","entrante","2025-11-11 10:20:58","2025-11-11 10:24:32","214","90","voip","1"
"55468","951","59","3","28179","3","8","2","entrante","2025-11-11 10:21:41","2025-11-11 10:25:37","236","76","telefono","1"
"1845","10199","163","3","942","3","9","3","entrante","2025-11-11 10:21:50","2025-11-11 10:25:57","247","75","telefono","1"
"62252","21793","8","5","","5","13","1","entrante","2025-11-11 10:22:54","2025-11-11 10:25:39","165","54","telefono","0"
"21163","27678","43","4","10738","4","10","1","saliente","2025-11-11 10:23:11","2025-11-11 10:29:47","396","8","telefono","0"
"40411","15646","76","2","20593","2","4","2","entrante","2025-11-11 10:23:13","2025-11-11 10:31:10","477","66","telefono","1"
"48610","3161","88","3","24724","3","8","6","entrante","2025-11-11 10:24:21","2025-11-11 10:26:12","111","62","telefono","1"
"77449","28243","97","5","","5","15","1","entrante","2025-11-11 10:25:21","2025-11-11 10:28:09","168","55","telefono","0"
"17585","11656","81","3","8907","3","9","1","entrante","2025-11-11 10:25:30","2025-11-11 10:28:49","199","129","telefono","0"
"77185","8432","101","3","","3","9","1","entrante","2025-11-11 10:25:32","2025-11-11 10:29:36","244","73","campana","0"
"61695","1379","36","5","","5","14","1","entrante","2025-11-11 10:25:41","2025-11-11 10:30:32","291","23","voip","0"
"860","20180","65","4","435","4","12","3","saliente","2025-11-11 10:26:50","2025-11-11 10:30:39","229","122","telefono","1"
"62379","3339","129","1","","1","1","1","entrante","2025-11-11 10:28:15","2025-11-11 10:31:24","189","65","voip","0"
"107948","21503","178","4","","4","12","1","entrante","2025-11-11 10:28:40","2025-11-11 10:32:56","256","14","telefono","0"
"3254","19255","","1","1663","1","3","4","entrante","2025-11-11 10:28:56","2025-11-11 10:29:16","20","89","voip","0"
"71103","5743","26","5","","5","14","6","saliente","2025-11-11 10:33:45","2025-11-11 10:36:35","170","100","telefono","1"
"110002","17520","95","1","","1","1","3","entrante","2025-11-11 10:35:32","2025-11-11 10:41:16","344","95","telefono","1"
"36847","26114","126","5","18758","5","13","2","entrante","2025-11-11 10:35:39","2025-11-11 10:38:26","167","57","voip","1"
"43069","26103","91","1","21926","1","1","1","entrante","2025-11-11 10:37:11","2025-11-11 10:46:14","543","39","telefono","0"
"77006","17651","11","2","","2","4","1","entrante","2025-11-11 10:39:08","2025-11-11 10:46:18","430","91","voip","0"
"18778","12835","20","2","9530","2","5","6","entrante","2025-11-11 10:39:33","2025-11-11 10:48:08","515","140","telefono","1"
"78567","24814","150","1","","1","1","1","entrante","2025-11-11 10:40:52","2025-11-11 10:45:28","276","82","voip","0"
"24182","10655","1","1","12262","1","3","1","entrante","2025-11-11 10:42:20","2025-11-11 10:48:53","393","77","telefono","0"
"123058","14400","55","2","","2","6","1","entrante","2025-11-11 10:42:50","2025-11-11 10:50:51","481","92","telefono","0"
"104066","17482","76","2","","2","5","1","entrante","2025-11-11 10:43:21","2025-11-11 10:50:01","400","96","voip","0"
"123062","19626","20","2","","2","5","1","entrante","2025-11-11 10:44:29","2025-11-11 10:54:46","617","127","telefono","0"
"102275","21105","26","5","","5","14","1","entrante","2025-11-11 10:46:05","2025-11-11 10:50:23","258","88","telefono","0"
"78687","22703","108","4","","4","10","1","saliente","2025-11-11 10:47:53","2025-11-11 10:51:47","234","73","telefono","0"
"60500","13971","62","1","","1","1","1","saliente","2025-11-11 10:50:00","2025-11-11 10:56:34","394","103","telefono","0"
"2929","9689","1","1","1505","1","1","1","entrante","2025-11-11 10:51:41","2025-11-11 10:56:37","296","137","voip","0"
"90474","12266","137","5","","5","14","1","saliente","2025-11-11 10:51:55","2025-11-11 10:55:20","205","77","telefono","0"
"96653","17922","130","1","","1","3","1","entrante","2025-11-11 10:52:54","2025-11-11 10:56:10","196","17","voip","0"
"67720","23862","140","3","","3","8","1","entrante","2025-11-11 10:53:25","2025-11-11 10:57:48","263","48","voip","0"
"120321","23539","147","5","","5","14","1","saliente","2025-11-11 10:58:16","2025-11-11 11:00:52","156","111","voip","0"
"66666","13855","118","3","","3","7","1","entrante","2025-11-11 11:02:55","2025-11-11 11:06:32","217","55","telefono","0"
"13319","3801","129","1","6759","1","3","3","entrante","2025-11-11 11:04:32","2025-11-11 11:09:56","324","26","telefono","1"
"124543","18178","72","1","","1","3","1","saliente","2025-11-11 11:04:58","2025-11-11 11:08:39","221","74","campana","0"
"120699","26680","67","3","","3","8","1","entrante","2025-11-11 11:06:05","2025-11-11 11:08:46","161","107","telefono","0"
"24594","1259","54","4","12476","4","11","3","entrante","2025-11-11 11:06:07","2025-11-11 11:08:52","165","60","voip","1"
"63005","16092","177","5","","5","13","1","saliente","2025-11-11 11:07:05","2025-11-11 11:10:02","177","75","telefono","0"
"79384","6534","75","5","","5","13","1","entrante","2025-11-11 11:07:49","2025-11-11 11:10:50","181","79","telefono","0"
"106363","2436","","2","","2","4","4","entrante","2025-11-11 11:07:57","2025-11-11 11:08:41","44","34","telefono","0"
"39042","20508","165","5","19884","5","14","3","entrante","2025-11-11 11:09:23","2025-11-11 11:13:27","244","39","telefono","1"
"42422","8558","3","2","21607","2","5","1","entrante","2025-11-11 11:10:11","2025-11-11 11:17:12","421","111","telefono","0"
"65604","25191","147","5","","5","15","1","entrante","2025-11-11 11:11:11","2025-11-11 11:14:51","220","85","telefono","0"
"115645","13341","97","5","","5","15","1","saliente","2025-11-11 11:11:46","2025-11-11 11:15:41","235","80","voip","0"
"99652","15037","83","3","","3","9","1","entrante","2025-11-11 11:12:03","2025-11-11 11:14:50","167","75","telefono","0"
"43498","21483","2","5","22126","5","13","1","entrante","2025-11-11 11:15:03","2025-11-11 11:21:20","377","94","voip","0"
"36454","23503","68","1","18558","1","2","1","entrante","2025-11-11 11:18:35","2025-11-11 11:22:22","227","70","campana","0"
"7641","10755","63","5","3872","5","14","1","entrante","2025-11-11 11:20:39","2025-11-11 11:25:16","277","156","telefono","0"
"44080","9015","50","4","22410","4","12","3","saliente","2025-11-11 11:20:56","2025-11-11 11:23:41","165","133","telefono","1"
"95416","27576","","4","","4","11","4","saliente","2025-11-11 11:21:12","2025-11-11 11:22:12","60","96","telefono","0"
"82318","28495","128","1","","1","1","1","entrante","2025-11-11 11:21:57","2025-11-11 11:25:58","241","90","telefono","0"
"89702","6686","63","5","","5","15","1","entrante","2025-11-11 11:22:43","2025-11-11 11:25:51","188","57","telefono","0"
"99221","709","140","3","","3","7","6","entrante","2025-11-11 11:24:13","2025-11-11 11:27:21","188","76","telefono","1"
"71602","14693","164","2","","2","5","1","entrante","2025-11-11 11:24:32","2025-11-11 11:37:57","805","133","telefono","0"
"26137","18161","49","1","13277","1","3","1","entrante","2025-11-11 11:24:59","2025-11-11 11:31:43","404","110","telefono","0"
"120033","16416","145","1","","1","2","1","entrante","2025-11-11 11:25:57","2025-11-11 11:30:11","254","95","voip","0"
"22192","27282","83","3","11242","3","8","1","entrante","2025-11-11 11:26:10","2025-11-11 11:30:57","287","62","campana","0"
"116769","1895","139","3","","3","9","7","entrante","2025-11-11 11:28:18","2025-11-11 11:32:19","241","50","telefono","0"
"12477","12255","153","3","6307","3","7","7","entrante","2025-11-11 11:28:51","2025-11-11 11:35:22","391","14","voip","0"
"76689","26709","153","3","","3","7","1","entrante","2025-11-11 11:28:52","2025-11-11 11:31:17","145","38","telefono","0"
"109478","23320","74","3","","3","8","7","saliente","2025-11-11 11:33:15","2025-11-11 11:35:07","112","6","telefono","0"
"13830","29904","129","1","7004","1","3","3","entrante","2025-11-11 11:33:35","2025-11-11 11:36:47","192","71","campana","1"
"81491","19945","126","5","","5","15","1","entrante","2025-11-11 11:34:59","2025-11-11 11:38:35","216","74","telefono","0"
"31542","24300","122","1","16020","1","3","2","entrante","2025-11-11 11:35:40","2025-11-11 11:44:16","516","66","telefono","1"
"57333","18223","36","5","","5","15","1","saliente","2025-11-11 11:37:16","2025-11-11 11:40:49","213","71","telefono","0"
"58197","6713","","3","","3","9","4","entrante","2025-11-11 11:38:52","2025-11-11 11:39:39","47","101","telefono","0"
"99449","7890","47","1","","1","3","1","entrante","2025-11-11 11:40:23","2025-11-11 11:42:54","151","67","telefono","0"
"33544","9583","70","2","17068","2","4","3","entrante","2025-11-11 11:41:24","2025-11-11 11:50:17","533","87","telefono","1"
"86246","16141","6","2","","2","6","1","entrante","2025-11-11 11:42:21","2025-11-11 11:53:31","670","139","voip","0"
"108610","17350","161","3","","3","7","1","entrante","2025-11-11 11:42:56","2025-11-11 11:46:24","208","59","telefono","0"
"98826","19472","4","5","","5","15","1","entrante","2025-11-11 11:43:21","2025-11-11 11:48:11","290","56","campana","0"
"30015","11626","153","3","15233","3","9","7","entrante","2025-11-11 11:45:18","2025-11-11 11:52:40","442","84","voip","0"
"42743","15351","57","5","21763","5","14","1","entrante","2025-11-11 11:45:37","2025-11-11 11:50:33","296","72","voip","0"
"29519","9668","81","3","14982","3","7","1","entrante","2025-11-11 11:46:06","2025-11-11 11:50:14","248","93","telefono","0"
"96310","21553","73","2","","2","4","1","entrante","2025-11-11 11:46:07","2025-11-11 11:55:08","541","55","telefono","0"
"72581","25586","134","2","","2","4","1","entrante","2025-11-11 11:46:37","2025-11-11 11:51:25","288","12","telefono","0"
"688","27489","109","4","346","4","10","7","entrante","2025-11-11 11:47:14","2025-11-11 11:51:56","282","56","voip","0"
"99313","11810","178","4","","4","12","1","saliente","2025-11-11 11:50:31","2025-11-11 11:52:18","107","106","telefono","0"
"61828","16859","67","3","","3","8","3","entrante","2025-11-11 11:51:14","2025-11-11 11:54:13","179","63","telefono","1"
"2922","6766","177","5","1501","5","14","1","entrante","2025-11-11 11:53:40","2025-11-11 11:57:47","247","62","telefono","0"
"102897","1399","129","1","","1","3","3","saliente","2025-11-11 11:53:43","2025-11-11 11:56:30","167","38","campana","1"
"29349","21970","126","5","14888","5","13","3","entrante","2025-11-11 11:55:20","2025-11-11 11:59:23","243","128","telefono","1"
"11856","11972","85","1","5998","1","1","3","entrante","2025-11-11 11:55:46","2025-11-11 11:59:48","242","90","telefono","1"
"67631","27097","155","5","","5","13","1","saliente","2025-11-11 11:56:58","2025-11-11 11:59:06","128","44","voip","0"
"55143","24532","79","3","28027","3","9","3","entrante","2025-11-11 11:56:58","2025-11-11 12:05:49","531","136","telefono","1"
"73780","12347","","2","","2","5","4","entrante","2025-11-11 11:59:26","2025-11-11 11:59:48","22","140","telefono","0"
"108440","22669","78","1","","1","3","1","saliente","2025-11-11 11:59:34","2025-11-11 12:03:17","223","63","telefono","0"
"49522","5602","10","2","25175","2","4","1","entrante","2025-11-11 12:00:06","2025-11-11 12:11:37","691","72","telefono","0"
"14563","924","42","2","7369","2","4","3","entrante","2025-11-11 12:03:37","2025-11-11 12:11:14","457","60","telefono","1"
"55030","17195","40","1","27976","1","2","1","entrante","2025-11-11 12:04:38","2025-11-11 12:12:10","452","75","telefono","0"
"118063","24179","15","3","","3","7","1","entrante","2025-11-11 12:05:23","2025-11-11 12:07:56","153","56","telefono","0"
"65637","27631","92","1","","1","2","1","entrante","2025-11-11 12:05:38","2025-11-11 12:09:43","245","74","telefono","0"
"17664","4133","41","4","8943","4","12","2","saliente","2025-11-11 12:06:48","2025-11-11 12:09:19","151","79","telefono","1"
"14695","28850","49","1","7426","1","2","2","entrante","2025-11-11 12:06:49","2025-11-11 12:15:31","522","158","telefono","1"
"19366","25322","126","5","9827","5","15","3","entrante","2025-11-11 12:08:05","2025-11-11 12:11:43","218","69","telefono","1"
"84958","26514","69","5","","5","13","1","entrante","2025-11-11 12:13:56","2025-11-11 12:17:50","234","68","telefono","0"
"89151","14684","145","1","","1","3","1","saliente","2025-11-11 12:14:29","2025-11-11 12:18:39","250","58","voip","0"
"119026","11497","152","1","","1","2","1","entrante","2025-11-11 12:15:36","2025-11-11 12:19:10","214","23","telefono","0"
"91997","9673","82","2","","2","5","1","entrante","2025-11-11 12:16:14","2025-11-11 12:23:37","443","119","telefono","0"
"66370","29923","169","5","","5","14","1","saliente","2025-11-11 12:18:12","2025-11-11 12:21:35","203","69","telefono","0"
"123709","16650","","5","","5","14","5","entrante","2025-11-11 12:18:44","2025-11-11 12:19:24","40","91","telefono","0"
"54642","10206","14","1","27778","1","3","2","entrante","2025-11-11 12:19:45","2025-11-11 12:22:15","150","134","telefono","1"
"46835","14188","162","5","23824","5","15","1","entrante","2025-11-11 12:19:49","2025-11-11 12:24:01","252","82","telefono","0"
"124083","19208","97","5","","5","13","1","entrante","2025-11-11 12:20:24","2025-11-11 12:25:17","293","85","telefono","0"
"128","15803","3","2","62","2","5","3","entrante","2025-11-11 12:20:37","2025-11-11 12:27:06","389","146","telefono","1"
"25027","2569","70","2","12696","2","5","6","entrante","2025-11-11 12:21:33","2025-11-11 12:29:10","457","124","voip","1"
"58571","23696","83","3","","3","7","1","saliente","2025-11-11 12:22:30","2025-11-11 12:26:03","213","29","telefono","0"
"109816","14728","7","1","","1","1","1","saliente","2025-11-11 12:23:06","2025-11-11 12:27:41","275","44","telefono","0"
"113898","13799","129","1","","1","1","3","entrante","2025-11-11 12:23:50","2025-11-11 12:25:19","89","82","telefono","1"
"49279","204","95","1","25051","1","1","1","entrante","2025-11-11 12:29:33","2025-11-11 12:35:46","373","63","telefono","0"
"50908","20625","174","2","25891","2","6","1","entrante","2025-11-11 12:33:06","2025-11-11 12:43:53","647","32","voip","0"
"111700","1910","137","5","","5","14","1","entrante","2025-11-11 12:34:43","2025-11-11 12:37:10","147","80","telefono","0"
"10585","27519","26","5","5356","5","15","2","entrante","2025-11-11 12:35:26","2025-11-11 12:43:30","484","89","telefono","1"
"39751","14049","80","1","20252","1","3","1","entrante","2025-11-11 12:35:41","2025-11-11 12:39:42","241","0","telefono","0"
"89770","11394","79","3","","3","7","7","entrante","2025-11-11 12:36:01","2025-11-11 12:39:07","186","63","telefono","0"
"102984","13657","133","1","","1","1","1","saliente","2025-11-11 12:37:01","2025-11-11 12:40:43","222","67","telefono","0"
"80971","19920","62","1","","1","2","3","entrante","2025-11-11 12:42:16","2025-11-11 12:46:29","253","114","telefono","1"
"81126","11941","51","5","","5","15","1","saliente","2025-11-11 12:42:28","2025-11-11 12:47:52","324","69","voip","0"
"32630","5470","57","5","16600","5","14","2","entrante","2025-11-11 12:44:37","2025-11-11 12:51:07","390","162","voip","1"
"82948","7087","26","5","","5","13","1","entrante","2025-11-11 12:44:45","2025-11-11 12:47:10","145","96","telefono","0"
"63423","5963","67","3","","3","7","1","entrante","2025-11-11 12:46:19","2025-11-11 12:48:17","118","81","telefono","0"
"14037","918","149","3","7103","3","7","1","entrante","2025-11-11 12:47:53","2025-11-11 12:50:23","150","123","telefono","0"
"121171","18146","67","3","","3","9","7","saliente","2025-11-11 12:48:00","2025-11-11 12:51:13","193","71","voip","0"
"59741","10617","136","4","","4","11","1","saliente","2025-11-11 12:48:22","2025-11-11 12:50:58","156","0","telefono","0"
"83563","5372","40","1","","1","3","1","saliente","2025-11-11 12:49:51","2025-11-11 12:51:26","95","91","telefono","0"
"74695","17937","92","1","","1","2","1","saliente","2025-11-11 12:55:12","2025-11-11 12:57:45","153","71","telefono","0"
"120496","9692","15","3","","3","8","6","saliente","2025-11-11 12:55:48","2025-11-11 13:01:12","324","114","voip","1"
"65653","6109","58","4","","4","10","1","saliente","2025-11-11 12:56:18","2025-11-11 12:59:46","208","56","telefono","0"
"109920","27673","","5","","5","14","4","entrante","2025-11-11 13:01:18","2025-11-11 13:02:13","55","124","telefono","0"
"87648","5364","","5","","5","14","4","entrante","2025-11-11 13:01:36","2025-11-11 13:02:07","31","116","telefono","0"
"27777","29830","19","2","14089","2","5","1","entrante","2025-11-11 13:02:14","2025-11-11 13:07:54","340","116","campana","0"
"125449","7782","179","2","","2","5","1","entrante","2025-11-11 13:02:17","2025-11-11 13:08:23","366","135","telefono","0"
"76607","7767","155","5","","5","14","1","entrante","2025-11-11 13:02:39","2025-11-11 13:08:05","326","69","telefono","0"
"118534","28649","122","1","","1","3","1","entrante","2025-11-11 13:02:39","2025-11-11 13:06:19","220","1","voip","0"
"114112","4058","100","2","","2","5","1","saliente","2025-11-11 13:05:44","2025-11-11 13:10:55","311","110","telefono","0"
"73190","16297","130","1","","1","2","1","saliente","2025-11-11 13:05:51","2025-11-11 13:08:54","183","73","voip","0"
"68690","65","30","1","","1","1","1","entrante","2025-11-11 13:05:57","2025-11-11 13:08:43","166","59","telefono","0"
"111546","10391","","3","","3","7","4","entrante","2025-11-11 13:06:11","2025-11-11 13:07:04","53","45","telefono","0"
"30098","10990","39","2","15277","2","4","2","entrante","2025-11-11 13:06:57","2025-11-11 13:18:26","689","58","voip","1"
"109840","23913","","5","","5","14","5","entrante","2025-11-11 13:07:01","2025-11-11 13:07:58","57","97","voip","0"
"114248","1948","167","5","","5","14","3","entrante","2025-11-11 13:07:30","2025-11-11 13:11:15","225","131","telefono","1"
"97109","9432","96","3","","3","7","1","entrante","2025-11-11 13:09:46","2025-11-11 13:16:08","382","34","telefono","0"
"28290","800","160","2","14351","2","4","1","entrante","2025-11-11 13:10:07","2025-11-11 13:21:13","666","28","telefono","0"
"86473","11186","","4","","4","11","5","saliente","2025-11-11 13:12:53","2025-11-11 13:13:26","33","38","telefono","0"
"87590","4013","114","3","","3","7","3","entrante","2025-11-11 13:13:02","2025-11-11 13:15:07","125","25","voip","1"
"70718","16172","138","4","","4","10","3","saliente","2025-11-11 13:14:38","2025-11-11 13:19:00","262","30","telefono","1"
"49395","3621","144","5","25113","5","14","1","entrante","2025-11-11 13:14:46","2025-11-11 13:20:11","325","54","telefono","0"
"72243","14593","39","2","","2","4","1","saliente","2025-11-11 13:17:18","2025-11-11 13:23:23","365","153","voip","0"
"16473","2667","","1","8338","1","3","4","entrante","2025-11-11 13:18:02","2025-11-11 13:18:57","55","52","telefono","0"
"56856","15062","73","2","28881","2","6","1","entrante","2025-11-11 13:19:43","2025-11-11 13:24:31","288","12","telefono","0"
"78974","4418","82","2","","2","4","1","entrante","2025-11-11 13:22:06","2025-11-11 13:32:43","637","73","telefono","0"
"86154","6708","153","3","","3","9","1","entrante","2025-11-11 13:25:08","2025-11-11 13:27:25","137","30","telefono","0"
"77910","24419","146","1","","1","1","1","saliente","2025-11-11 13:26:09","2025-11-11 13:30:52","283","133","telefono","0"
"116143","19698","97","5","","5","15","1","entrante","2025-11-11 13:26:32","2025-11-11 13:32:13","341","47","telefono","0"
"84246","472","32","5","","5","13","1","entrante","2025-11-11 13:27:14","2025-11-11 13:30:31","197","72","voip","0"
"26941","13104","58","4","13665","4","10","3","saliente","2025-11-11 13:30:20","2025-11-11 13:33:11","171","12","telefono","1"
"44841","16192","147","5","22825","5","13","3","entrante","2025-11-11 13:33:17","2025-11-11 13:37:13","236","54","voip","1"
"20052","1898","161","3","10180","3","7","3","entrante","2025-11-11 13:34:59","2025-11-11 13:40:56","357","66","telefono","1"
"76076","17839","114","3","","3","9","1","saliente","2025-11-11 13:35:23","2025-11-11 13:38:37","194","73","telefono","0"
"79076","23924","107","2","","2","5","3","saliente","2025-11-11 13:37:32","2025-11-11 13:40:57","205","96","telefono","1"
"32616","27830","116","2","16593","2","4","3","entrante","2025-11-11 13:39:12","2025-11-11 13:57:05","1073","173","telefono","1"
"51929","14011","65","4","26401","4","10","6","saliente","2025-11-11 13:40:59","2025-11-11 13:43:54","175","68","telefono","1"
"80702","5725","46","2","","2","5","3","saliente","2025-11-11 13:43:48","2025-11-11 13:48:51","303","94","telefono","1"
