id_caso,id_cliente,id_tipo_servicio,id_motivo,descripcion_caso,fecha_apertura,fecha_cierre,estado_caso,resuelto_primer_contacto,prioridad
3388,18954,5,15,Caso 3388 asociado a motivo 15,2025-10-13 14:09:58,2025-10-25 23:09:58,cerrado,1,baja
3389,21967,5,15,Caso 3389 asociado a motivo 15,2025-12-06 09:13:54,2025-12-26 13:13:54,cerrado,0,media
3390,3631,2,4,Caso 3390 asociado a motivo 4,2026-01-10 18:01:26,2026-01-31 05:01:26,cerrado,1,baja
3391,1747,2,4,Caso 3391 asociado a motivo 4,2026-02-07 14:42:15,,en_proceso,0,alta
3392,3912,2,4,Caso 3392 asociado a motivo 4,2025-12-04 08:32:44,,en_proceso,0,media
3393,15185,3,9,Caso 3393 asociado a motivo 9,2025-10-13 17:38:26,2025-10-31 21:38:26,cerrado,0,baja
3394,15839,5,14,Caso 3394 asociado a motivo 14,2026-03-05 12:18:37,2026-03-09 17:18:37,cerrado,1,baja
3395,11683,1,1,Caso 3395 asociado a motivo 1,2025-12-22 05:21:34,2026-01-05 14:21:34,cerrado,1,alta
3396,18499,5,13,Caso 3396 asociado a motivo 13,2026-01-04 09:28:42,,en_proceso,0,baja
3397,20762,1,3,Caso 3397 asociado a motivo 3,2026-03-08 23:23:20,2026-03-16 23:23:20,cerrado,1,baja
3398,6255,2,6,Caso 3398 asociado a motivo 6,2026-03-02 20:02:50,2026-03-13 05:02:50,cerrado,1,media
3399,894,2,5,Caso 3399 asociado a motivo 5,2026-01-26 15:48:26,2026-02-12 20:48:26,cerrado,0,baja
3400,2059,1,1,Caso 3400 asociado a motivo 1,2025-12-31 03:10:45,2026-01-19 10:10:45,cerrado,1,alta
3401,25618,3,8,Caso 3401 asociado a motivo 8,2025-12-05 13:44:57,,en_proceso,0,alta
3402,22506,2,5,Caso 3402 asociado a motivo 5,2025-10-21 14:08:12,2025-11-03 00:08:12,cerrado,1,alta
3403,2161,1,2,Caso 3403 asociado a motivo 2,2026-01-23 09:27:35,2026-02-05 20:27:35,cerrado,0,baja
3404,15046,2,4,Caso 3404 asociado a motivo 4,2026-03-13 15:59:31,,en_proceso,0,media
3405,9718,3,9,Caso 3405 asociado a motivo 9,2026-03-09 15:20:47,2026-03-11 00:20:47,cerrado,1,critica
3406,24147,5,14,Caso 3406 asociado a motivo 14,2025-12-05 17:07:38,,en_proceso,0,baja
3407,8685,1,3,Caso 3407 asociado a motivo 3,2025-11-16 13:12:40,2025-11-18 14:12:40,cerrado,0,critica
3408,23645,5,13,Caso 3408 asociado a motivo 13,2025-11-24 15:02:25,,en_proceso,0,media
3409,22931,3,7,Caso 3409 asociado a motivo 7,2026-01-13 12:11:01,,en_proceso,0,media
3410,7534,2,6,Caso 3410 asociado a motivo 6,2025-12-20 09:24:44,2026-01-05 20:24:44,cerrado,0,alta
3411,26615,3,9,Caso 3411 asociado a motivo 9,2026-01-16 19:46:38,2026-02-04 04:46:38,cerrado,0,baja
3412,15753,4,11,Caso 3412 asociado a motivo 11,2026-04-03 11:13:06,2026-04-14 12:13:06,cancelado,0,baja
3413,11114,5,13,Caso 3413 asociado a motivo 13,2026-04-01 14:05:00,,en_proceso,0,baja
3414,26028,5,13,Caso 3414 asociado a motivo 13,2026-02-06 17:22:50,2026-02-22 22:22:50,cerrado,1,alta
3415,29660,2,6,Caso 3415 asociado a motivo 6,2025-11-06 11:59:12,2025-11-12 21:59:12,cerrado,1,media
3416,16108,3,7,Caso 3416 asociado a motivo 7,2025-11-09 05:56:09,2025-11-17 05:56:09,cerrado,0,media
3417,20437,1,1,Caso 3417 asociado a motivo 1,2026-01-06 17:05:40,2026-01-21 01:05:40,cerrado,1,media
3418,5163,2,4,Caso 3418 asociado a motivo 4,2025-10-31 10:09:05,,en_proceso,0,baja
3419,14021,5,15,Caso 3419 asociado a motivo 15,2026-03-20 10:50:12,2026-03-27 12:50:12,cerrado,0,media
3420,28931,1,1,Caso 3420 asociado a motivo 1,2026-04-09 18:54:56,2026-04-25 20:54:56,cerrado,1,baja
3421,9237,5,15,Caso 3421 asociado a motivo 15,2025-12-24 09:51:02,,en_proceso,0,media
3422,23514,2,4,Caso 3422 asociado a motivo 4,2025-12-29 10:40:05,2026-01-06 14:40:05,cerrado,0,media
3423,15014,1,1,Caso 3423 asociado a motivo 1,2026-03-10 09:58:07,2026-03-15 12:58:07,cerrado,1,media
3424,21772,2,6,Caso 3424 asociado a motivo 6,2025-11-04 15:47:51,,en_proceso,0,baja
3425,14470,2,6,Caso 3425 asociado a motivo 6,2026-01-19 08:31:21,2026-02-07 09:31:21,cerrado,1,media
3426,27853,5,13,Caso 3426 asociado a motivo 13,2025-11-05 10:47:50,,en_proceso,0,baja
3427,29385,5,14,Caso 3427 asociado a motivo 14,2025-12-16 05:41:07,2025-12-28 11:41:07,cerrado,1,critica
3428,17626,3,8,Caso 3428 asociado a motivo 8,2026-02-13 10:22:09,2026-02-21 16:22:09,cerrado,1,baja
3429,13035,1,1,Caso 3429 asociado a motivo 1,2025-10-28 12:58:09,,en_proceso,0,baja
3430,7418,1,3,Caso 3430 asociado a motivo 3,2025-10-23 19:30:38,,en_proceso,0,baja
3431,3744,2,5,Caso 3431 asociado a motivo 5,2025-12-15 10:48:17,2026-01-01 10:48:17,cerrado,0,alta
3432,26159,4,11,Caso 3432 asociado a motivo 11,2026-02-03 09:23:18,2026-02-10 15:23:18,cerrado,1,baja
3433,20976,3,9,Caso 3433 asociado a motivo 9,2025-12-22 10:46:09,2026-01-11 10:46:09,cerrado,1,media
3434,26721,5,14,Caso 3434 asociado a motivo 14,2026-02-13 14:07:02,2026-02-22 00:07:02,cerrado,1,baja
3435,10715,3,9,Caso 3435 asociado a motivo 9,2026-01-19 11:44:52,2026-02-08 16:44:52,cerrado,0,alta
3436,20930,4,11,Caso 3436 asociado a motivo 11,2026-01-23 18:50:57,2026-02-10 04:50:57,cerrado,1,media
3437,12057,1,1,Caso 3437 asociado a motivo 1,2026-03-11 10:42:15,2026-03-18 16:42:15,cerrado,1,baja
3438,28232,2,4,Caso 3438 asociado a motivo 4,2026-01-03 16:34:26,2026-01-17 20:34:26,cerrado,0,media
3439,9641,5,13,Caso 3439 asociado a motivo 13,2025-11-19 08:11:53,2025-12-08 10:11:53,cerrado,1,media
3440,22268,5,14,Caso 3440 asociado a motivo 14,2026-02-13 02:01:58,2026-02-25 02:01:58,cerrado,0,alta
3441,6517,3,9,Caso 3441 asociado a motivo 9,2025-11-05 14:34:03,2025-11-09 22:34:03,cerrado,1,baja
3442,27286,1,2,Caso 3442 asociado a motivo 2,2026-03-03 13:57:27,2026-03-04 19:57:27,cerrado,1,critica
3443,13634,1,1,Caso 3443 asociado a motivo 1,2025-12-13 11:54:52,2026-01-02 13:54:52,cerrado,0,media
3444,1809,1,2,Caso 3444 asociado a motivo 2,2026-02-23 19:19:57,,en_proceso,0,baja
3445,628,1,3,Caso 3445 asociado a motivo 3,2026-03-09 15:16:31,2026-03-12 20:16:31,cerrado,1,alta
3446,27263,5,13,Caso 3446 asociado a motivo 13,2025-11-27 18:14:20,2025-12-03 18:14:20,cerrado,1,baja
3447,3123,5,14,Caso 3447 asociado a motivo 14,2025-11-05 10:05:00,2025-11-15 16:05:00,cerrado,1,alta
3448,4948,2,6,Caso 3448 asociado a motivo 6,2026-01-30 11:26:56,2026-02-12 12:26:56,cerrado,1,media
3449,22027,2,4,Caso 3449 asociado a motivo 4,2026-04-08 11:03:12,,en_proceso,0,media
3450,3965,3,7,Caso 3450 asociado a motivo 7,2026-03-14 15:59:22,2026-03-22 20:59:22,cerrado,1,alta
3451,25190,2,6,Caso 3451 asociado a motivo 6,2025-12-18 15:31:23,2025-12-29 20:31:23,cerrado,1,baja
3452,21398,3,9,Caso 3452 asociado a motivo 9,2026-01-23 16:25:05,,en_proceso,0,alta
3453,6939,3,9,Caso 3453 asociado a motivo 9,2026-02-24 17:57:07,2026-03-08 18:57:07,cerrado,1,baja
3454,24621,3,9,Caso 3454 asociado a motivo 9,2026-03-15 16:07:38,2026-03-27 03:07:38,cancelado,0,media
3455,4427,5,15,Caso 3455 asociado a motivo 15,2025-11-18 18:53:26,2025-11-21 23:53:26,cerrado,1,baja
3456,6688,3,9,Caso 3456 asociado a motivo 9,2025-11-20 18:28:48,,en_proceso,0,baja
3457,4559,3,9,Caso 3457 asociado a motivo 9,2026-04-01 13:03:24,2026-04-07 20:03:24,cerrado,1,baja
3458,12625,2,5,Caso 3458 asociado a motivo 5,2026-03-06 08:14:02,2026-03-22 11:14:02,cerrado,0,media
3459,5949,1,3,Caso 3459 asociado a motivo 3,2025-10-21 11:31:15,2025-10-26 20:31:15,cerrado,0,media
3460,15882,2,5,Caso 3460 asociado a motivo 5,2025-12-01 16:11:14,2025-12-14 02:11:14,cerrado,1,baja
3461,17824,2,6,Caso 3461 asociado a motivo 6,2026-02-11 19:33:07,2026-02-27 06:33:07,cerrado,1,baja
3462,12649,1,1,Caso 3462 asociado a motivo 1,2026-02-03 18:51:04,2026-02-19 05:51:04,cerrado,1,alta
3463,8541,2,6,Caso 3463 asociado a motivo 6,2026-01-12 07:05:38,2026-01-21 09:05:38,cerrado,0,baja
3464,5749,2,6,Caso 3464 asociado a motivo 6,2026-04-06 17:58:29,2026-04-16 01:58:29,cerrado,1,baja
3465,8734,5,15,Caso 3465 asociado a motivo 15,2026-01-27 06:31:14,2026-02-04 06:31:14,cerrado,1,baja
3466,4125,2,4,Caso 3466 asociado a motivo 4,2025-12-02 19:58:37,2025-12-05 04:58:37,cerrado,1,baja
3467,7163,5,14,Caso 3467 asociado a motivo 14,2025-12-16 08:44:19,,en_proceso,0,media
3468,2584,5,14,Caso 3468 asociado a motivo 14,2025-12-01 14:51:01,2025-12-06 15:51:01,cancelado,0,baja
3469,455,5,13,Caso 3469 asociado a motivo 13,2026-02-14 10:32:06,2026-02-23 14:32:06,cerrado,0,media
3470,24008,1,3,Caso 3470 asociado a motivo 3,2026-01-09 17:59:51,2026-01-14 00:59:51,cerrado,1,media
3471,19650,1,1,Caso 3471 asociado a motivo 1,2025-12-06 10:12:22,2025-12-20 10:12:22,cerrado,1,baja
3472,1708,2,6,Caso 3472 asociado a motivo 6,2025-10-23 20:43:33,2025-10-28 02:43:33,cerrado,0,alta
3473,2276,1,3,Caso 3473 asociado a motivo 3,2026-04-08 07:55:35,2026-04-24 16:55:35,cerrado,1,media
3474,18652,5,14,Caso 3474 asociado a motivo 14,2025-10-28 10:15:54,2025-11-06 16:15:54,cerrado,1,baja
3475,7868,4,11,Caso 3475 asociado a motivo 11,2025-12-05 08:28:20,2025-12-18 11:28:20,cerrado,0,baja
3476,25537,3,8,Caso 3476 asociado a motivo 8,2025-10-24 22:04:28,2025-11-08 05:04:28,cancelado,0,alta
3477,16695,5,13,Caso 3477 asociado a motivo 13,2026-03-30 21:44:50,2026-03-31 22:44:50,cerrado,0,baja
3478,3053,5,13,Caso 3478 asociado a motivo 13,2025-12-05 13:04:14,2025-12-07 23:04:14,cerrado,0,alta
3479,6256,2,4,Caso 3479 asociado a motivo 4,2025-10-14 09:33:01,2025-10-26 12:33:01,cerrado,1,baja
3480,22735,1,3,Caso 3480 asociado a motivo 3,2026-02-12 11:47:01,2026-02-24 20:47:01,cerrado,1,alta
3481,7323,1,1,Caso 3481 asociado a motivo 1,2026-03-10 14:36:34,,en_proceso,0,baja
3482,10209,1,3,Caso 3482 asociado a motivo 3,2026-01-21 08:08:39,2026-02-01 18:08:39,cerrado,1,media
3483,20144,5,15,Caso 3483 asociado a motivo 15,2026-02-17 05:57:51,2026-02-28 14:57:51,cerrado,1,baja
3484,21190,2,6,Caso 3484 asociado a motivo 6,2026-01-27 05:54:27,2026-02-07 14:54:27,cerrado,0,baja
3485,962,5,15,Caso 3485 asociado a motivo 15,2026-01-29 16:37:25,2026-02-11 21:37:25,cerrado,1,alta
3486,9799,3,7,Caso 3486 asociado a motivo 7,2026-01-21 09:00:21,2026-01-29 12:00:21,cerrado,1,media
3487,16173,2,6,Caso 3487 asociado a motivo 6,2026-01-03 13:51:21,,en_proceso,0,baja
3488,19589,4,12,Caso 3488 asociado a motivo 12,2025-12-29 10:34:33,2026-01-14 10:34:33,cerrado,0,baja
3489,9687,5,14,Caso 3489 asociado a motivo 14,2025-10-21 13:48:35,2025-11-06 23:48:35,cerrado,0,alta
3490,3447,2,4,Caso 3490 asociado a motivo 4,2025-12-22 20:49:10,,en_proceso,0,alta
3491,19784,3,8,Caso 3491 asociado a motivo 8,2025-11-12 16:15:33,2025-11-18 22:15:33,cerrado,1,baja
3492,19929,2,4,Caso 3492 asociado a motivo 4,2025-12-17 14:31:07,2025-12-31 18:31:07,cerrado,1,media
3493,14491,1,3,Caso 3493 asociado a motivo 3,2025-12-23 18:45:01,2025-12-28 02:45:01,cerrado,0,critica
3494,27984,4,10,Caso 3494 asociado a motivo 10,2026-03-31 13:57:53,,en_proceso,0,media
3495,19540,1,3,Caso 3495 asociado a motivo 3,2025-10-13 15:46:45,2025-10-25 16:46:45,cerrado,1,media
3496,16253,5,13,Caso 3496 asociado a motivo 13,2025-12-10 10:02:07,2025-12-17 10:02:07,cerrado,0,alta
3497,8430,3,7,Caso 3497 asociado a motivo 7,2025-12-25 14:53:14,2026-01-02 23:53:14,cerrado,1,critica
3498,17981,4,10,Caso 3498 asociado a motivo 10,2025-11-06 10:05:28,2025-11-21 20:05:28,cerrado,1,baja
3499,553,2,4,Caso 3499 asociado a motivo 4,2026-04-04 10:56:18,,en_proceso,0,media
3500,6175,2,5,Caso 3500 asociado a motivo 5,2025-11-19 01:43:51,,en_proceso,0,baja
3501,25128,5,14,Caso 3501 asociado a motivo 14,2026-03-27 08:54:21,,en_proceso,0,alta
3502,6461,5,13,Caso 3502 asociado a motivo 13,2026-02-24 08:49:33,2026-03-03 11:49:33,cerrado,1,media
3503,12419,2,6,Caso 3503 asociado a motivo 6,2026-01-15 12:51:30,,en_proceso,0,baja
3504,22659,2,5,Caso 3504 asociado a motivo 5,2026-01-20 19:41:24,,en_proceso,0,media
3505,10211,5,15,Caso 3505 asociado a motivo 15,2026-02-21 15:43:40,2026-03-01 00:43:40,cerrado,1,media
3506,14564,2,5,Caso 3506 asociado a motivo 5,2025-11-05 14:02:16,,en_proceso,0,baja
3507,7251,5,14,Caso 3507 asociado a motivo 14,2026-02-14 13:42:12,2026-02-14 14:42:12,cerrado,1,baja
3508,21173,3,9,Caso 3508 asociado a motivo 9,2025-11-14 09:55:24,,en_proceso,0,baja
3509,4520,2,5,Caso 3509 asociado a motivo 5,2026-01-05 07:23:20,,en_proceso,0,media
3510,3724,2,5,Caso 3510 asociado a motivo 5,2026-01-20 15:07:21,2026-02-05 20:07:21,cerrado,1,baja
3511,1736,3,7,Caso 3511 asociado a motivo 7,2025-10-27 11:06:56,2025-11-02 19:06:56,cerrado,0,alta
3512,7509,2,6,Caso 3512 asociado a motivo 6,2025-12-27 08:51:08,,en_proceso,0,baja
3513,5220,4,11,Caso 3513 asociado a motivo 11,2026-03-15 08:49:18,2026-03-26 08:49:18,cerrado,1,baja
3514,9179,1,2,Caso 3514 asociado a motivo 2,2025-10-23 14:53:17,2025-11-12 01:53:17,cerrado,0,baja
3515,3575,5,14,Caso 3515 asociado a motivo 14,2025-11-04 18:59:45,2025-11-07 04:59:45,cerrado,1,media
3516,18703,5,13,Caso 3516 asociado a motivo 13,2026-02-12 11:22:59,,en_proceso,0,critica
3517,13248,3,7,Caso 3517 asociado a motivo 7,2025-12-12 15:23:58,2025-12-31 20:23:58,cerrado,0,alta
3518,26455,2,4,Caso 3518 asociado a motivo 4,2025-12-16 23:34:23,2026-01-04 01:34:23,cerrado,0,media
3519,12489,4,12,Caso 3519 asociado a motivo 12,2025-10-14 19:10:40,2025-10-31 23:10:40,cerrado,1,alta
3520,25039,5,13,Caso 3520 asociado a motivo 13,2025-11-13 11:01:05,2025-11-24 18:01:05,cerrado,1,alta
3521,19974,1,1,Caso 3521 asociado a motivo 1,2025-11-20 21:07:30,2025-11-27 05:07:30,cerrado,1,media
3522,9097,4,12,Caso 3522 asociado a motivo 12,2026-03-31 12:47:27,2026-04-19 21:47:27,cerrado,0,baja
3523,18010,1,3,Caso 3523 asociado a motivo 3,2026-03-11 16:16:43,2026-03-31 21:16:43,cerrado,1,media
3524,28015,2,4,Caso 3524 asociado a motivo 4,2025-12-12 14:23:50,,en_proceso,0,media
3525,8042,3,7,Caso 3525 asociado a motivo 7,2025-12-29 15:15:24,2026-01-12 21:15:24,cerrado,0,baja
3526,12713,2,5,Caso 3526 asociado a motivo 5,2025-12-10 13:45:24,2025-12-26 19:45:24,cerrado,1,alta
3527,3623,5,13,Caso 3527 asociado a motivo 13,2026-02-03 08:57:46,2026-02-12 14:57:46,cerrado,1,media
3528,19431,4,11,Caso 3528 asociado a motivo 11,2026-02-03 18:31:35,2026-02-05 23:31:35,cerrado,0,media
3529,12926,3,8,Caso 3529 asociado a motivo 8,2025-12-15 17:21:45,2025-12-18 23:21:45,cerrado,1,baja
3530,5212,1,1,Caso 3530 asociado a motivo 1,2025-12-10 13:43:13,2025-12-18 21:43:13,cerrado,1,media
3531,9694,3,9,Caso 3531 asociado a motivo 9,2026-03-26 10:26:37,,en_proceso,0,media
3532,28071,1,2,Caso 3532 asociado a motivo 2,2025-12-20 15:58:31,2026-01-08 20:58:31,cerrado,0,critica
3533,7787,1,3,Caso 3533 asociado a motivo 3,2025-12-08 12:22:27,2025-12-27 22:22:27,cerrado,1,media
3534,7077,2,5,Caso 3534 asociado a motivo 5,2026-03-18 13:43:50,2026-03-27 15:43:50,cerrado,0,baja
3535,9251,1,2,Caso 3535 asociado a motivo 2,2026-03-16 18:42:44,2026-04-03 23:42:44,cerrado,1,baja
3536,14406,5,14,Caso 3536 asociado a motivo 14,2025-11-05 15:35:39,,en_proceso,0,alta
3537,27863,5,13,Caso 3537 asociado a motivo 13,2026-03-17 10:29:37,2026-03-20 20:29:37,cerrado,1,critica
3538,14459,5,14,Caso 3538 asociado a motivo 14,2025-11-19 13:02:21,2025-11-24 00:02:21,cerrado,0,alta
3539,10821,1,1,Caso 3539 asociado a motivo 1,2026-04-11 16:15:39,2026-04-17 23:15:39,cerrado,1,media
3540,1406,1,2,Caso 3540 asociado a motivo 2,2026-04-11 18:38:39,2026-04-28 20:38:39,cerrado,1,alta
3541,27248,2,4,Caso 3541 asociado a motivo 4,2026-01-14 05:57:11,2026-01-15 16:57:11,cerrado,1,baja
3542,4671,5,14,Caso 3542 asociado a motivo 14,2025-11-30 13:34:05,2025-12-15 21:34:05,cerrado,1,media
3543,5288,5,14,Caso 3543 asociado a motivo 14,2026-01-01 10:16:24,2026-01-03 20:16:24,cerrado,0,critica
3544,22983,1,3,Caso 3544 asociado a motivo 3,2025-11-10 08:45:34,2025-11-27 13:45:34,cerrado,1,baja
3545,15540,5,14,Caso 3545 asociado a motivo 14,2026-01-14 17:58:03,2026-01-30 20:58:03,cerrado,1,alta
3546,10074,5,13,Caso 3546 asociado a motivo 13,2026-03-31 15:01:32,2026-04-13 17:01:32,cerrado,0,media
3547,2888,4,10,Caso 3547 asociado a motivo 10,2026-01-09 19:08:20,2026-01-20 00:08:20,cerrado,1,media
3548,7106,4,12,Caso 3548 asociado a motivo 12,2025-12-15 10:00:32,2025-12-29 21:00:32,cerrado,0,baja
3549,20888,5,13,Caso 3549 asociado a motivo 13,2026-01-30 20:52:10,2026-02-07 06:52:10,cerrado,1,baja
3550,12545,2,4,Caso 3550 asociado a motivo 4,2025-11-05 07:45:30,,en_proceso,0,alta
3551,319,3,8,Caso 3551 asociado a motivo 8,2026-02-13 14:16:26,2026-02-21 01:16:26,cerrado,1,baja
3552,16622,1,1,Caso 3552 asociado a motivo 1,2026-01-20 16:47:05,2026-02-09 01:47:05,cerrado,0,media
3553,27306,5,14,Caso 3553 asociado a motivo 14,2025-10-29 09:26:55,2025-11-13 09:26:55,cerrado,1,baja
3554,28189,3,7,Caso 3554 asociado a motivo 7,2025-12-23 15:11:31,2026-01-10 01:11:31,cerrado,1,media
3555,7841,2,4,Caso 3555 asociado a motivo 4,2025-11-22 10:54:09,2025-12-06 19:54:09,cancelado,0,baja
3556,17465,5,13,Caso 3556 asociado a motivo 13,2025-10-16 17:05:07,,en_proceso,0,media
3557,17414,5,14,Caso 3557 asociado a motivo 14,2026-01-15 13:08:49,2026-01-26 15:08:49,cerrado,1,baja
3558,24156,5,13,Caso 3558 asociado a motivo 13,2026-03-03 12:43:43,2026-03-11 13:43:43,cerrado,0,baja
3559,8022,1,2,Caso 3559 asociado a motivo 2,2026-02-14 15:25:37,2026-02-26 02:25:37,cerrado,1,media
3560,10517,5,13,Caso 3560 asociado a motivo 13,2025-10-17 15:11:50,2025-11-05 18:11:50,cerrado,1,alta
3561,17083,4,12,Caso 3561 asociado a motivo 12,2025-12-17 16:57:54,2026-01-05 01:57:54,cerrado,0,critica
3562,16438,1,2,Caso 3562 asociado a motivo 2,2026-02-17 15:26:08,2026-02-19 22:26:08,cerrado,0,media
3563,19768,2,4,Caso 3563 asociado a motivo 4,2025-11-12 10:51:49,2025-11-25 14:51:49,cerrado,0,media
3564,12942,2,5,Caso 3564 asociado a motivo 5,2026-02-18 08:36:00,2026-03-10 12:36:00,cerrado,0,alta
3565,10714,5,15,Caso 3565 asociado a motivo 15,2026-02-19 16:25:36,2026-02-25 21:25:36,cerrado,0,baja
3566,25262,3,7,Caso 3566 asociado a motivo 7,2025-11-01 15:09:40,2025-11-11 20:09:40,cerrado,1,baja
3567,29578,1,3,Caso 3567 asociado a motivo 3,2025-12-29 13:06:41,2026-01-14 22:06:41,cerrado,0,baja
3568,3548,2,6,Caso 3568 asociado a motivo 6,2026-03-23 16:58:50,,en_proceso,0,media
3569,8316,5,14,Caso 3569 asociado a motivo 14,2025-12-15 08:13:25,,en_proceso,0,media
3570,6750,5,13,Caso 3570 asociado a motivo 13,2026-02-16 09:57:57,2026-03-06 16:57:57,cerrado,1,baja
3571,21415,1,2,Caso 3571 asociado a motivo 2,2026-02-07 07:49:05,2026-02-23 10:49:05,cerrado,1,media
3572,6656,5,13,Caso 3572 asociado a motivo 13,2026-04-03 17:53:02,,en_proceso,0,media
3573,17683,1,2,Caso 3573 asociado a motivo 2,2026-03-12 09:18:56,2026-03-30 17:18:56,cerrado,0,alta
3574,24002,5,15,Caso 3574 asociado a motivo 15,2026-03-23 16:35:24,2026-04-05 21:35:24,cerrado,1,alta
3575,3349,2,4,Caso 3575 asociado a motivo 4,2025-12-04 09:24:56,,en_proceso,0,alta
3576,6898,2,6,Caso 3576 asociado a motivo 6,2026-01-07 15:36:34,2026-01-18 23:36:34,cerrado,0,media
3577,14281,4,10,Caso 3577 asociado a motivo 10,2025-11-19 14:03:52,2025-12-02 15:03:52,cerrado,1,media
3578,2713,1,1,Caso 3578 asociado a motivo 1,2025-12-17 15:14:51,2025-12-23 22:14:51,cerrado,1,alta
3579,6232,1,1,Caso 3579 asociado a motivo 1,2025-12-22 09:35:46,2025-12-25 15:35:46,cerrado,1,baja
3580,6230,3,7,Caso 3580 asociado a motivo 7,2025-12-18 15:19:08,2025-12-31 02:19:08,cerrado,1,baja
3581,3388,5,14,Caso 3581 asociado a motivo 14,2025-12-24 05:37:53,2026-01-06 05:37:53,cerrado,1,baja
3582,26000,5,14,Caso 3582 asociado a motivo 14,2026-01-14 15:54:43,,en_proceso,0,media
3583,15949,5,15,Caso 3583 asociado a motivo 15,2026-01-09 11:36:05,,en_proceso,0,baja
3584,11431,4,11,Caso 3584 asociado a motivo 11,2025-10-15 09:38:32,2025-10-27 20:38:32,cerrado,0,baja
3585,1483,3,7,Caso 3585 asociado a motivo 7,2026-01-12 10:16:30,2026-01-12 14:16:30,cerrado,0,baja
3586,25135,2,6,Caso 3586 asociado a motivo 6,2025-10-26 13:19:38,2025-11-05 13:19:38,cerrado,1,media
3587,15476,4,12,Caso 3587 asociado a motivo 12,2025-11-20 11:19:05,2025-12-08 18:19:05,cerrado,1,baja
3588,19663,5,15,Caso 3588 asociado a motivo 15,2025-10-19 13:44:51,,en_proceso,0,alta
3589,23413,2,4,Caso 3589 asociado a motivo 4,2026-01-30 09:52:21,2026-02-12 14:52:21,cerrado,0,media
3590,6129,3,7,Caso 3590 asociado a motivo 7,2026-03-11 16:56:36,2026-03-17 20:56:36,cerrado,0,alta
3591,16323,1,3,Caso 3591 asociado a motivo 3,2025-11-27 11:29:05,,en_proceso,0,baja
3592,2819,5,14,Caso 3592 asociado a motivo 14,2025-11-25 14:20:44,2025-11-25 22:20:44,cerrado,1,baja
3593,15159,5,15,Caso 3593 asociado a motivo 15,2026-03-10 21:42:47,2026-03-30 23:42:47,cerrado,0,baja
3594,5763,5,14,Caso 3594 asociado a motivo 14,2026-02-18 16:35:28,2026-03-05 00:35:28,cerrado,1,media
3595,3630,2,6,Caso 3595 asociado a motivo 6,2025-11-11 19:50:11,,en_proceso,0,baja
3596,7310,3,8,Caso 3596 asociado a motivo 8,2026-01-01 12:12:53,,en_proceso,0,critica
3597,4198,5,15,Caso 3597 asociado a motivo 15,2025-11-17 10:16:55,2025-12-03 19:16:55,cerrado,1,media
3598,14243,3,7,Caso 3598 asociado a motivo 7,2026-01-09 17:44:19,2026-01-09 17:44:19,cerrado,1,baja
3599,7352,5,15,Caso 3599 asociado a motivo 15,2025-12-19 10:26:14,,en_proceso,0,baja
3600,5571,2,4,Caso 3600 asociado a motivo 4,2026-02-04 16:55:22,,en_proceso,0,alta
3601,16701,3,7,Caso 3601 asociado a motivo 7,2026-03-13 19:12:54,2026-03-18 04:12:54,cerrado,1,media
3602,8038,2,4,Caso 3602 asociado a motivo 4,2026-02-18 11:23:20,2026-02-25 19:23:20,cerrado,0,alta
3603,24129,1,1,Caso 3603 asociado a motivo 1,2026-03-13 12:30:32,2026-03-21 16:30:32,cerrado,0,alta
3604,23521,5,13,Caso 3604 asociado a motivo 13,2026-04-10 13:07:50,2026-04-28 14:07:50,cerrado,1,media
3605,13973,5,15,Caso 3605 asociado a motivo 15,2025-11-06 09:58:56,2025-11-17 15:58:56,cerrado,1,alta
3606,16639,2,6,Caso 3606 asociado a motivo 6,2025-10-14 09:22:51,,en_proceso,0,critica
3607,23856,1,2,Caso 3607 asociado a motivo 2,2025-11-04 11:45:53,,en_proceso,0,alta
3608,18432,5,14,Caso 3608 asociado a motivo 14,2025-11-19 11:08:02,2025-11-26 22:08:02,cerrado,1,baja
3609,5603,1,2,Caso 3609 asociado a motivo 2,2026-03-30 04:05:46,2026-04-02 07:05:46,cerrado,1,baja
3610,25008,5,13,Caso 3610 asociado a motivo 13,2026-03-04 11:57:40,2026-03-07 19:57:40,cerrado,1,baja
3611,22852,5,15,Caso 3611 asociado a motivo 15,2026-01-27 13:51:40,2026-02-08 21:51:40,cerrado,0,media
3612,23069,4,11,Caso 3612 asociado a motivo 11,2026-01-27 14:57:04,2026-02-02 17:57:04,cerrado,1,media
3613,11992,2,6,Caso 3613 asociado a motivo 6,2026-03-17 20:32:15,2026-04-06 04:32:15,cerrado,0,media
3614,3092,2,6,Caso 3614 asociado a motivo 6,2025-11-28 08:41:39,2025-12-08 15:41:39,cancelado,0,baja
3615,29258,5,13,Caso 3615 asociado a motivo 13,2025-11-30 08:41:24,2025-12-03 14:41:24,cancelado,0,baja
3616,24298,2,5,Caso 3616 asociado a motivo 5,2026-01-31 15:29:03,,en_proceso,0,media
3617,27174,3,9,Caso 3617 asociado a motivo 9,2026-02-25 10:21:23,2026-03-11 16:21:23,cerrado,0,media
3618,8090,5,13,Caso 3618 asociado a motivo 13,2026-02-18 00:18:33,2026-02-20 06:18:33,cerrado,1,alta
