id_pago,id_factura,fecha_pago,valor_pagado,metodo_pago,estado_pago
15581,20812,2026-03-21,90180,transferencia,aplicado
15582,20813,2025-10-23,40897,pse,aplicado
15583,20814,2025-10-21,74035,pse,aplicado
15584,20816,2026-02-22,79410,transferencia,aplicado
15585,20817,2025-10-26,32958,tarjeta_credito,aplicado
15586,20819,2025-10-04,90420,recaudo_externo,aplicado
15587,20820,2026-01-01,78044,transferencia,aplicado
15588,20821,2026-03-31,90844,transferencia,aplicado
15589,20822,2026-04-14,74860,transferencia,aplicado
15590,20823,2025-10-26,171728,efectivo,aplicado
15591,20824,2025-11-18,178229,tarjeta_debito,aplicado
15592,20826,2026-02-17,183985,pse,aplicado
15593,20827,2025-11-04,81962,transferencia,aplicado
15594,20828,2025-11-21,85832,tarjeta_debito,aplicado
15595,20829,2025-12-20,76100,pse,aplicado
15596,20831,2025-10-29,66154,pse,aplicado
15598,20833,2026-03-05,76405,tarjeta_credito,aplicado
15599,20834,2026-04-01,63170,efectivo,aplicado
15600,20835,2026-05-06,70413,tarjeta_debito,aplicado
15601,20838,2025-10-09,75786,transferencia,aplicado
15602,20839,2026-01-24,68645,transferencia,aplicado
15604,20843,2026-02-24,87782,pse,aplicado
15605,20844,2026-04-16,82376,tarjeta_credito,aplicado
15606,20845,2026-03-26,36402,pse,aplicado
15607,20846,2026-02-26,348157,tarjeta_debito,aplicado
15608,20847,2026-04-18,343358,pse,aplicado
15609,20848,2025-10-22,34466,recaudo_externo,aplicado
15611,20851,2025-12-31,42508,tarjeta_credito,aplicado
15612,20852,2026-04-01,37018,tarjeta_debito,aplicado
15613,20853,2025-11-05,39452,recaudo_externo,aplicado
15615,20856,2025-11-21,343817,recaudo_externo,aplicado
15616,20857,2026-02-25,346434,tarjeta_debito,aplicado
15617,20860,2026-02-16,128796,transferencia,aplicado
15618,20861,2026-03-15,127948,tarjeta_debito,aplicado
15619,20863,2025-11-30,161756,efectivo,aplicado
15620,20864,2026-01-28,158606,transferencia,aplicado
15621,20865,2025-10-23,174541,efectivo,aplicado
15622,20866,2025-11-11,170093,efectivo,aplicado
15623,20867,2026-01-20,177279,recaudo_externo,aplicado
15624,20868,2026-02-22,175671,tarjeta_credito,aplicado
15625,20869,2026-04-15,168859,pse,aplicado
15626,20870,2025-10-29,31700,tarjeta_credito,aplicado
15627,20871,2025-12-10,21371,tarjeta_debito,aplicado
15628,20872,2026-02-26,33324,pse,aplicado
15629,20875,2026-03-07,343972,recaudo_externo,aplicado
15630,20876,2026-04-16,329351,tarjeta_debito,aplicado
15631,20877,2025-10-26,98649,tarjeta_credito,aplicado
15632,20878,2025-12-20,86779,tarjeta_credito,aplicado
15633,20879,2026-01-23,95177,tarjeta_debito,aplicado
15634,20881,2025-10-23,91303,transferencia,aplicado
15635,20882,2025-11-27,95811,tarjeta_debito,aplicado
15636,20883,2026-02-03,77632,pse,aplicado
15637,20884,2025-10-29,167234,pse,aplicado
15638,20886,2025-10-26,162237,recaudo_externo,aplicado
15639,20887,2025-10-28,17901,efectivo,aplicado
15640,20888,2025-10-13,24451,efectivo,aplicado
15641,20890,2026-03-05,30988,recaudo_externo,aplicado
15642,20892,2025-12-20,72212,efectivo,aplicado
15643,20894,2026-01-15,82772,recaudo_externo,aplicado
15644,20896,2025-10-23,164106,tarjeta_credito,aplicado
15645,20898,2025-10-23,38689,recaudo_externo,aplicado
15646,20900,2025-10-31,27236,tarjeta_debito,aplicado
15647,20901,2025-11-27,35086,transferencia,aplicado
15648,20902,2025-12-24,33345,pse,aplicado
15649,20903,2026-04-10,38634,tarjeta_credito,aplicado
15650,20904,2026-05-05,25504,tarjeta_credito,aplicado
15651,20905,2025-10-14,157593,transferencia,aplicado
15652,20907,2026-03-26,168141,pse,aplicado
15653,20908,2026-04-17,163229,efectivo,aplicado
15655,20910,2026-03-26,47472,efectivo,aplicado
15658,20913,2026-01-02,19572,efectivo,aplicado
15659,20915,2026-04-30,26377,efectivo,aplicado
15660,20916,2026-01-20,54777,tarjeta_debito,aplicado
15661,20917,2026-05-06,49596,recaudo_externo,aplicado
15663,20919,2026-03-27,43865,tarjeta_credito,aplicado
15664,20920,2026-04-15,38010,efectivo,aplicado
15665,20923,2025-10-18,25829,transferencia,aplicado
15666,20924,2026-01-03,27665,efectivo,aplicado
15667,20927,2025-12-12,89373,recaudo_externo,aplicado
15668,20928,2026-02-22,102213,transferencia,aplicado
15669,20930,2025-10-29,90149,efectivo,aplicado
15670,20931,2025-11-08,28586,transferencia,aplicado
15671,20932,2026-02-18,19499,tarjeta_credito,aplicado
15672,20933,2025-11-01,34932,transferencia,aplicado
15673,20935,2026-02-26,43659,recaudo_externo,aplicado
15674,20936,2026-04-30,35455,transferencia,aplicado
15675,20937,2025-11-07,98056,transferencia,aplicado
15676,20940,2025-10-15,47389,efectivo,aplicado
15677,20941,2025-11-15,36509,efectivo,aplicado
15678,20942,2026-02-07,29267,transferencia,parcial
15680,20944,2025-11-07,22499,tarjeta_credito,parcial
15681,20945,2025-12-26,30332,recaudo_externo,aplicado
15682,20946,2026-02-14,40101,transferencia,aplicado
15683,20947,2026-03-24,39954,tarjeta_debito,aplicado
15684,20948,2025-10-19,30533,recaudo_externo,aplicado
15685,20949,2025-12-29,91081,efectivo,aplicado
15686,20950,2026-02-04,78997,tarjeta_credito,aplicado
15687,20951,2026-04-12,100140,efectivo,aplicado
15688,20952,2025-10-19,43841,transferencia,aplicado
15689,20953,2026-01-25,48848,tarjeta_debito,aplicado
15690,20954,2025-10-12,53175,tarjeta_debito,aplicado
15691,20955,2026-05-06,39900,tarjeta_debito,aplicado
15693,20957,2026-01-22,89372,recaudo_externo,parcial
15694,20958,2026-03-07,86268,transferencia,parcial
15696,20961,2026-03-21,225107,tarjeta_credito,aplicado
15697,20962,2025-10-16,23010,recaudo_externo,aplicado
15700,20965,2025-12-22,30449,pse,aplicado
15701,20966,2026-04-16,24544,pse,aplicado
15702,20968,2026-03-30,17924,recaudo_externo,aplicado
15703,20970,2026-02-25,170594,tarjeta_debito,aplicado
15704,20971,2026-03-31,176537,recaudo_externo,aplicado
15705,20972,2026-04-11,58705,tarjeta_credito,aplicado
15706,20974,2026-01-18,257057,transferencia,aplicado
15707,20976,2025-11-04,178984,tarjeta_credito,aplicado
15708,20977,2026-04-24,162051,pse,aplicado
15710,20979,2026-03-03,18718,transferencia,aplicado
15711,20980,2025-12-25,33333,efectivo,parcial
15712,20981,2026-02-22,40336,transferencia,aplicado
15713,20982,2025-10-08,36704,tarjeta_credito,aplicado
15714,20983,2026-01-31,30013,transferencia,aplicado
15715,20984,2025-11-04,32470,tarjeta_debito,aplicado
15716,20985,2025-11-01,308435,pse,aplicado
15717,20986,2026-01-16,315775,transferencia,aplicado
15718,20987,2026-04-05,319220,efectivo,aplicado
15719,20989,2026-02-13,132998,tarjeta_debito,aplicado
15720,20990,2026-04-06,137884,pse,aplicado
15721,20991,2025-10-19,18197,transferencia,aplicado
15722,20992,2025-12-24,20784,tarjeta_debito,aplicado
15723,20994,2025-11-20,84141,efectivo,aplicado
15724,20995,2025-12-24,89810,pse,aplicado
15725,20996,2026-01-15,90872,tarjeta_debito,aplicado
15726,20997,2026-03-26,90048,tarjeta_credito,aplicado
15727,20999,2025-12-13,259912,transferencia,aplicado
15728,21000,2026-04-02,257956,pse,aplicado
15729,21002,2026-01-07,48439,efectivo,parcial
15730,21003,2026-01-16,81253,recaudo_externo,aplicado
15732,21005,2026-04-16,80777,tarjeta_credito,aplicado
15733,21006,2026-01-12,107966,efectivo,aplicado
15735,21009,2025-12-29,35140,transferencia,aplicado
15736,21010,2026-01-27,89306,recaudo_externo,aplicado
15737,21012,2026-04-24,85600,tarjeta_credito,aplicado
15738,21014,2025-11-13,315060,recaudo_externo,aplicado
15739,21015,2026-04-20,299252,tarjeta_debito,aplicado
15740,21016,2025-12-17,19033,pse,aplicado
15741,21017,2025-10-24,35824,tarjeta_debito,aplicado
15742,21021,2025-12-10,153459,tarjeta_debito,aplicado
15743,21022,2026-02-23,22830,tarjeta_credito,aplicado
15744,21023,2026-04-19,22545,pse,aplicado
15745,21025,2026-02-28,268343,efectivo,aplicado
15746,21026,2025-11-04,48130,efectivo,aplicado
15749,21031,2025-10-20,75185,transferencia,aplicado
15750,21032,2025-12-24,72009,tarjeta_credito,aplicado
15751,21033,2026-02-03,85318,efectivo,aplicado
15753,21035,2025-12-30,229630,recaudo_externo,aplicado
15754,21036,2025-10-16,30137,transferencia,aplicado
15755,21037,2026-01-31,42078,transferencia,aplicado
15756,21038,2025-10-14,239166,transferencia,aplicado
15757,21040,2025-12-09,237767,efectivo,aplicado
15758,21041,2026-01-25,242588,pse,aplicado
15759,21042,2026-03-26,252355,pse,aplicado
15760,21043,2025-11-01,91903,efectivo,aplicado
15761,21044,2025-12-21,94463,tarjeta_credito,aplicado
15762,21045,2025-10-24,35580,tarjeta_debito,aplicado
15763,21046,2025-10-16,153675,tarjeta_debito,aplicado
15764,21047,2026-02-17,43472,efectivo,parcial
15766,21051,2025-10-29,164211,pse,aplicado
15767,21053,2026-05-02,154240,tarjeta_credito,aplicado
15768,21055,2025-10-22,41137,tarjeta_debito,aplicado
15769,21059,2025-10-12,70348,transferencia,aplicado
15770,21060,2025-12-02,68164,efectivo,aplicado
15771,21061,2025-12-19,67206,pse,aplicado
15772,21064,2026-03-05,192539,efectivo,aplicado
15773,21066,2025-10-22,33776,tarjeta_credito,aplicado
15774,21067,2026-05-10,24047,transferencia,aplicado
15775,21068,2025-10-20,286318,tarjeta_credito,aplicado
15776,21069,2025-10-28,27088,tarjeta_credito,aplicado
15777,21073,2025-11-15,70258,transferencia,aplicado
15778,21074,2026-04-12,68771,tarjeta_credito,aplicado
15779,21076,2025-11-22,62553,transferencia,aplicado
15780,21077,2026-02-09,62226,efectivo,aplicado
15781,21078,2026-02-23,54285,pse,aplicado
15782,21079,2025-10-21,329839,recaudo_externo,aplicado
15783,21083,2026-03-18,113806,efectivo,aplicado
15784,21084,2026-04-23,112512,pse,aplicado
15785,21085,2025-11-15,87127,efectivo,aplicado
15786,21086,2026-01-24,81391,tarjeta_credito,aplicado
15787,21088,2025-10-15,195952,pse,aplicado
15788,21089,2025-11-24,188956,recaudo_externo,aplicado
15789,21090,2026-01-19,189891,recaudo_externo,aplicado
15790,21091,2026-02-14,206082,recaudo_externo,aplicado
15792,21094,2026-03-21,49394,tarjeta_credito,aplicado
15793,21095,2025-11-03,28297,transferencia,aplicado
15795,21100,2026-01-26,88880,pse,aplicado
15796,21101,2026-03-25,95869,transferencia,aplicado
15797,21102,2026-05-02,96194,pse,aplicado
15798,21103,2025-11-25,13417,tarjeta_debito,aplicado
15799,21104,2025-11-05,54767,pse,aplicado
15800,21105,2025-11-20,64965,recaudo_externo,aplicado
15801,21106,2026-01-22,53722,tarjeta_credito,aplicado
15802,21107,2026-03-25,60172,tarjeta_credito,aplicado
15803,21108,2025-10-30,37171,transferencia,aplicado
15804,21109,2025-12-29,49122,pse,aplicado
15805,21111,2025-10-23,99904,recaudo_externo,aplicado
15806,21114,2026-04-01,84245,recaudo_externo,aplicado
15807,21115,2025-10-09,220327,efectivo,aplicado
15808,21116,2025-11-20,227656,pse,aplicado
15809,21117,2026-02-04,226148,efectivo,aplicado
15810,21118,2026-02-26,216600,recaudo_externo,aplicado
15811,21119,2025-12-20,119052,efectivo,aplicado
15812,21120,2025-11-24,220400,tarjeta_debito,aplicado
15813,21121,2026-04-21,215505,efectivo,aplicado
15814,21122,2025-10-18,102340,efectivo,aplicado
15815,21123,2026-01-09,87222,transferencia,aplicado
15816,21124,2025-10-12,47784,tarjeta_credito,aplicado
15817,21125,2026-01-11,60479,efectivo,aplicado
15818,21126,2026-01-21,33752,transferencia,aplicado
15819,21128,2025-10-14,26738,transferencia,aplicado
15820,21130,2026-02-15,32299,pse,aplicado
15821,21131,2025-10-14,44469,recaudo_externo,aplicado
15822,21132,2025-11-26,75056,transferencia,aplicado
15823,21133,2026-01-24,68712,efectivo,aplicado
15824,21134,2026-03-11,70730,pse,aplicado
15825,21135,2026-04-13,63332,recaudo_externo,aplicado
15826,21136,2025-10-14,32725,efectivo,aplicado
15827,21138,2025-12-15,31989,pse,aplicado
15828,21139,2026-02-06,24308,recaudo_externo,parcial
15829,21141,2026-04-04,38653,recaudo_externo,aplicado
15830,21142,2026-04-17,33294,recaudo_externo,aplicado
15831,21144,2026-01-05,17523,pse,aplicado
15832,21145,2026-02-19,31347,transferencia,aplicado
15833,21146,2026-05-08,26620,tarjeta_credito,aplicado
15836,21149,2025-10-22,95425,tarjeta_credito,aplicado
15837,21150,2025-12-14,92725,transferencia,aplicado
15838,21154,2025-10-24,314930,recaudo_externo,aplicado
15839,21155,2025-11-24,317839,transferencia,aplicado
15840,21158,2025-10-10,101318,transferencia,aplicado
15841,21161,2026-03-27,103494,recaudo_externo,aplicado
15842,21162,2025-10-31,140875,tarjeta_debito,aplicado
15843,21163,2025-11-17,144692,recaudo_externo,aplicado
15844,21164,2025-12-20,145685,pse,aplicado
15845,21165,2026-01-15,142013,transferencia,aplicado
15846,21166,2026-04-16,155058,efectivo,aplicado
15848,21169,2026-03-22,249219,transferencia,aplicado
15849,21170,2025-10-17,116524,tarjeta_debito,aplicado
15850,21171,2026-04-17,115954,tarjeta_debito,aplicado
15851,21173,2026-04-16,29099,recaudo_externo,aplicado
15852,21174,2026-02-22,39131,recaudo_externo,parcial
15853,21175,2026-03-14,107664,tarjeta_credito,aplicado
15854,21176,2026-04-18,38658,tarjeta_credito,parcial
15855,21177,2025-11-04,48787,transferencia,aplicado
15856,21179,2026-04-25,40057,efectivo,aplicado
15857,21180,2025-10-14,324399,transferencia,aplicado
15858,21181,2026-01-09,341492,efectivo,aplicado
15859,21182,2025-10-13,85860,tarjeta_debito,aplicado
15860,21183,2025-12-02,87803,efectivo,aplicado
15861,21186,2025-11-30,326791,transferencia,aplicado
15863,21188,2026-04-15,332558,pse,aplicado
15864,21190,2025-12-18,34929,pse,aplicado
15865,21191,2026-04-14,28008,tarjeta_debito,aplicado
15866,21192,2026-02-22,36268,transferencia,aplicado
15867,21193,2025-10-14,327915,pse,aplicado
15868,21194,2025-11-19,324867,recaudo_externo,aplicado
15869,21195,2025-12-29,320699,tarjeta_debito,aplicado
15870,21196,2026-01-10,326677,transferencia,aplicado
15871,21198,2025-12-28,246280,recaudo_externo,aplicado
15872,21199,2026-01-14,229293,tarjeta_credito,aplicado
15873,21200,2025-10-11,56165,tarjeta_credito,aplicado
15874,21201,2025-11-30,56587,tarjeta_debito,aplicado
15875,21202,2026-02-27,48107,transferencia,aplicado
15877,21204,2026-05-19,43065,recaudo_externo,parcial
15878,21205,2025-10-16,24600,tarjeta_debito,aplicado
15879,21207,2025-10-15,299979,recaudo_externo,aplicado
15880,21208,2026-02-25,293506,tarjeta_debito,aplicado
15881,21209,2025-11-01,151716,tarjeta_credito,aplicado
15882,21210,2026-01-18,161988,tarjeta_credito,aplicado
15883,21212,2026-03-21,164105,pse,aplicado
15884,21213,2025-10-16,29206,efectivo,aplicado
15885,21214,2026-03-10,14619,tarjeta_debito,aplicado
15887,21216,2025-10-18,43181,recaudo_externo,aplicado
15888,21217,2025-10-23,33593,tarjeta_debito,aplicado
15889,21218,2025-12-18,44618,tarjeta_credito,aplicado
15891,21222,2025-12-17,106419,recaudo_externo,aplicado
15893,21225,2026-01-29,71485,efectivo,aplicado
15894,21226,2026-02-16,68713,recaudo_externo,aplicado
15895,21227,2026-04-13,78831,efectivo,aplicado
15896,21228,2025-10-14,40555,transferencia,aplicado
15898,21230,2025-10-27,113820,tarjeta_credito,aplicado
15899,21231,2025-12-17,114418,tarjeta_credito,aplicado
15900,21232,2026-02-07,107501,pse,aplicado
15901,21235,2026-05-09,53092,efectivo,aplicado
15902,21237,2026-03-25,87807,recaudo_externo,aplicado
15903,21239,2026-05-18,192630,recaudo_externo,parcial
15905,21241,2026-02-25,26504,tarjeta_credito,aplicado
15906,21242,2026-05-01,33457,pse,aplicado
15907,21243,2025-11-28,85901,transferencia,aplicado
15908,21246,2025-10-20,46042,transferencia,aplicado
15909,21247,2026-02-18,42772,pse,aplicado
15910,21248,2026-04-23,38795,tarjeta_debito,aplicado
15911,21249,2025-11-07,59033,tarjeta_debito,aplicado
15912,21251,2025-12-13,63051,recaudo_externo,aplicado
15913,21252,2026-02-27,45970,pse,aplicado
15914,21254,2025-12-27,199985,transferencia,aplicado
15915,21255,2026-04-23,193957,recaudo_externo,aplicado
15917,21257,2025-12-23,32033,recaudo_externo,aplicado
15918,21258,2026-01-18,35276,transferencia,aplicado
15919,21260,2026-03-25,45944,recaudo_externo,aplicado
15920,21261,2025-10-26,155253,recaudo_externo,aplicado
15921,21262,2025-12-27,156959,tarjeta_credito,aplicado
15922,21264,2026-05-09,153824,tarjeta_credito,aplicado
15924,21266,2026-03-06,78837,pse,aplicado
15925,21267,2026-03-18,83205,tarjeta_debito,aplicado
15926,21268,2025-11-02,86943,transferencia,aplicado
15927,21269,2026-01-13,88579,recaudo_externo,aplicado
15928,21270,2026-02-24,75439,tarjeta_credito,aplicado
15929,21271,2025-12-12,95787,recaudo_externo,aplicado
15931,21274,2026-03-21,150652,tarjeta_debito,aplicado
15932,21275,2025-11-18,91283,tarjeta_credito,parcial
15933,21276,2026-02-12,228260,tarjeta_debito,aplicado
15935,21278,2026-04-26,74939,tarjeta_debito,aplicado
15937,21280,2026-03-06,27674,transferencia,aplicado
15938,21282,2025-12-16,23206,pse,aplicado
15939,21283,2026-02-19,24335,pse,aplicado
15940,21284,2025-10-11,62624,tarjeta_credito,aplicado
15942,21286,2026-04-26,66614,pse,aplicado
15943,21287,2025-10-11,77971,recaudo_externo,aplicado
15944,21288,2026-04-07,83449,tarjeta_debito,aplicado
15946,21290,2025-11-22,186372,efectivo,aplicado
15947,21292,2026-03-03,178668,efectivo,aplicado
15948,21293,2026-04-08,185757,transferencia,aplicado
15949,21295,2025-10-18,24624,pse,aplicado
15950,21296,2025-10-18,120444,tarjeta_debito,aplicado
15951,21298,2025-10-13,31235,efectivo,aplicado
15952,21299,2025-10-11,321932,transferencia,aplicado
15953,21300,2025-11-07,94457,recaudo_externo,aplicado
15954,21301,2025-11-23,96955,pse,aplicado
15955,21303,2026-02-04,97103,efectivo,aplicado
15956,21304,2026-02-16,85784,efectivo,aplicado
15957,21305,2026-04-23,98017,efectivo,aplicado
15958,21309,2025-11-03,148933,recaudo_externo,aplicado
15959,21311,2025-11-10,73765,pse,aplicado
15960,21312,2026-02-04,82171,recaudo_externo,aplicado
15961,21313,2026-02-28,74998,tarjeta_credito,aplicado
15962,21314,2026-04-28,71734,tarjeta_credito,aplicado
15963,21315,2026-03-19,111284,tarjeta_debito,aplicado
15964,21317,2026-04-21,193197,efectivo,parcial
15965,21318,2025-10-16,48267,efectivo,aplicado
15966,21319,2025-10-22,39411,recaudo_externo,aplicado
15967,21321,2026-01-15,34398,tarjeta_credito,aplicado
15968,21322,2026-05-03,46663,pse,aplicado
15969,21323,2025-10-25,39079,tarjeta_debito,aplicado
15970,21324,2026-02-22,43212,tarjeta_debito,aplicado
15971,21325,2026-04-13,32239,tarjeta_credito,aplicado
15972,21327,2026-04-15,80633,recaudo_externo,aplicado
15973,21330,2025-10-17,44618,recaudo_externo,aplicado
15974,21331,2025-10-08,55665,recaudo_externo,aplicado
15975,21334,2026-02-21,127048,recaudo_externo,aplicado
15976,21335,2026-04-29,118931,pse,aplicado
15978,21337,2025-11-11,78542,tarjeta_credito,parcial
15979,21339,2026-04-24,81499,transferencia,aplicado
15980,21340,2025-10-30,178899,tarjeta_credito,aplicado
15981,21341,2025-12-06,186598,efectivo,aplicado
15982,21342,2026-04-18,170166,recaudo_externo,aplicado
15983,21345,2025-10-27,29006,recaudo_externo,aplicado
15984,21346,2026-02-13,20111,tarjeta_debito,aplicado
15986,21348,2025-11-23,209549,transferencia,aplicado
15987,21350,2025-10-09,61146,pse,aplicado
15988,21352,2026-02-26,70562,recaudo_externo,aplicado
15989,21353,2026-04-16,40573,recaudo_externo,parcial
15990,21354,2025-11-23,12954,efectivo,parcial
15991,21355,2025-10-29,104536,transferencia,aplicado
15992,21356,2026-03-27,112034,efectivo,aplicado
15993,21357,2025-10-15,46370,tarjeta_credito,aplicado
15994,21360,2025-10-17,27997,recaudo_externo,aplicado
15995,21361,2025-12-25,28336,transferencia,aplicado
15996,21362,2026-05-05,38581,tarjeta_credito,aplicado
15997,21363,2025-10-24,18107,pse,aplicado
15998,21364,2025-12-05,19495,transferencia,aplicado
15999,21365,2026-03-07,12014,tarjeta_debito,parcial
16000,21366,2026-02-10,198003,transferencia,aplicado
16001,21367,2025-11-02,33773,pse,aplicado
16002,21368,2026-03-07,38361,efectivo,aplicado
16003,21369,2025-10-11,31987,efectivo,aplicado
16005,21371,2026-02-22,35583,tarjeta_credito,aplicado
16006,21372,2026-04-22,183025,pse,aplicado
16007,21373,2026-02-12,80823,recaudo_externo,aplicado
16008,21374,2026-03-13,77115,pse,aplicado
16009,21375,2025-10-19,225298,efectivo,aplicado
16010,21377,2026-02-23,240138,tarjeta_credito,aplicado
16011,21379,2025-10-26,46086,recaudo_externo,aplicado
16012,21382,2025-10-20,109462,tarjeta_debito,aplicado
16013,21383,2025-11-25,112786,efectivo,aplicado
16014,21385,2026-01-31,111119,recaudo_externo,aplicado
16015,21386,2025-11-17,218830,transferencia,aplicado
16016,21387,2026-03-25,204089,transferencia,aplicado
16017,21388,2026-04-16,202480,transferencia,aplicado
16018,21389,2025-12-25,96236,efectivo,aplicado
16019,21390,2026-01-22,99324,pse,aplicado
16020,21391,2026-02-14,95761,efectivo,aplicado
16021,21392,2025-10-11,33857,tarjeta_credito,aplicado
16022,21393,2026-03-06,17112,recaudo_externo,aplicado
16023,21394,2025-10-27,66813,transferencia,aplicado
16024,21396,2026-02-22,23911,tarjeta_debito,aplicado
16025,21397,2025-10-17,36136,pse,aplicado
16026,21398,2026-01-02,31967,pse,aplicado
16027,21399,2025-10-30,81140,recaudo_externo,aplicado
16028,21400,2025-11-29,76240,transferencia,aplicado
16029,21401,2026-01-23,90044,tarjeta_debito,aplicado
16030,21403,2026-04-15,87015,pse,aplicado
16031,21404,2025-11-16,42837,tarjeta_credito,parcial
16032,21406,2025-10-11,31645,transferencia,aplicado
16033,21407,2025-10-18,77482,tarjeta_credito,aplicado
16034,21408,2025-12-04,86690,efectivo,aplicado
16035,21410,2025-10-27,89057,transferencia,aplicado
16036,21411,2025-11-13,76235,pse,aplicado
16037,21412,2026-03-02,72824,transferencia,aplicado
16038,21413,2026-04-28,75966,efectivo,aplicado
16039,21416,2026-05-03,75311,tarjeta_credito,aplicado
16040,21417,2025-10-11,68623,pse,aplicado
16041,21418,2026-02-24,74713,efectivo,aplicado
16042,21419,2026-03-27,73960,transferencia,aplicado
16043,21420,2025-11-03,212126,efectivo,aplicado
16044,21423,2025-10-11,83577,tarjeta_debito,aplicado
16045,21424,2025-11-22,83293,recaudo_externo,aplicado
16046,21426,2026-01-20,98972,tarjeta_debito,aplicado
16047,21427,2026-02-09,87021,tarjeta_credito,aplicado
16048,21428,2025-11-04,105862,transferencia,aplicado
16049,21429,2026-02-24,102020,pse,aplicado
16050,21430,2026-04-06,24616,pse,parcial
16051,21431,2025-11-04,71817,tarjeta_debito,aplicado
16052,21432,2025-12-26,79239,recaudo_externo,aplicado
16053,21433,2026-02-25,82094,pse,aplicado
16054,21434,2026-03-19,84612,recaudo_externo,aplicado
16055,21437,2025-11-29,16785,tarjeta_debito,parcial
16056,21440,2026-02-17,36286,tarjeta_debito,aplicado
16057,21444,2026-01-01,67899,pse,parcial
16058,21446,2026-02-23,109404,pse,aplicado
16059,21447,2026-04-21,97796,tarjeta_credito,aplicado
16061,21451,2026-01-25,69177,pse,aplicado
16062,21453,2026-04-21,67864,transferencia,aplicado
16063,21454,2025-10-22,76444,tarjeta_credito,aplicado
16065,21456,2025-12-15,79256,transferencia,aplicado
16066,21457,2026-02-24,80969,pse,aplicado
16067,21459,2026-02-22,15906,recaudo_externo,parcial
16068,21460,2026-02-23,53212,efectivo,aplicado
16069,21461,2026-03-23,47731,pse,aplicado
16070,21463,2026-01-03,36688,efectivo,aplicado
16071,21466,2025-12-14,43438,tarjeta_credito,aplicado
16072,21468,2025-10-30,44006,recaudo_externo,aplicado
16074,21474,2025-11-21,63030,tarjeta_credito,parcial
16075,21475,2025-11-11,63787,transferencia,aplicado
16076,21476,2026-03-29,74302,recaudo_externo,aplicado
16077,21477,2026-04-26,82734,efectivo,aplicado
16078,21478,2025-10-05,30404,tarjeta_debito,aplicado
16079,21479,2026-01-26,43622,transferencia,aplicado
16080,21482,2025-12-15,35704,recaudo_externo,aplicado
16081,21483,2025-10-17,151059,recaudo_externo,aplicado
16082,21486,2026-03-10,141412,recaudo_externo,aplicado
16083,21487,2026-03-25,140870,pse,aplicado
16084,21488,2025-11-18,28287,efectivo,aplicado
16085,21489,2026-03-26,31254,tarjeta_credito,aplicado
16086,21490,2025-10-09,175331,recaudo_externo,aplicado
16087,21491,2026-01-23,169859,pse,aplicado
16088,21492,2026-03-19,166424,tarjeta_credito,aplicado
16089,21494,2026-03-29,36782,tarjeta_debito,aplicado
16090,21495,2025-12-31,79214,efectivo,aplicado
16091,21496,2026-01-21,77094,recaudo_externo,aplicado
16092,21497,2026-04-15,73428,transferencia,aplicado
16093,21499,2025-11-16,136161,efectivo,aplicado
16094,21501,2026-02-16,67929,transferencia,aplicado
16095,21502,2025-10-26,102928,tarjeta_credito,aplicado
16096,21503,2025-11-22,97882,efectivo,aplicado
16097,21504,2025-12-16,107009,tarjeta_credito,aplicado
16098,21505,2026-04-30,102064,tarjeta_credito,aplicado
16099,21506,2025-10-19,323814,recaudo_externo,aplicado
16100,21507,2025-11-09,334782,recaudo_externo,aplicado
16101,21510,2026-01-23,27686,recaudo_externo,aplicado
16102,21511,2025-11-02,38996,tarjeta_debito,parcial
16103,21512,2026-03-24,78057,pse,aplicado
16104,21515,2026-04-28,97290,pse,aplicado
16105,21516,2025-10-13,256539,pse,aplicado
16106,21517,2026-03-11,251679,transferencia,aplicado
16107,21518,2026-04-12,248390,tarjeta_credito,aplicado
16108,21519,2025-10-22,38689,efectivo,aplicado
16109,21520,2026-02-27,35213,tarjeta_credito,aplicado
16110,21521,2025-10-27,83772,tarjeta_debito,aplicado
16111,21522,2026-04-17,87385,recaudo_externo,aplicado
16112,21524,2026-02-22,31304,tarjeta_debito,aplicado
16113,21525,2025-10-21,94066,recaudo_externo,aplicado
16114,21526,2025-12-21,88154,efectivo,aplicado
16115,21528,2026-04-26,47106,recaudo_externo,aplicado
16116,21529,2025-10-26,52439,pse,aplicado
16117,21530,2026-01-11,31437,tarjeta_debito,parcial
16120,21535,2026-02-19,149232,transferencia,aplicado
16121,21536,2026-05-20,58783,transferencia,parcial
16122,21537,2025-12-22,200303,transferencia,aplicado
16124,21540,2026-03-25,51063,transferencia,aplicado
16126,21542,2025-11-07,56287,pse,aplicado
16127,21543,2025-12-20,55552,tarjeta_debito,aplicado
16128,21544,2026-02-13,50024,transferencia,aplicado
16129,21545,2026-04-05,34053,tarjeta_debito,parcial
16130,21546,2026-04-23,39645,efectivo,parcial
16131,21547,2025-10-23,88091,transferencia,aplicado
16132,21550,2026-04-20,80062,recaudo_externo,aplicado
16133,21551,2025-10-17,120685,pse,aplicado
16134,21552,2025-11-13,125129,recaudo_externo,aplicado
16135,21554,2026-02-26,116644,tarjeta_debito,aplicado
16136,21556,2025-10-21,59516,tarjeta_debito,aplicado
16137,21557,2026-03-19,59375,tarjeta_debito,aplicado
16138,21558,2025-10-24,180902,tarjeta_debito,aplicado
16139,21561,2025-10-11,64487,pse,aplicado
