id_encuesta,id_llamada,id_cliente,calificacion,comentario,fecha_encuesta
7367,88680,17579,4,Se requiere seguimiento,2026-01-26 20:25:58
7368,33390,28755,3,Buena atencion,2025-11-02 03:49:30
7369,75688,16273,2,Atencion rapida,2026-01-23 19:36:49
7370,71390,23058,4,Esperaba mas,2026-02-09 21:17:47
7371,57389,6533,5,Buena atencion,2025-12-30 13:36:06
7372,84871,19831,4,,2026-03-30 19:13:27
7373,11391,15233,3,Muy buena experiencia,2026-04-04 02:28:04
7374,43189,21374,3,Proceso claro,2026-04-17 01:45:44
7375,34358,15977,5,Servicio regular,2026-03-06 01:13:07
7376,8049,13192,2,,2025-12-06 11:53:34
7377,53433,20470,3,Asesor amable,2026-04-14 08:13:54
7378,38739,18635,4,,2026-03-01 19:25:52
7379,113837,28221,3,Quedo pendiente,2026-03-06 19:58:50
7380,118456,5962,5,Buena atencion,2026-02-11 07:31:45
7381,85396,23363,5,Asesor amable,2026-03-08 10:25:23
7382,49837,3976,4,,2025-12-06 08:35:29
7383,5498,7754,3,Atencion rapida,2026-02-16 13:47:35
7384,88225,11903,3,Muy buena experiencia,2026-02-15 22:48:59
7385,25356,340,3,Muy buena experiencia,2026-04-24 02:38:11
7386,2283,16742,2,,2025-12-27 12:52:38
7387,43246,20555,2,,2025-10-30 15:46:26
7388,105454,12686,4,,2026-02-15 11:35:29
7389,89289,392,4,Servicio regular,2026-03-11 03:46:59
7390,120134,1698,3,Tiempo de espera alto,2026-01-27 01:37:12
7391,14144,4465,3,No solucionaron del todo,2025-12-11 18:06:12
7392,5692,24359,4,Muy buena experiencia,2026-03-20 03:29:15
7393,95104,27201,2,Quedo pendiente,2025-11-13 19:10:53
7394,11974,1501,4,Quedo pendiente,2025-10-29 18:22:47
7395,38770,2873,4,No solucionaron del todo,2026-02-15 16:06:39
7396,111017,23358,3,,2025-10-16 03:29:17
7397,70957,28237,4,Caso resuelto,2026-02-17 20:50:03
7398,72998,9823,3,Buena atencion,2025-11-09 11:30:56
7399,90079,25293,3,,2026-01-17 09:26:56
7400,45214,9081,4,Muy buena experiencia,2026-01-08 01:52:19
7401,111825,8716,3,,2025-11-25 11:16:53
7402,11776,6432,5,Muy buena experiencia,2025-12-12 00:53:52
7403,10348,22553,4,,2026-03-17 09:06:50
7404,15327,20443,3,Asesor amable,2026-03-17 04:31:53
7405,1744,15251,3,No solucionaron del todo,2026-03-04 01:44:06
7406,69092,26979,3,,2026-04-10 12:10:22
7407,85649,11878,4,Se requiere seguimiento,2026-02-20 13:26:34
7408,76028,26143,4,Asesor amable,2025-12-26 19:20:39
7409,43732,1896,2,Asesor amable,2026-01-06 01:02:58
7410,37852,28393,5,Buena atencion,2026-02-17 17:00:54
7411,112009,13374,3,,2025-12-25 05:34:05
7412,110562,9605,4,,2025-12-14 17:56:49
7413,124412,19833,4,,2025-12-30 02:29:32
7414,25901,2960,1,,2025-12-19 03:48:12
7415,69302,12071,4,,2026-01-18 12:21:52
7416,87405,18632,3,Proceso claro,2026-02-19 07:14:30
7417,50261,2250,2,,2026-03-21 09:19:24
7418,96324,15625,2,,2026-04-01 10:56:12
7419,7665,14706,2,Caso resuelto,2026-02-06 02:57:58
7420,110662,15793,3,,2026-03-12 11:43:41
7421,10699,27034,4,Buena atencion,2026-04-02 22:42:34
7422,118744,3332,4,Asesor amable,2026-01-18 23:52:24
7423,3809,2669,2,,2026-04-03 15:03:47
7424,28961,852,3,Atencion rapida,2025-11-20 15:57:34
7425,70305,3321,4,Buena atencion,2025-11-22 06:36:37
7426,57603,10886,4,,2025-10-24 05:28:07
7427,58283,13002,4,Quedo pendiente,2025-12-09 07:30:04
7428,1922,22559,3,,2026-02-25 07:29:22
7429,113300,6874,4,Proceso claro,2026-04-02 03:08:26
7430,28350,2021,5,Muy buena experiencia,2025-12-13 10:23:54
7431,46214,12753,3,Asesor amable,2026-03-06 05:11:31
7432,42834,14036,5,No solucionaron del todo,2026-04-04 15:16:26
7433,44402,15653,3,,2026-03-25 18:23:44
7434,72608,4720,2,No solucionaron del todo,2026-02-23 19:51:29
7435,84575,8861,3,Quedo pendiente,2026-01-16 18:44:57
7436,24588,11807,3,,2026-03-15 15:49:55
7437,20523,25948,5,Tiempo de espera alto,2026-04-02 00:16:13
7438,12714,8664,2,Caso resuelto,2025-12-30 23:55:46
7439,78637,24489,5,Esperaba mas,2026-02-24 08:10:59
7440,45454,6228,3,Proceso claro,2026-02-23 23:44:21
7441,120734,161,5,Se requiere seguimiento,2026-01-11 23:55:20
7442,74268,25397,3,,2026-04-07 16:56:30
7443,105794,20156,4,Caso resuelto,2025-10-16 08:49:48
7444,82948,7087,3,Tiempo de espera alto,2025-11-14 08:35:52
7445,72877,6233,4,,2025-10-27 09:41:11
7446,72593,19809,4,Asesor amable,2025-11-20 16:17:18
7447,65501,6945,4,Proceso claro,2025-10-23 15:01:58
7448,85337,2038,5,Caso resuelto,2026-02-14 23:08:38
7449,119563,26334,3,,2026-01-08 17:09:12
7450,49116,29265,2,Quedo pendiente,2026-04-06 19:58:28
7451,119861,11063,3,Se requiere seguimiento,2025-12-07 11:03:18
7452,103987,27896,4,Asesor amable,2025-12-31 13:24:31
7453,53187,21965,2,,2026-03-21 15:17:20
7454,18234,21486,3,Quedo pendiente,2025-12-07 23:50:55
7455,49218,28014,4,Buena atencion,2026-04-04 12:49:33
7456,66226,28182,5,Atencion rapida,2026-04-11 01:32:58
7457,57178,14114,4,Tiempo de espera alto,2026-01-28 18:56:47
7458,71838,13410,4,,2025-12-07 21:33:12
7459,584,24346,3,Caso resuelto,2026-02-21 10:41:02
7460,122131,6486,3,Buena atencion,2026-01-07 10:31:40
7461,29557,4689,2,Asesor amable,2025-12-02 20:33:44
7462,5474,28085,4,Tiempo de espera alto,2026-01-23 22:56:43
7463,59086,19350,4,,2026-01-26 09:57:37
7464,111197,3618,3,Buena atencion,2026-04-11 20:21:37
7465,37363,14540,2,Caso resuelto,2025-12-31 06:14:28
7466,120945,24415,3,Caso resuelto,2026-02-08 04:26:21
7467,33663,18427,4,,2026-01-26 07:46:10
7468,25181,18174,2,Proceso claro,2025-12-24 00:14:03
7469,1372,11003,2,Quedo pendiente,2025-11-26 01:50:30
7470,294,3007,2,Asesor amable,2026-04-17 19:16:51
7471,81225,19536,5,Proceso claro,2026-02-17 15:41:31
7472,55406,4566,3,,2025-12-17 08:50:03
7473,60624,7981,3,,2026-01-10 08:24:39
7474,29898,15480,4,,2026-02-11 15:51:14
7475,85082,15801,4,Servicio regular,2025-11-07 14:53:52
7476,68749,4869,5,Buena atencion,2025-10-22 09:33:13
7477,8493,20647,2,Muy buena experiencia,2025-10-24 03:17:00
7478,15092,19418,5,,2025-12-01 10:35:25
7479,36410,6839,5,,2026-01-28 15:08:34
7480,97069,27563,4,Se requiere seguimiento,2026-04-10 00:18:13
7481,46780,25161,2,,2026-03-13 22:45:37
7482,46483,24049,5,Muy buena experiencia,2026-01-07 23:53:58
7483,57576,6475,4,,2025-12-28 08:59:49
7484,54052,1630,3,,2026-03-16 22:19:14
7485,86962,17281,3,Quedo pendiente,2026-03-26 04:27:32
7486,83609,23418,4,,2026-01-28 08:31:16
7487,13723,27723,5,,2026-01-01 15:11:14
7488,78664,16622,4,,2026-04-04 01:45:21
7489,118251,18690,4,Tiempo de espera alto,2025-12-21 08:08:05
7490,97941,9719,4,Tiempo de espera alto,2026-03-10 17:45:51
7491,75361,19480,4,Muy buena experiencia,2025-12-03 04:53:50
7492,76489,23426,4,No solucionaron del todo,2026-03-19 04:12:54
7493,14214,4716,2,,2026-03-24 11:13:00
7494,78980,12354,4,Tiempo de espera alto,2025-10-23 06:01:48
7495,20483,14251,5,Esperaba mas,2026-03-26 22:24:41
7496,124197,27610,4,,2025-11-06 18:55:23
7497,54114,6136,4,,2026-01-27 23:00:32
7498,12081,17464,3,,2026-03-09 11:29:16
7499,102268,21596,4,,2026-03-26 00:49:06
7500,100420,22321,4,,2025-11-05 17:59:07
7501,31512,7577,5,No solucionaron del todo,2026-01-28 00:00:44
7502,113568,3009,4,Esperaba mas,2026-01-14 21:14:07
7503,80412,26561,3,,2025-11-08 11:14:03
7504,107689,9845,4,No solucionaron del todo,2025-12-20 01:59:59
7505,71357,12518,4,,2026-03-03 20:45:43
7506,84239,25882,3,,2026-03-06 11:26:45
7507,123870,15869,4,,2025-12-24 03:52:57
7508,77367,2147,4,Quedo pendiente,2026-02-03 10:48:37
7509,68320,27709,5,Asesor amable,2026-01-21 15:16:28
7510,4868,22074,3,,2026-04-01 15:18:25
7511,44636,21273,3,,2026-03-27 10:40:20
7512,113804,6615,2,Se requiere seguimiento,2025-11-10 15:12:43
7513,109974,13925,4,,2025-11-07 12:39:21
7514,68359,28559,2,Esperaba mas,2026-01-16 02:18:57
7515,2596,29119,5,Buena atencion,2026-02-12 09:39:44
7516,79412,7736,4,Asesor amable,2025-11-11 17:10:45
7517,69234,6061,3,,2026-02-06 07:15:47
7518,77439,316,3,,2026-03-17 15:06:07
7519,10468,9857,3,Buena atencion,2026-03-21 04:15:56
7520,93743,22058,4,Esperaba mas,2026-02-11 10:47:08
7521,108392,353,4,,2025-11-15 15:12:21
7522,111847,2892,5,,2025-11-16 10:44:12
7523,6788,7418,3,,2025-10-25 00:58:31
7524,23077,16752,3,,2026-03-23 13:55:00
7525,3550,28516,3,Quedo pendiente,2026-02-01 12:22:31
7526,35552,21066,5,Servicio regular,2026-04-01 18:32:23
7527,112703,18101,3,Tiempo de espera alto,2026-04-08 16:28:15
7528,49170,1874,3,Esperaba mas,2025-11-12 19:37:32
7529,103894,12998,3,Servicio regular,2026-03-20 05:01:07
7530,1829,19023,2,Buena atencion,2025-12-16 07:43:09
7531,81408,6486,3,,2025-12-02 17:33:08
7532,49841,26572,5,Tiempo de espera alto,2026-01-21 09:45:48
7533,91384,29619,4,Se requiere seguimiento,2025-10-19 00:59:26
7534,7469,6016,3,Servicio regular,2025-10-22 18:18:19
7535,51564,209,3,Asesor amable,2026-01-28 19:46:20
7536,74459,8732,4,,2026-04-11 14:29:02
7537,87241,10106,3,No solucionaron del todo,2025-11-27 14:06:30
7538,120398,946,3,,2025-11-01 16:45:29
7539,101858,66,3,Se requiere seguimiento,2026-03-07 17:56:16
7540,4982,24556,4,,2025-12-01 11:35:59
7541,85282,16686,3,Servicio regular,2026-03-26 01:10:05
7542,125070,7314,4,Asesor amable,2026-02-14 18:22:32
7543,18238,8578,3,Quedo pendiente,2026-04-29 03:19:41
7544,35876,19080,5,,2025-11-30 01:45:44
7545,71623,12161,3,Caso resuelto,2025-12-07 02:19:32
7546,95640,20786,2,,2026-01-01 20:06:31
7547,56287,21766,4,,2026-02-16 05:12:49
7548,89807,12238,5,,2026-01-30 18:24:59
7549,30054,16871,3,Asesor amable,2026-03-19 17:27:25
7550,88000,25163,4,,2026-01-07 12:30:54
7551,109231,29324,5,,2026-03-31 10:00:34
7552,66754,27922,5,,2026-01-07 22:40:32
7553,102781,16490,3,,2026-01-09 03:10:40
7554,78395,22244,5,,2026-02-13 07:34:23
7555,48246,21210,3,,2025-12-20 08:01:56
7556,40775,6800,3,Se requiere seguimiento,2026-03-04 12:40:51
7557,86494,27470,2,,2025-12-17 12:00:41
7558,110050,1110,4,,2025-11-22 02:49:54
7559,57349,25720,3,Asesor amable,2026-03-10 23:17:08
7560,11890,6553,3,,2026-01-23 07:40:00
7561,99448,13994,3,No solucionaron del todo,2025-10-30 01:13:10
7562,116993,25469,5,Esperaba mas,2026-03-07 07:31:52
7563,50761,1091,2,,2026-01-10 07:46:01
7564,57814,29079,3,,2025-11-06 23:37:18
7565,19059,14413,2,No solucionaron del todo,2026-01-11 18:14:13
7566,16092,13609,5,Se requiere seguimiento,2025-12-25 03:29:39
7567,40686,12841,3,No solucionaron del todo,2026-02-05 23:49:57
7568,45308,21487,5,,2026-01-18 04:57:50
7569,108209,10744,5,Buena atencion,2026-02-26 12:13:24
7570,105460,19485,2,Caso resuelto,2025-12-21 16:33:06
7571,5292,14167,5,Quedo pendiente,2026-03-15 22:30:47
7572,38555,27729,3,Muy buena experiencia,2026-01-30 16:50:12
7573,40142,16759,3,,2026-02-27 05:49:02
7574,96998,15697,4,Asesor amable,2026-03-04 04:35:20
7575,21113,22574,3,Proceso claro,2026-01-22 00:14:27
7576,102734,22361,2,,2026-01-25 09:08:50
7577,91739,17526,3,Caso resuelto,2025-11-14 07:13:52
7578,119114,17215,4,No solucionaron del todo,2025-12-21 01:32:26
7579,21340,6302,3,No solucionaron del todo,2026-01-25 10:53:37
7580,66699,4662,4,Caso resuelto,2026-01-20 23:58:02
7581,41265,15852,5,Proceso claro,2026-03-03 08:03:23
7582,55735,20291,5,Esperaba mas,2026-04-10 03:47:25
7583,22449,2929,3,Proceso claro,2026-02-16 22:41:48
7584,66367,18872,3,,2025-11-25 16:11:23
7585,117344,24488,2,Muy buena experiencia,2025-11-26 12:40:02
7586,11515,23274,4,Se requiere seguimiento,2026-01-10 08:41:04
7587,79797,15980,4,No solucionaron del todo,2025-11-28 15:15:05
7588,67397,8829,4,Se requiere seguimiento,2026-04-10 00:57:03
7589,6218,19368,2,Caso resuelto,2026-03-02 11:31:19
7590,77213,11532,2,Quedo pendiente,2026-02-04 15:13:29
7591,40710,25384,3,,2026-03-11 22:04:37
7592,370,14938,3,Caso resuelto,2026-01-18 11:58:57
7593,32092,15432,3,,2025-11-18 22:36:04
7594,56221,24634,2,,2025-12-19 21:56:19
7595,15539,5216,5,,2026-02-10 01:55:51
7596,53410,8424,5,Se requiere seguimiento,2026-01-14 19:12:21
7597,40615,15086,4,Tiempo de espera alto,2026-02-27 08:13:43
7598,2064,7909,3,,2026-01-02 13:35:37
7599,42319,16505,3,,2026-02-11 16:17:24
7600,66370,29923,4,Atencion rapida,2025-11-12 02:32:40
7601,17017,10137,4,Muy buena experiencia,2026-03-31 09:30:35
7602,69522,18538,4,Esperaba mas,2025-10-17 16:08:33
7603,114109,19379,4,Tiempo de espera alto,2025-11-12 04:57:50
7604,72205,14117,4,Tiempo de espera alto,2026-01-30 23:15:54
7605,42422,8558,4,Caso resuelto,2025-11-13 15:34:47
7606,23666,23607,4,,2026-02-11 10:53:59
7607,89614,24827,3,Quedo pendiente,2026-01-25 13:48:19
7608,119508,8391,4,Quedo pendiente,2025-12-29 09:14:43
7609,26347,20488,2,Caso resuelto,2025-10-19 11:11:51
7610,100767,17364,3,Asesor amable,2025-12-20 22:28:25
7611,9289,20170,4,Esperaba mas,2026-04-03 13:04:19
7612,77248,4164,4,Se requiere seguimiento,2025-11-18 12:34:01
7613,4428,12114,3,,2026-02-21 00:33:32
7614,80344,16321,3,,2026-01-28 20:30:14
7615,7732,654,1,Caso resuelto,2026-04-05 04:06:57
7616,53309,24468,3,Proceso claro,2026-01-26 11:25:26
7617,20895,17037,3,Muy buena experiencia,2025-12-30 03:42:40
7618,114927,29644,5,,2025-12-28 03:28:46
7619,112813,12553,4,,2026-02-23 16:21:13
7620,77847,53,5,Caso resuelto,2025-11-05 23:07:18
7621,24196,4609,4,Muy buena experiencia,2026-03-07 01:26:37
7622,66889,7370,3,,2025-10-24 18:32:49
7623,69861,22042,2,Buena atencion,2025-12-03 01:28:14
7624,20809,25592,5,No solucionaron del todo,2026-02-04 00:53:57
7625,25377,19160,2,Asesor amable,2026-03-19 15:07:00
7626,94152,28175,4,,2026-02-05 12:08:37
7627,96196,22962,4,Atencion rapida,2026-01-25 15:19:01
7628,30455,14169,3,,2026-04-19 14:08:22
7629,75978,12746,3,,2026-01-20 07:05:04
7630,72949,4569,4,Quedo pendiente,2025-11-14 00:29:30
7631,112751,13130,2,Buena atencion,2025-11-30 00:27:56
7632,30773,13885,4,Quedo pendiente,2025-11-10 05:42:20
7633,10715,23446,3,No solucionaron del todo,2026-01-30 20:19:03
7634,91898,15267,3,Quedo pendiente,2025-12-11 13:43:14
7635,64325,25001,5,,2026-02-04 04:58:23
7636,95421,6275,3,No solucionaron del todo,2026-02-27 12:59:13
7637,21998,20412,3,,2025-12-09 10:36:04
7638,91014,5491,4,,2025-12-23 01:20:49
7639,116229,6367,4,,2026-03-06 03:34:41
7640,46782,27922,3,,2025-12-12 18:58:54
7641,35888,15375,2,,2026-02-06 10:15:39
7642,7481,26200,4,Asesor amable,2025-12-28 17:27:49
7643,68224,22178,3,Se requiere seguimiento,2026-03-16 12:44:27
7644,37861,6988,5,,2026-05-01 12:34:52
7645,89660,10695,3,Tiempo de espera alto,2025-11-11 16:17:28
7646,68981,5200,4,Buena atencion,2025-11-08 12:33:24
7647,52465,2251,3,Buena atencion,2026-01-22 17:09:54
7648,46166,28188,2,,2026-04-15 06:47:57
7649,36229,13291,3,Esperaba mas,2026-04-14 14:31:53
7650,7629,18249,4,,2026-01-30 17:47:34
7651,99127,11667,5,,2025-11-11 09:52:33
7652,120760,28254,4,Caso resuelto,2025-11-05 11:33:09
7653,16242,4538,3,Muy buena experiencia,2026-04-10 21:57:30
7654,48782,10284,5,Asesor amable,2025-12-17 06:12:28
7655,32025,8761,4,Esperaba mas,2025-10-20 20:15:27
7656,121386,10919,2,,2026-01-08 22:17:00
7657,18477,2872,4,Atencion rapida,2026-03-27 21:37:54
7658,94382,29413,4,Se requiere seguimiento,2025-10-29 20:58:19
7659,38422,28553,4,Muy buena experiencia,2025-10-27 09:48:26
7660,53079,29249,4,,2026-01-01 14:56:02
7661,91997,9673,4,,2025-11-11 18:46:18
7662,82009,15311,3,Quedo pendiente,2026-03-20 08:20:51
7663,77411,13924,3,Quedo pendiente,2026-01-10 08:38:40
7664,85189,22584,5,Atencion rapida,2026-01-14 16:47:38
7665,99240,26102,5,Muy buena experiencia,2025-10-26 12:39:07
7666,66180,10645,4,,2026-01-25 06:07:37
7667,90217,18903,3,,2026-02-27 15:14:27
7668,25341,13815,4,Caso resuelto,2025-12-17 04:37:59
7669,5513,2849,2,Buena atencion,2026-03-28 06:04:57
7670,101178,15486,3,Se requiere seguimiento,2025-11-26 16:19:18
7671,66883,12105,2,,2026-02-01 07:03:39
7672,92889,20467,4,Muy buena experiencia,2025-12-19 23:48:37
7673,93054,7422,4,No solucionaron del todo,2025-10-31 13:57:00
7674,14299,5234,2,Atencion rapida,2026-01-12 22:54:56
7675,24855,11873,2,Asesor amable,2025-12-13 16:37:10
7676,118590,28168,2,Quedo pendiente,2026-03-16 19:45:30
7677,77505,24815,4,Esperaba mas,2026-03-05 21:54:57
7678,9688,8376,2,Caso resuelto,2026-01-30 16:52:53
7679,95607,29800,4,Atencion rapida,2025-12-06 19:20:38
7680,71111,8630,3,Se requiere seguimiento,2026-02-09 00:44:56
7681,1554,3000,2,,2025-12-10 08:17:56
7682,72695,14422,5,Buena atencion,2025-12-04 10:24:48
7683,44890,1366,3,Atencion rapida,2025-12-05 22:14:13
7684,32491,12453,2,Se requiere seguimiento,2025-11-04 14:24:23
7685,19572,19780,3,Tiempo de espera alto,2026-02-09 13:26:45
7686,49378,20062,4,Asesor amable,2026-01-28 09:57:17
7687,31269,1519,2,Muy buena experiencia,2026-03-06 22:47:38
7688,86319,18631,4,Se requiere seguimiento,2025-12-15 16:29:59
7689,431,18353,2,Proceso claro,2026-04-02 01:53:45
7690,92606,24858,3,Muy buena experiencia,2025-10-30 08:21:45
7691,20287,7325,2,Tiempo de espera alto,2025-12-08 05:03:12
7692,25131,18673,2,Buena atencion,2025-11-22 18:26:45
7693,75748,13332,5,Asesor amable,2025-11-30 10:04:07
7694,36005,27451,2,Buena atencion,2025-11-01 22:18:07
7695,13022,4670,4,Caso resuelto,2025-12-18 19:29:56
7696,112698,4589,3,Esperaba mas,2025-12-11 08:36:07
7697,89245,5263,3,Muy buena experiencia,2026-03-20 21:08:34
7698,91776,16193,3,No solucionaron del todo,2025-12-23 18:49:39
7699,34920,23125,3,Asesor amable,2026-03-18 18:48:49
7700,101788,28846,3,,2025-12-01 20:15:44
7701,36286,3580,4,Esperaba mas,2026-01-25 09:50:59
7702,58417,13624,4,Buena atencion,2026-04-11 09:51:16
7703,86501,11904,3,Asesor amable,2025-12-05 17:01:37
7704,67733,3874,5,Proceso claro,2026-04-03 03:10:10
7705,38497,18579,4,Muy buena experiencia,2025-11-07 06:32:50
7706,50506,3997,5,No solucionaron del todo,2025-11-08 21:03:17
7707,24404,11838,2,Quedo pendiente,2025-10-18 11:55:49
7708,107732,6381,4,,2026-01-15 02:24:13
7709,58738,21914,4,,2025-11-27 05:54:51
7710,124120,4333,3,Atencion rapida,2026-01-20 12:15:41
7711,121086,3480,4,Se requiere seguimiento,2026-04-02 19:49:04
7712,49907,21732,3,,2025-11-12 11:36:37
7713,23011,14832,4,Quedo pendiente,2026-02-16 12:24:13
7714,34763,2529,4,Asesor amable,2025-10-30 17:44:21
7715,124482,22298,4,,2025-10-30 09:33:16
7716,32028,25963,4,Servicio regular,2025-12-23 16:49:38
7717,75542,9884,3,Proceso claro,2026-02-02 03:36:18
7718,86058,6846,3,Servicio regular,2026-02-07 02:05:00
7719,118268,23383,5,,2026-03-15 03:51:02
7720,110049,17147,5,,2025-11-06 18:06:58
7721,3726,14735,2,Esperaba mas,2026-03-27 09:59:33
7722,110545,22734,3,Muy buena experiencia,2025-12-03 10:25:25
7723,38948,28547,4,Quedo pendiente,2025-10-17 17:12:56
7724,62515,8137,4,Proceso claro,2026-01-13 09:35:15
7725,14123,5255,4,,2026-03-14 21:50:22
7726,3495,16006,3,,2026-02-10 09:52:46
7727,32307,23443,3,,2025-11-25 16:47:15
7728,38652,97,3,Caso resuelto,2025-10-28 20:43:06
7729,81800,12922,5,Servicio regular,2026-03-20 13:32:27
7730,65743,24869,5,Caso resuelto,2026-04-01 19:58:55
7731,115983,197,2,,2025-12-11 01:05:34
7732,25271,2945,5,Proceso claro,2025-11-29 20:11:14
7733,47125,29862,4,Se requiere seguimiento,2025-11-04 13:53:37
7734,118242,1035,4,Buena atencion,2026-01-04 03:26:23
7735,97274,2677,4,,2025-12-06 14:49:55
7736,94207,14538,5,,2025-11-21 15:48:45
7737,22646,22189,3,Quedo pendiente,2025-11-22 17:59:00
7738,68681,3194,4,,2025-12-03 22:21:56
7739,22422,15073,4,Esperaba mas,2026-04-07 05:10:54
7740,78993,11665,4,,2025-11-15 20:13:50
7741,86348,18011,4,Atencion rapida,2026-02-17 15:41:27
7742,150,27579,4,,2026-02-27 00:58:06
7743,120266,17919,4,,2026-01-15 05:03:14
7744,33864,15504,3,,2026-01-06 06:59:47
7745,37632,19719,4,Asesor amable,2026-03-08 06:36:11
7746,112784,29083,3,,2026-01-31 13:18:24
7747,98667,12058,4,,2025-10-15 12:40:41
7748,118619,5240,4,,2026-02-14 10:00:57
7749,109238,24083,3,Atencion rapida,2025-11-13 16:40:41
7750,102341,1841,4,Servicio regular,2026-04-02 02:08:46
7751,83527,20525,3,Asesor amable,2025-10-31 16:07:28
7752,48216,25434,3,,2025-11-28 09:51:38
7753,78648,17395,3,Se requiere seguimiento,2026-01-09 19:15:19
7754,116819,19732,3,Muy buena experiencia,2026-04-03 13:58:16
7755,72196,4139,2,Atencion rapida,2025-11-06 14:07:31
7756,317,4272,3,Tiempo de espera alto,2026-04-22 11:59:59
7757,123437,28111,5,Asesor amable,2026-01-23 23:28:29
7758,32223,8551,3,,2026-03-07 15:08:34
7759,45049,5156,4,Caso resuelto,2025-11-07 01:37:16
7760,17048,12847,3,,2026-02-12 09:05:56
7761,35113,24938,4,,2026-01-12 00:53:44
7762,105452,10569,4,Caso resuelto,2026-02-21 15:18:11
7763,16712,7064,3,,2026-02-25 20:05:51
7764,119117,4589,4,Quedo pendiente,2025-12-11 08:31:48
7765,22799,24945,3,Atencion rapida,2025-11-03 06:19:05
7766,100391,18774,2,Quedo pendiente,2025-11-02 01:24:14
7767,43054,5831,4,Quedo pendiente,2026-02-25 06:48:51
7768,101724,8205,5,Servicio regular,2025-11-01 22:24:43
7769,47027,4392,5,,2026-01-20 00:01:14
7770,67767,5392,3,Muy buena experiencia,2025-11-26 20:47:34
7771,35212,26338,4,Proceso claro,2026-03-23 08:40:46
7772,125148,3717,3,Proceso claro,2025-12-27 12:50:37
7773,10581,17272,2,,2026-04-13 10:49:14
7774,45800,18128,3,Buena atencion,2026-04-04 12:55:53
7775,116231,26649,3,No solucionaron del todo,2026-03-02 17:48:15
7776,1160,21527,2,Tiempo de espera alto,2026-02-26 17:31:08
7777,65607,19960,4,Se requiere seguimiento,2025-11-24 15:17:02
7778,45799,12514,5,No solucionaron del todo,2025-12-17 07:57:48
7779,29522,6728,1,Se requiere seguimiento,2026-04-22 01:22:29
7780,12340,16281,2,Muy buena experiencia,2026-02-20 21:15:12
7781,40392,18896,3,Tiempo de espera alto,2025-12-10 11:25:38
7782,111948,29065,4,Proceso claro,2025-10-18 12:00:40
7783,67123,17280,5,Atencion rapida,2026-02-04 02:14:08
7784,38578,17021,4,Asesor amable,2026-01-18 15:37:53
7785,90174,19077,2,Tiempo de espera alto,2026-03-19 21:39:23
7786,80283,1477,5,,2026-02-07 15:57:37
7787,29046,23882,3,,2026-02-21 06:22:46
7788,74981,18776,4,,2025-12-02 08:04:29
7789,65469,14505,3,Buena atencion,2026-03-11 23:44:37
7790,38932,10582,3,Proceso claro,2026-02-10 08:40:38
7791,4907,2228,2,Proceso claro,2025-11-18 11:17:49
7792,55370,28626,4,Muy buena experiencia,2026-03-24 18:29:01
7793,58319,14690,3,Servicio regular,2026-01-29 02:31:08
7794,10276,4372,5,Atencion rapida,2026-02-11 02:51:32
7795,121519,23199,3,Asesor amable,2026-02-02 14:30:29
7796,50926,5271,2,Esperaba mas,2026-04-09 12:22:34
7797,113729,17751,1,Se requiere seguimiento,2025-10-14 19:26:19
7798,2722,10499,2,,2025-11-21 15:53:06
7799,1454,6319,2,Muy buena experiencia,2026-03-15 16:20:19
7800,71620,8715,2,,2026-02-13 18:54:00
7801,91268,3092,4,Esperaba mas,2026-03-27 13:28:18
7802,103568,6620,4,Atencion rapida,2026-03-12 15:57:56
7803,123651,8453,5,Esperaba mas,2026-03-04 22:38:52
7804,1561,27171,4,Se requiere seguimiento,2025-11-02 01:18:23
7805,39230,8747,3,Quedo pendiente,2026-03-03 01:07:07
7806,115646,15430,4,,2025-10-17 19:49:37
7807,107020,2383,3,,2026-04-02 14:59:42
7808,10878,408,5,Buena atencion,2025-11-30 01:41:34
7809,93520,15242,4,Quedo pendiente,2026-01-05 00:00:50
7810,103574,11356,5,,2026-01-01 04:33:33
7811,22846,22861,4,Esperaba mas,2026-04-12 17:44:04
7812,66835,19738,4,Servicio regular,2025-10-27 01:46:42
7813,4673,15609,5,,2026-01-08 09:56:56
7814,105889,8203,5,No solucionaron del todo,2026-04-01 02:14:52
7815,42715,12842,3,Buena atencion,2026-01-05 05:47:57
7816,46605,14986,4,Esperaba mas,2026-01-26 13:46:07
7817,41846,7889,4,Quedo pendiente,2026-03-13 06:48:38
7818,105351,11992,5,Buena atencion,2025-12-13 14:07:24
7819,34340,11567,2,Se requiere seguimiento,2026-02-06 16:22:07
7820,66896,4784,3,Esperaba mas,2026-02-14 08:53:52
7821,35605,15287,3,,2026-04-25 04:44:42
7822,2815,24547,3,,2026-03-16 09:36:20
7823,94105,2964,2,,2026-01-09 22:01:14
7824,74109,1475,5,Tiempo de espera alto,2026-01-10 17:06:10
7825,49505,15647,3,Asesor amable,2026-02-03 09:52:45
7826,1325,16144,2,,2025-12-02 07:33:24
7827,74622,5310,3,Se requiere seguimiento,2025-12-10 06:12:11
7828,47871,19623,4,,2026-03-04 19:10:13
7829,104125,3953,4,Se requiere seguimiento,2025-12-05 06:08:50
7830,16619,19547,4,Atencion rapida,2026-04-12 00:22:00
7831,57096,16798,2,Proceso claro,2026-01-04 16:22:33
7832,36995,27030,5,,2026-03-22 04:40:52
