id_agente_turno,id_agente,id_turno,fecha_inicio,fecha_fin
697,533,1,2025-06-01,2025-08-05
698,533,1,2025-08-06,2026-05-26
699,534,3,2025-06-01,2026-05-26
700,535,3,2025-06-01,2026-05-26
701,536,1,2025-06-01,2025-08-13
702,536,2,2025-08-14,2026-05-26
703,537,2,2025-06-01,2026-05-26
704,538,1,2025-06-01,2025-08-07
705,538,2,2025-08-08,2026-05-26
706,539,3,2025-06-01,2025-08-19
707,539,2,2025-08-20,2026-05-26
708,540,1,2025-06-01,2026-05-26
709,541,1,2025-06-01,2026-05-26
710,542,1,2025-06-01,2026-05-26
711,543,2,2025-06-01,2026-05-26
712,544,2,2025-06-01,2026-05-26
713,545,1,2025-06-01,2026-05-26
714,546,1,2025-06-01,2026-05-26
715,547,1,2025-06-01,2026-05-26
716,548,2,2025-08-06,2026-05-26
717,549,2,2025-06-01,2025-07-30
718,549,2,2025-07-31,2026-05-26
719,550,2,2025-08-23,2025-10-19
720,550,1,2025-10-20,2026-05-26
721,551,2,2025-12-18,2026-05-26
722,552,1,2025-06-01,2026-05-26
723,553,1,2025-06-01,2026-05-26
724,554,3,2025-06-01,2026-05-26
725,555,1,2025-06-01,2026-05-26
726,556,3,2026-03-30,2026-05-26
727,557,1,2025-06-01,2026-05-26
728,558,1,2025-06-01,2026-05-26
729,559,3,2025-06-01,2026-05-26
730,560,1,2025-06-01,2026-05-26
731,561,2,2026-05-15,2026-05-26
732,562,1,2025-06-01,2026-05-26
733,563,3,2025-06-01,2026-05-26
734,564,2,2025-10-03,2026-05-26
735,565,1,2025-06-01,2026-05-26
736,566,1,2025-06-01,2026-05-26
737,567,3,2025-06-01,2026-05-26
738,568,1,2025-06-01,2026-05-26
739,569,1,2025-06-01,2026-05-26
740,570,1,2025-06-01,2026-05-26
741,571,2,2025-06-01,2026-05-26
742,572,1,2025-06-01,2025-07-31
743,572,1,2025-08-01,2026-05-26
744,573,2,2025-06-01,2025-07-16
745,573,3,2025-07-17,2026-05-26
746,574,1,2025-06-01,2026-05-26
747,575,2,2025-12-04,2026-05-26
748,576,1,2025-06-01,2026-05-26
749,577,3,2025-06-01,2026-05-26
750,578,2,2025-06-05,2026-05-26
751,579,1,2025-06-01,2026-05-26
752,580,2,2025-08-11,2026-05-26
753,581,2,2025-06-01,2026-05-26
754,582,2,2025-06-01,2025-08-04
755,582,1,2025-08-05,2026-05-26
756,583,2,2025-06-01,2026-05-26
757,584,1,2025-06-01,2025-08-06
758,584,3,2025-08-07,2026-05-26
759,585,3,2025-06-01,2026-05-26
760,586,3,2026-04-18,2026-05-26
761,587,2,2025-06-01,2025-07-21
762,587,1,2025-07-22,2026-05-26
763,588,1,2025-06-01,2026-05-26
764,589,2,2025-11-25,2026-05-26
765,590,3,2025-06-01,2026-05-26
766,591,1,2025-06-01,2026-05-26
767,592,1,2025-06-01,2026-05-26
768,593,2,2025-06-01,2025-08-23
769,593,1,2025-08-24,2026-05-26
770,594,2,2025-06-01,2026-05-26
771,595,2,2025-06-01,2026-05-26
772,596,2,2026-03-12,2026-05-26
773,596,1,2026-05-26,2026-05-26
774,597,1,2026-05-05,2026-05-26
775,598,2,2025-06-01,2026-05-26
776,599,1,2025-06-01,2026-05-26
777,600,2,2025-06-01,2025-08-22
778,600,2,2025-08-23,2026-05-26
779,601,2,2025-06-01,2025-09-07
780,601,3,2025-09-08,2026-05-26
781,602,1,2025-06-01,2026-05-26
782,603,2,2025-06-01,2026-05-26
783,604,1,2025-06-01,2026-05-26
784,605,1,2025-06-01,2026-05-26
785,606,2,2025-06-01,2026-05-26
786,607,1,2025-06-01,2026-05-26
787,608,1,2025-06-01,2026-05-26
788,609,1,2025-06-01,2025-08-07
789,609,1,2025-08-08,2026-05-26
790,610,2,2025-06-01,2026-05-26
791,611,1,2025-06-01,2026-05-26
792,612,2,2025-06-01,2025-07-30
793,612,1,2025-07-31,2026-05-26
794,613,1,2025-06-01,2026-05-26
795,614,3,2025-06-01,2026-05-26
796,615,2,2025-06-01,2026-05-26
797,616,3,2025-12-26,2026-05-26
798,617,2,2026-05-10,2026-05-26
799,618,1,2025-06-01,2026-05-26
800,619,2,2025-06-01,2026-05-26
801,620,2,2025-06-01,2026-05-26
802,621,2,2025-06-01,2026-05-26
803,622,1,2025-06-01,2025-08-09
804,622,1,2025-08-10,2026-05-26
805,623,3,2025-08-02,2026-05-26
806,624,1,2025-06-01,2026-05-26
807,625,1,2025-06-01,2026-05-26
808,626,2,2025-06-01,2026-05-26
809,627,1,2025-06-01,2026-05-26
810,628,2,2025-06-01,2026-05-26
811,629,2,2025-06-01,2026-05-26
812,630,3,2025-06-01,2025-07-19
813,630,1,2025-07-20,2026-05-26
814,631,2,2025-06-01,2026-05-26
815,632,2,2025-06-01,2026-05-26
816,633,2,2025-06-01,2026-05-26
817,634,3,2025-06-01,2026-05-26
818,635,2,2025-06-01,2026-05-26
819,636,1,2025-06-01,2026-05-26
820,637,1,2025-06-01,2026-05-26
821,638,3,2025-06-01,2025-08-20
822,638,2,2025-08-21,2026-05-26
823,639,1,2025-06-01,2026-05-26
824,640,2,2025-06-01,2026-05-26
825,641,2,2025-06-01,2025-08-22
826,641,1,2025-08-23,2026-05-26
827,642,3,2025-06-01,2026-05-26
828,643,2,2025-06-01,2026-05-26
829,644,1,2025-06-01,2025-08-31
830,644,3,2025-09-01,2026-05-26
831,645,1,2025-06-01,2026-05-26
832,646,1,2025-06-01,2025-08-01
833,646,2,2025-08-02,2026-05-26
834,647,2,2025-06-01,2026-05-26
835,648,2,2025-06-01,2025-08-22
836,648,1,2025-08-23,2026-05-26
837,649,2,2025-06-01,2026-05-26
838,650,1,2025-06-01,2025-08-18
839,650,1,2025-08-19,2026-05-26
840,651,1,2025-06-01,2025-08-08
841,651,1,2025-08-09,2026-05-26
842,652,2,2025-06-01,2025-08-30
843,652,2,2025-08-31,2026-05-26
844,653,3,2025-06-01,2026-05-26
845,654,2,2025-06-01,2026-05-26
846,655,2,2025-06-01,2025-08-26
847,655,2,2025-08-27,2026-05-26
848,656,1,2025-06-01,2026-05-26
849,657,2,2025-06-01,2026-05-26
850,658,2,2025-06-01,2026-05-26
851,659,2,2025-06-01,2026-05-26
852,660,2,2025-06-01,2026-05-26
853,661,1,2025-09-04,2026-05-26
854,662,2,2025-07-24,2025-10-19
855,662,2,2025-10-20,2026-05-26
856,663,1,2025-06-01,2026-05-26
857,664,3,2025-06-01,2026-05-26
858,665,2,2025-06-01,2026-05-26
859,666,1,2025-06-01,2025-08-23
860,666,2,2025-08-24,2026-05-26
861,667,2,2025-06-01,2026-05-26
862,668,2,2026-04-11,2026-05-26
863,669,1,2025-06-01,2026-05-26
864,670,2,2025-06-01,2026-05-26
865,671,2,2025-06-01,2026-05-26
866,672,3,2025-06-01,2026-05-26
867,673,2,2025-06-01,2026-05-26
868,674,1,2025-06-01,2026-05-26
869,675,2,2025-06-01,2026-05-26
870,676,2,2025-06-01,2026-05-26
871,677,2,2025-06-01,2026-05-26
872,678,2,2025-06-01,2026-05-26
873,679,2,2025-06-01,2026-05-26
874,680,2,2025-10-16,2026-05-26
875,681,2,2025-06-01,2026-05-26
876,682,1,2025-06-01,2026-05-26
877,683,1,2025-06-20,2026-05-26
878,684,3,2025-06-01,2025-09-03
879,684,2,2025-09-04,2026-05-26
880,685,2,2025-06-01,2026-05-26
881,686,2,2025-06-01,2026-05-26
882,687,2,2025-09-19,2026-05-26
883,688,2,2025-06-01,2025-08-07
884,688,1,2025-08-08,2026-05-26
885,689,1,2025-06-01,2025-08-19
886,689,2,2025-08-20,2026-05-26
887,690,2,2025-06-01,2026-05-26
888,691,1,2025-06-01,2026-05-26
889,692,1,2025-06-01,2026-05-26
890,693,1,2026-04-18,2026-05-26
891,694,2,2025-06-01,2026-05-26
892,695,1,2025-06-01,2026-05-26
893,696,3,2025-08-05,2026-05-26
894,697,2,2025-06-01,2025-08-04
895,697,1,2025-08-05,2026-05-26
896,698,2,2025-06-01,2026-05-26
897,699,2,2025-06-01,2026-05-26
898,700,1,2025-06-01,2025-07-25
899,700,1,2025-07-26,2026-05-26
900,701,3,2025-06-01,2025-07-22
901,701,2,2025-07-23,2026-05-26
902,702,3,2026-01-04,2026-02-21
903,702,2,2026-02-22,2026-05-26
904,703,1,2025-06-01,2025-08-06
905,703,2,2025-08-07,2026-05-26
906,704,2,2025-06-01,2026-05-26
907,705,1,2025-06-01,2026-05-26
908,706,1,2025-06-01,2026-05-26
909,707,2,2026-05-10,2026-05-26
910,708,1,2025-06-01,2026-05-26
911,709,2,2026-04-11,2026-05-26
912,710,1,2025-06-01,2026-05-26
913,711,2,2025-06-01,2026-05-26
914,712,3,2025-06-01,2026-05-26
915,713,2,2025-06-01,2026-05-26
916,714,2,2025-06-01,2026-05-26
917,715,1,2025-11-07,2026-05-26
918,716,1,2025-06-01,2026-05-26
919,717,1,2025-08-02,2026-05-26
920,718,2,2025-06-01,2026-05-26
921,719,1,2025-06-01,2025-07-30
922,719,1,2025-07-31,2026-05-26
923,720,2,2025-06-01,2026-05-26
924,721,3,2025-06-01,2025-09-08
925,721,1,2025-09-09,2026-05-26
926,722,3,2025-06-01,2025-09-04
927,722,2,2025-09-05,2026-05-26
928,723,2,2026-05-08,2026-05-26
929,723,2,2026-05-26,2026-05-26
930,724,1,2025-06-01,2026-05-26
931,725,2,2025-06-01,2026-05-26
932,726,2,2025-06-01,2025-08-09
933,726,1,2025-08-10,2026-05-26
934,727,1,2025-06-01,2025-07-28
935,727,3,2025-07-29,2026-05-26
936,728,2,2025-06-01,2025-09-03
937,728,1,2025-09-04,2026-05-26
938,729,3,2025-06-01,2026-05-26
939,730,1,2025-06-01,2025-09-05
940,730,2,2025-09-06,2026-05-26
941,731,1,2025-10-29,2026-05-26
942,732,2,2026-04-19,2026-05-26
943,732,1,2026-05-26,2026-05-26
944,733,2,2026-03-21,2026-05-26
945,734,2,2025-06-01,2026-05-26
946,735,1,2025-06-01,2026-05-26
947,736,2,2025-09-06,2025-11-21
948,736,2,2025-11-22,2026-05-26
949,737,3,2025-06-01,2026-05-26
950,738,1,2026-03-28,2026-05-26
951,738,2,2026-05-26,2026-05-26
952,739,3,2025-06-01,2025-09-07
953,739,1,2025-09-08,2026-05-26
954,740,1,2025-06-01,2026-05-26
955,741,1,2025-08-27,2026-05-26
956,742,1,2025-09-26,2026-05-26
957,743,2,2025-11-04,2026-05-26
958,744,2,2025-06-01,2026-05-26
959,745,1,2025-06-01,2026-05-26
960,746,1,2025-06-01,2026-05-26
961,747,2,2025-10-30,2026-05-26
962,748,1,2025-06-01,2025-08-11
963,748,2,2025-08-12,2026-05-26
964,749,2,2025-06-01,2026-05-26
965,750,2,2025-12-15,2026-05-26
