id_caso,id_cliente,id_tipo_servicio,id_motivo,descripcion_caso,fecha_apertura,fecha_cierre,estado_caso,resuelto_primer_contacto,prioridad
20619,120699,5,14,Caso 20619 asociado a motivo 14,2026-05-04 16:46:12,2026-05-17 22:46:12,cerrado,1,media
20620,101038,2,6,Caso 20620 asociado a motivo 6,2025-08-16 09:45:47,,en_proceso,0,alta
20621,9642,5,14,Caso 20621 asociado a motivo 14,2025-06-19 07:41:35,2025-06-27 08:12:30,cancelado,0,media
20622,97154,1,3,Caso 20622 asociado a motivo 3,2025-07-07 20:15:36,2025-07-10 01:15:36,cerrado,1,baja
20623,59313,2,4,Caso 20623 asociado a motivo 4,2025-11-04 17:40:44,,en_proceso,0,baja
20624,90713,3,9,Caso 20624 asociado a motivo 9,2025-10-21 14:34:28,,en_proceso,0,media
20625,51247,3,8,Caso 20625 asociado a motivo 8,2025-10-09 08:54:54,2025-10-26 17:54:54,cerrado,1,baja
20626,101897,1,3,Caso 20626 asociado a motivo 3,2026-04-28 17:35:29,,en_proceso,0,baja
20627,57060,1,3,Caso 20627 asociado a motivo 3,2025-12-15 11:00:12,2025-12-26 12:00:12,cerrado,1,baja
20628,83253,5,14,Caso 20628 asociado a motivo 14,2026-01-24 17:36:37,2026-02-12 03:36:37,cerrado,1,baja
20629,1235,2,6,Caso 20629 asociado a motivo 6,2025-12-17 15:07:49,,en_proceso,0,alta
20630,13697,1,2,Caso 20630 asociado a motivo 2,2025-07-10 10:48:08,2025-07-15 16:48:08,cerrado,1,baja
20631,70090,5,13,Caso 20631 asociado a motivo 13,2026-02-27 21:36:22,2026-03-06 06:36:22,cerrado,1,baja
20632,13403,2,4,Caso 20632 asociado a motivo 4,2025-09-24 09:36:42,2025-10-10 14:36:42,cerrado,1,baja
20633,60177,1,3,Caso 20633 asociado a motivo 3,2025-08-02 22:52:14,,en_proceso,0,alta
20634,19886,1,3,Caso 20634 asociado a motivo 3,2025-10-09 14:26:14,2025-10-26 21:26:14,cerrado,1,baja
20635,32112,5,14,Caso 20635 asociado a motivo 14,2025-10-18 12:06:09,2025-10-21 20:06:09,cerrado,1,media
20636,60558,1,1,Caso 20636 asociado a motivo 1,2025-11-07 19:24:21,2025-11-28 01:24:21,cerrado,1,media
20637,78897,5,13,Caso 20637 asociado a motivo 13,2025-12-09 09:55:34,2025-12-11 13:55:34,cerrado,1,baja
20638,117883,2,5,Caso 20638 asociado a motivo 5,2026-02-06 07:13:19,2026-02-17 18:13:19,cerrado,0,alta
20639,58941,1,2,Caso 20639 asociado a motivo 2,2025-08-02 15:58:38,2025-08-06 18:07:09,cerrado,0,baja
20640,42088,5,15,Caso 20640 asociado a motivo 15,2025-11-13 09:46:39,2025-11-17 09:46:39,cerrado,1,baja
20641,17956,1,2,Caso 20641 asociado a motivo 2,2025-07-02 15:07:15,2025-07-12 18:07:15,cerrado,0,baja
20642,102731,5,14,Caso 20642 asociado a motivo 14,2025-06-03 13:22:32,2025-06-20 22:22:32,cerrado,0,alta
20643,1416,3,7,Caso 20643 asociado a motivo 7,2025-07-10 10:54:48,,en_proceso,0,media
20644,107778,4,10,Caso 20644 asociado a motivo 10,2025-11-22 14:40:27,2025-12-16 13:07:48,cancelado,0,critica
20645,52788,2,5,Caso 20645 asociado a motivo 5,2025-12-25 04:58:01,,en_proceso,0,alta
20646,24397,1,2,Caso 20646 asociado a motivo 2,2025-09-09 10:04:23,2025-09-16 16:12:57,cerrado,0,media
20647,12243,5,13,Caso 20647 asociado a motivo 13,2026-01-30 13:21:39,2026-01-31 15:21:39,cerrado,1,media
20648,20001,2,4,Caso 20648 asociado a motivo 4,2025-10-15 12:55:15,,en_proceso,0,baja
20649,93384,1,2,Caso 20649 asociado a motivo 2,2026-01-29 18:19:16,,en_proceso,0,media
20650,74243,5,15,Caso 20650 asociado a motivo 15,2026-01-27 12:13:14,,en_proceso,0,baja
20651,27909,1,2,Caso 20651 asociado a motivo 2,2025-11-09 14:50:18,,en_proceso,0,baja
20652,31354,1,2,Caso 20652 asociado a motivo 2,2025-08-22 17:27:25,2025-09-03 03:27:25,cerrado,1,media
20653,53969,5,14,Caso 20653 asociado a motivo 14,2025-08-05 15:54:05,2025-08-25 08:07:53,cerrado,0,baja
20654,13275,2,5,Caso 20654 asociado a motivo 5,2026-05-01 09:03:51,2026-05-12 12:15:14,cerrado,0,media
20655,15604,5,14,Caso 20655 asociado a motivo 14,2026-02-24 07:03:51,2026-03-03 12:03:51,cerrado,1,media
20656,2199,1,2,Caso 20656 asociado a motivo 2,2025-12-22 19:34:26,2026-01-04 23:34:26,cerrado,1,alta
20657,35551,1,3,Caso 20657 asociado a motivo 3,2025-10-29 17:18:32,2025-11-09 04:18:32,cerrado,0,media
20658,19943,4,10,Caso 20658 asociado a motivo 10,2026-04-17 12:04:34,2026-04-29 09:03:52,cerrado,0,media
20659,42808,5,14,Caso 20659 asociado a motivo 14,2026-02-16 12:49:43,2026-02-27 14:49:43,cerrado,1,alta
20660,31959,1,2,Caso 20660 asociado a motivo 2,2025-10-28 14:24:53,2025-11-01 22:24:53,cerrado,1,media
20661,102323,5,14,Caso 20661 asociado a motivo 14,2025-09-30 09:28:38,2025-10-24 14:42:01,cancelado,0,critica
20662,30909,5,14,Caso 20662 asociado a motivo 14,2025-12-16 09:57:59,2025-12-21 16:57:59,cerrado,1,media
20663,97553,4,12,Caso 20663 asociado a motivo 12,2026-01-27 13:09:49,2026-02-15 20:09:49,cerrado,1,alta
20664,23652,2,5,Caso 20664 asociado a motivo 5,2026-05-01 09:45:49,2026-05-17 14:45:49,cerrado,0,media
20665,23326,3,9,Caso 20665 asociado a motivo 9,2025-10-24 18:54:42,2025-11-21 09:04:23,cerrado,0,baja
20666,15722,5,13,Caso 20666 asociado a motivo 13,2026-04-21 16:59:26,2026-05-02 08:03:24,cerrado,0,critica
20667,12337,2,5,Caso 20667 asociado a motivo 5,2025-08-14 06:08:16,,en_proceso,0,alta
20668,11031,3,7,Caso 20668 asociado a motivo 7,2026-04-23 05:04:39,2026-04-27 13:04:39,cerrado,1,baja
20669,104842,4,10,Caso 20669 asociado a motivo 10,2025-12-19 15:23:39,2025-12-24 19:23:39,cerrado,1,baja
20670,124174,1,3,Caso 20670 asociado a motivo 3,2025-08-17 14:42:56,2025-08-30 16:42:56,cancelado,0,media
20671,4968,2,4,Caso 20671 asociado a motivo 4,2025-09-26 15:58:21,2025-09-26 18:58:21,cerrado,1,baja
20672,63610,5,13,Caso 20672 asociado a motivo 13,2025-10-15 09:40:54,2025-11-07 14:09:46,cerrado,0,baja
20673,40166,1,3,Caso 20673 asociado a motivo 3,2025-11-13 08:13:48,2025-11-18 10:13:48,cerrado,1,alta
20674,107833,2,6,Caso 20674 asociado a motivo 6,2026-01-22 07:07:10,2026-02-04 16:07:10,cerrado,0,critica
20675,78476,3,9,Caso 20675 asociado a motivo 9,2025-07-21 18:57:19,2025-08-02 13:14:52,cerrado,0,media
20676,37223,1,3,Caso 20676 asociado a motivo 3,2025-06-09 17:40:02,2025-06-19 07:04:42,cerrado,0,baja
20677,73636,2,4,Caso 20677 asociado a motivo 4,2026-05-12 17:28:16,,en_proceso,0,media
20678,42526,4,11,Caso 20678 asociado a motivo 11,2026-03-07 11:00:29,,en_proceso,0,baja
20679,100525,1,3,Caso 20679 asociado a motivo 3,2025-07-05 16:40:50,2025-07-19 23:40:50,cerrado,1,media
20680,9870,4,10,Caso 20680 asociado a motivo 10,2026-05-15 00:28:14,2026-05-26 23:59:59,cerrado,1,alta
20681,24101,1,1,Caso 20681 asociado a motivo 1,2025-07-05 16:36:44,2025-07-12 02:36:44,cerrado,1,baja
20682,79294,3,9,Caso 20682 asociado a motivo 9,2025-07-28 09:36:07,2025-07-29 18:36:07,cerrado,1,baja
20683,34371,1,2,Caso 20683 asociado a motivo 2,2025-08-18 11:16:24,2025-09-06 11:09:32,cerrado,0,media
20684,16785,1,1,Caso 20684 asociado a motivo 1,2026-02-13 14:40:48,2026-02-26 22:40:48,cerrado,1,baja
20685,2173,5,13,Caso 20685 asociado a motivo 13,2026-03-12 16:07:00,2026-03-24 16:07:00,cerrado,1,media
20686,89768,2,4,Caso 20686 asociado a motivo 4,2025-07-29 02:25:08,2025-08-08 13:25:08,cancelado,0,media
20687,124792,2,6,Caso 20687 asociado a motivo 6,2025-09-14 16:33:22,,en_proceso,0,media
20688,119610,1,2,Caso 20688 asociado a motivo 2,2026-03-11 17:00:47,2026-03-26 18:00:47,cerrado,0,baja
20689,109575,5,13,Caso 20689 asociado a motivo 13,2026-03-09 08:59:35,2026-03-27 17:59:35,cerrado,1,critica
20690,23314,2,5,Caso 20690 asociado a motivo 5,2025-09-20 07:15:25,2025-10-06 14:15:25,cerrado,1,baja
20691,120694,2,5,Caso 20691 asociado a motivo 5,2026-04-04 11:43:41,2026-04-04 21:43:41,cerrado,1,baja
20692,118307,5,15,Caso 20692 asociado a motivo 15,2025-10-28 15:31:58,2025-11-12 00:31:58,cerrado,1,alta
20693,96949,3,7,Caso 20693 asociado a motivo 7,2025-10-07 16:02:05,2025-10-09 20:02:05,cerrado,1,baja
20694,5911,3,7,Caso 20694 asociado a motivo 7,2026-04-06 14:26:31,2026-04-07 23:26:31,cerrado,1,media
20695,111367,1,3,Caso 20695 asociado a motivo 3,2026-05-14 10:53:59,2026-05-26 23:59:59,cerrado,1,baja
20696,27583,3,9,Caso 20696 asociado a motivo 9,2026-02-06 10:34:36,2026-02-11 16:34:36,cancelado,0,media
20697,71071,3,9,Caso 20697 asociado a motivo 9,2025-09-05 11:59:46,,en_proceso,0,media
20698,2229,1,1,Caso 20698 asociado a motivo 1,2026-01-29 12:37:47,,en_proceso,0,media
20699,69221,3,7,Caso 20699 asociado a motivo 7,2025-06-02 19:49:13,,en_proceso,0,alta
20700,112237,3,8,Caso 20700 asociado a motivo 8,2025-12-20 08:04:38,2026-01-03 13:04:38,cerrado,1,media
20701,40288,2,4,Caso 20701 asociado a motivo 4,2025-10-06 13:02:35,,en_proceso,0,baja
20702,69527,1,2,Caso 20702 asociado a motivo 2,2025-08-29 07:10:54,2025-09-11 08:10:54,cerrado,1,baja
20703,1023,1,3,Caso 20703 asociado a motivo 3,2026-01-02 17:14:07,2026-01-19 17:14:07,cerrado,1,alta
20704,100648,1,3,Caso 20704 asociado a motivo 3,2025-10-06 10:36:48,2025-10-18 19:36:48,cancelado,0,alta
20705,91437,2,5,Caso 20705 asociado a motivo 5,2026-01-28 10:49:54,2026-02-03 16:03:01,cerrado,0,baja
20706,54832,2,5,Caso 20706 asociado a motivo 5,2025-10-20 15:25:23,2025-10-26 19:05:23,cerrado,0,media
20707,22381,3,7,Caso 20707 asociado a motivo 7,2026-03-13 13:14:44,,en_proceso,0,baja
20708,83184,1,2,Caso 20708 asociado a motivo 2,2025-06-18 11:59:16,2025-06-27 14:10:19,cerrado,0,alta
20709,39466,2,6,Caso 20709 asociado a motivo 6,2025-07-17 16:22:29,2025-07-20 23:22:29,cerrado,0,baja
20710,81119,2,6,Caso 20710 asociado a motivo 6,2025-09-17 09:14:49,2025-09-22 09:14:49,cerrado,1,media
20711,37019,1,2,Caso 20711 asociado a motivo 2,2025-06-06 14:00:35,2025-06-23 01:00:35,cerrado,0,baja
20712,107340,5,13,Caso 20712 asociado a motivo 13,2025-07-29 13:37:06,2025-08-18 17:37:06,cerrado,0,alta
20713,118097,4,10,Caso 20713 asociado a motivo 10,2026-02-11 12:53:31,2026-02-19 16:53:31,cerrado,1,baja
20714,5441,4,12,Caso 20714 asociado a motivo 12,2026-05-13 09:57:32,2026-05-26 13:57:32,cerrado,1,alta
20715,84283,5,15,Caso 20715 asociado a motivo 15,2026-01-17 15:43:30,,en_proceso,0,alta
20716,69933,5,15,Caso 20716 asociado a motivo 15,2025-07-17 05:51:49,2025-08-05 16:51:49,cerrado,1,baja
20717,62903,1,1,Caso 20717 asociado a motivo 1,2026-01-10 09:49:56,2026-01-19 15:49:56,cerrado,1,media
20718,48157,1,3,Caso 20718 asociado a motivo 3,2026-01-06 15:43:50,2026-01-22 02:43:50,cerrado,0,media
20719,51250,1,2,Caso 20719 asociado a motivo 2,2026-02-11 16:38:57,2026-02-21 03:38:57,cerrado,1,media
20720,109442,2,5,Caso 20720 asociado a motivo 5,2025-11-13 17:00:16,2025-12-03 22:27:27,cerrado,0,baja
20721,22127,5,15,Caso 20721 asociado a motivo 15,2026-02-17 18:46:33,2026-03-01 02:46:33,cerrado,1,baja
20722,36026,1,3,Caso 20722 asociado a motivo 3,2025-07-22 16:06:36,2025-07-29 21:06:36,cerrado,0,critica
20723,3908,5,14,Caso 20723 asociado a motivo 14,2026-02-04 04:48:41,2026-02-26 08:03:10,cerrado,0,baja
20724,109233,2,4,Caso 20724 asociado a motivo 4,2026-01-27 08:26:06,2026-02-07 12:26:06,cerrado,1,baja
20725,83064,2,5,Caso 20725 asociado a motivo 5,2025-10-24 19:48:14,,en_proceso,0,alta
20726,50722,1,3,Caso 20726 asociado a motivo 3,2025-09-15 16:54:55,2025-09-22 20:54:55,cerrado,1,media
20727,78716,5,14,Caso 20727 asociado a motivo 14,2026-04-30 10:10:43,,en_proceso,0,critica
20728,96099,5,14,Caso 20728 asociado a motivo 14,2026-01-06 21:01:15,2026-01-23 08:01:15,cerrado,1,critica
20729,52861,5,15,Caso 20729 asociado a motivo 15,2025-06-06 12:28:42,2025-06-10 12:28:42,cerrado,1,media
20730,105451,3,9,Caso 20730 asociado a motivo 9,2025-09-20 18:14:10,2025-09-20 18:19:09,cerrado,1,media
20731,57700,1,1,Caso 20731 asociado a motivo 1,2025-09-02 09:26:00,2025-09-14 20:26:00,cerrado,0,media
20732,60154,5,14,Caso 20732 asociado a motivo 14,2026-03-19 10:42:21,2026-03-20 19:42:21,cerrado,1,media
20733,60129,4,12,Caso 20733 asociado a motivo 12,2025-09-27 13:11:51,2025-10-02 15:11:51,cerrado,1,baja
20734,15752,5,13,Caso 20734 asociado a motivo 13,2025-10-10 09:20:17,2025-10-26 14:20:17,cerrado,1,media
20735,86808,3,8,Caso 20735 asociado a motivo 8,2026-05-18 17:30:22,2026-05-20 23:30:22,cerrado,1,alta
20736,56233,1,1,Caso 20736 asociado a motivo 1,2026-01-12 04:18:43,,en_proceso,0,baja
20737,3045,5,14,Caso 20737 asociado a motivo 14,2026-02-03 20:02:16,,en_proceso,0,baja
20738,112137,4,11,Caso 20738 asociado a motivo 11,2026-04-09 15:01:16,2026-04-23 22:01:16,cerrado,1,baja
20739,17766,3,8,Caso 20739 asociado a motivo 8,2025-10-17 17:18:26,,en_proceso,0,baja
20740,74485,5,15,Caso 20740 asociado a motivo 15,2026-01-07 18:35:17,2026-01-24 00:35:17,cerrado,1,baja
20741,93950,2,5,Caso 20741 asociado a motivo 5,2026-05-07 08:31:58,,en_proceso,0,baja
20742,41209,5,15,Caso 20742 asociado a motivo 15,2025-07-15 17:39:53,2025-07-19 17:47:20,cerrado,0,baja
20743,33081,3,9,Caso 20743 asociado a motivo 9,2025-09-30 13:12:17,,en_proceso,0,alta
20744,5932,1,2,Caso 20744 asociado a motivo 2,2026-04-10 10:23:58,,en_proceso,0,critica
20745,82991,2,6,Caso 20745 asociado a motivo 6,2026-04-14 10:22:58,,en_proceso,0,baja
20746,6009,4,11,Caso 20746 asociado a motivo 11,2025-08-29 12:44:41,2025-08-29 14:44:41,cerrado,1,media
20747,35790,2,6,Caso 20747 asociado a motivo 6,2025-08-19 07:43:26,2025-08-28 03:37:17,cerrado,0,baja
20748,5220,2,6,Caso 20748 asociado a motivo 6,2025-12-04 14:48:36,,en_proceso,0,media
20749,36837,5,13,Caso 20749 asociado a motivo 13,2025-10-24 12:54:27,2025-11-06 22:54:27,cerrado,1,media
20750,121024,3,8,Caso 20750 asociado a motivo 8,2026-04-07 06:28:51,2026-05-02 09:02:21,cerrado,0,alta
20751,48737,1,3,Caso 20751 asociado a motivo 3,2025-06-23 20:28:55,2025-06-30 03:28:55,cerrado,1,baja
20752,30833,2,6,Caso 20752 asociado a motivo 6,2025-08-25 11:33:22,2025-09-11 22:33:22,cerrado,0,media
20753,82193,1,3,Caso 20753 asociado a motivo 3,2025-12-16 11:24:33,2025-12-29 07:05:35,cerrado,0,baja
20754,100900,3,9,Caso 20754 asociado a motivo 9,2025-09-22 08:11:43,,en_proceso,0,critica
20755,111997,5,14,Caso 20755 asociado a motivo 14,2026-05-26 08:06:18,,en_proceso,0,alta
20756,13573,3,7,Caso 20756 asociado a motivo 7,2026-01-02 13:48:14,,en_proceso,0,baja
20757,112173,2,5,Caso 20757 asociado a motivo 5,2026-01-01 20:30:17,,en_proceso,0,alta
20758,18542,1,1,Caso 20758 asociado a motivo 1,2025-06-19 16:33:30,,en_proceso,0,baja
20759,3090,5,13,Caso 20759 asociado a motivo 13,2026-03-13 11:50:27,2026-03-31 11:50:27,cancelado,0,alta
20760,81713,2,5,Caso 20760 asociado a motivo 5,2025-08-24 15:14:11,,en_proceso,0,media
20761,13700,2,5,Caso 20761 asociado a motivo 5,2025-09-24 15:09:39,,en_proceso,0,media
20762,47617,1,2,Caso 20762 asociado a motivo 2,2025-10-29 14:39:31,2025-11-18 22:39:31,cerrado,1,media
20763,58405,5,14,Caso 20763 asociado a motivo 14,2025-11-24 23:25:18,2025-11-28 05:25:18,cerrado,1,media
20764,36614,5,14,Caso 20764 asociado a motivo 14,2025-12-09 13:21:15,2025-12-29 14:21:15,cerrado,1,baja
20765,33849,2,4,Caso 20765 asociado a motivo 4,2026-04-16 09:42:00,,en_proceso,0,media
20766,75271,5,14,Caso 20766 asociado a motivo 14,2025-08-18 20:10:36,2025-09-01 08:05:12,cerrado,0,media
20767,96246,2,4,Caso 20767 asociado a motivo 4,2025-10-16 14:14:29,2025-11-03 00:38:11,cerrado,0,critica
20768,4387,5,13,Caso 20768 asociado a motivo 13,2026-04-29 16:45:56,2026-05-12 22:45:56,cerrado,1,baja
20769,78550,1,3,Caso 20769 asociado a motivo 3,2025-11-14 10:09:09,2025-12-02 15:09:09,cerrado,1,baja
20770,101034,2,4,Caso 20770 asociado a motivo 4,2026-01-22 08:38:16,2026-01-25 08:38:16,cerrado,1,media
20771,8289,3,9,Caso 20771 asociado a motivo 9,2025-06-09 17:23:56,2025-06-25 04:23:56,cerrado,0,alta
20772,113200,2,6,Caso 20772 asociado a motivo 6,2025-08-22 13:00:30,2025-09-09 18:00:30,cerrado,0,baja
20773,87881,5,14,Caso 20773 asociado a motivo 14,2025-12-07 11:25:02,2025-12-13 18:25:02,cerrado,1,critica
20774,63831,1,2,Caso 20774 asociado a motivo 2,2026-02-05 15:29:33,,en_proceso,0,media
20775,33864,3,7,Caso 20775 asociado a motivo 7,2025-12-26 07:31:50,2026-01-07 15:14:36,cerrado,0,baja
20776,18822,4,12,Caso 20776 asociado a motivo 12,2025-10-14 12:48:44,2025-10-15 22:48:44,cerrado,1,baja
20777,117655,3,7,Caso 20777 asociado a motivo 7,2025-09-15 11:26:48,2025-09-27 12:09:51,cerrado,0,baja
20778,66023,5,13,Caso 20778 asociado a motivo 13,2026-02-27 09:55:13,2026-03-19 14:55:13,cerrado,0,baja
20779,34999,5,14,Caso 20779 asociado a motivo 14,2025-07-01 23:55:14,,en_proceso,0,critica
20780,100902,1,1,Caso 20780 asociado a motivo 1,2026-04-28 14:03:40,2026-05-05 14:03:40,cerrado,1,media
20781,114975,1,2,Caso 20781 asociado a motivo 2,2026-04-21 02:17:40,2026-04-26 20:13:47,cerrado,0,alta
20782,13306,2,6,Caso 20782 asociado a motivo 6,2025-08-15 20:14:00,2025-08-23 03:33:49,cerrado,0,media
20783,22503,1,2,Caso 20783 asociado a motivo 2,2025-12-24 15:39:26,2025-12-25 23:39:26,cerrado,1,baja
20784,53240,5,13,Caso 20784 asociado a motivo 13,2025-10-14 16:26:10,2025-10-28 21:26:10,cerrado,0,baja
20785,76769,3,8,Caso 20785 asociado a motivo 8,2026-05-18 08:55:58,2026-05-25 08:55:58,cerrado,1,media
20786,69622,1,3,Caso 20786 asociado a motivo 3,2025-12-24 14:21:16,2026-01-09 17:21:16,cerrado,0,baja
20787,81734,2,5,Caso 20787 asociado a motivo 5,2025-08-15 11:36:31,,en_proceso,0,baja
20788,35025,2,6,Caso 20788 asociado a motivo 6,2026-05-25 07:54:38,2026-05-26 23:59:59,cerrado,1,alta
20789,123550,3,8,Caso 20789 asociado a motivo 8,2025-08-06 20:10:20,2025-08-12 03:10:20,cerrado,1,baja
20790,74010,5,14,Caso 20790 asociado a motivo 14,2025-12-13 14:10:14,2025-12-25 08:07:25,cerrado,0,alta
20791,23874,4,10,Caso 20791 asociado a motivo 10,2025-12-11 16:21:46,2025-12-28 21:21:46,cerrado,1,alta
20792,115423,2,6,Caso 20792 asociado a motivo 6,2026-02-03 09:26:29,2026-02-11 09:26:29,cerrado,0,critica
20793,16748,5,14,Caso 20793 asociado a motivo 14,2025-10-14 14:31:00,2025-10-27 18:31:00,cerrado,1,media
20794,66333,4,11,Caso 20794 asociado a motivo 11,2025-10-11 08:00:16,2025-10-27 11:00:16,cerrado,0,critica
20795,79558,1,1,Caso 20795 asociado a motivo 1,2026-04-20 15:44:37,2026-05-04 20:44:37,cerrado,1,critica
20796,11388,2,6,Caso 20796 asociado a motivo 6,2025-11-03 06:50:00,2025-11-16 13:50:00,cerrado,1,alta
20797,71420,1,1,Caso 20797 asociado a motivo 1,2025-06-18 10:19:57,2025-06-29 20:19:57,cerrado,0,baja
20798,97793,1,3,Caso 20798 asociado a motivo 3,2025-10-02 13:41:24,2025-10-08 21:41:24,cerrado,0,baja
20799,117704,1,2,Caso 20799 asociado a motivo 2,2026-01-06 13:56:00,2026-01-06 19:56:00,cerrado,1,alta
20800,342,1,1,Caso 20800 asociado a motivo 1,2026-01-06 09:14:22,2026-01-20 10:14:22,cerrado,0,media
20801,72451,3,9,Caso 20801 asociado a motivo 9,2025-07-07 14:07:39,2025-07-13 16:07:39,cerrado,1,alta
20802,99918,2,4,Caso 20802 asociado a motivo 4,2025-08-20 14:49:24,,en_proceso,0,alta
20803,104838,2,5,Caso 20803 asociado a motivo 5,2025-12-20 09:39:19,2025-12-28 13:39:19,cerrado,0,media
20804,101809,5,14,Caso 20804 asociado a motivo 14,2025-07-10 21:24:52,2025-07-20 06:24:52,cerrado,0,alta
20805,19683,2,6,Caso 20805 asociado a motivo 6,2025-06-21 10:55:58,,en_proceso,0,alta
20806,85477,3,9,Caso 20806 asociado a motivo 9,2026-04-11 17:53:02,2026-04-21 18:53:02,cerrado,1,baja
20807,13111,3,7,Caso 20807 asociado a motivo 7,2025-08-21 19:21:46,2025-08-24 06:21:46,cerrado,1,media
20808,108933,5,13,Caso 20808 asociado a motivo 13,2026-04-20 17:30:40,2026-04-25 01:30:40,cerrado,1,media
20809,23107,3,7,Caso 20809 asociado a motivo 7,2025-11-11 16:43:14,2025-11-17 22:43:14,cerrado,0,alta
20810,109286,5,14,Caso 20810 asociado a motivo 14,2025-10-13 18:13:16,2025-10-22 14:19:45,cerrado,0,alta
20811,101939,3,9,Caso 20811 asociado a motivo 9,2026-03-18 10:46:36,2026-04-06 10:46:36,cerrado,1,media
20812,106465,3,8,Caso 20812 asociado a motivo 8,2025-09-08 18:57:37,,en_proceso,0,media
20813,49089,5,13,Caso 20813 asociado a motivo 13,2026-05-25 10:45:51,2026-05-26 23:59:59,cerrado,1,media
20814,95370,3,8,Caso 20814 asociado a motivo 8,2026-05-09 13:37:26,2026-05-23 19:37:26,cerrado,0,baja
20815,64361,2,4,Caso 20815 asociado a motivo 4,2026-04-01 03:30:06,2026-04-03 13:30:06,cerrado,1,baja
20816,112219,3,7,Caso 20816 asociado a motivo 7,2026-05-11 12:35:51,,en_proceso,0,alta
20817,27461,2,5,Caso 20817 asociado a motivo 5,2026-04-29 12:33:57,2026-05-26 23:59:59,cerrado,0,media
20818,69441,2,5,Caso 20818 asociado a motivo 5,2025-08-18 08:51:22,,en_proceso,0,media
20819,35170,5,15,Caso 20819 asociado a motivo 15,2026-01-03 14:52:05,2026-01-17 20:52:05,cerrado,1,media
20820,11007,5,15,Caso 20820 asociado a motivo 15,2025-12-17 20:05:17,2026-01-03 16:18:18,cerrado,0,baja
20821,17618,1,2,Caso 20821 asociado a motivo 2,2026-02-27 19:43:56,2026-03-16 21:43:56,cerrado,1,baja
20822,118338,1,2,Caso 20822 asociado a motivo 2,2025-07-08 10:41:05,2025-07-27 17:55:34,cerrado,0,media
20823,60720,5,13,Caso 20823 asociado a motivo 13,2026-05-18 14:30:56,2026-05-26 23:59:59,cerrado,1,alta
20824,46201,1,1,Caso 20824 asociado a motivo 1,2026-03-06 16:33:56,,en_proceso,0,critica
20825,20176,1,3,Caso 20825 asociado a motivo 3,2025-12-09 06:23:57,2025-12-13 06:23:57,cerrado,1,media
20826,39367,1,1,Caso 20826 asociado a motivo 1,2025-12-09 12:50:52,2025-12-10 13:50:52,cerrado,1,baja
20827,29001,1,1,Caso 20827 asociado a motivo 1,2026-04-24 06:27:10,2026-05-08 10:27:10,cerrado,0,media
20828,33183,2,5,Caso 20828 asociado a motivo 5,2025-06-03 21:31:20,2025-06-18 07:31:20,cerrado,1,alta
20829,15034,5,13,Caso 20829 asociado a motivo 13,2025-06-28 08:14:34,2025-07-09 13:14:34,cerrado,1,baja
20830,55918,5,14,Caso 20830 asociado a motivo 14,2025-10-03 09:03:33,2025-10-09 15:03:33,cerrado,1,baja
20831,30989,3,9,Caso 20831 asociado a motivo 9,2026-05-07 15:30:11,2026-05-12 16:30:11,cerrado,1,baja
20832,104547,1,3,Caso 20832 asociado a motivo 3,2026-02-19 13:42:20,,en_proceso,0,baja
20833,38246,4,11,Caso 20833 asociado a motivo 11,2025-09-30 21:34:32,2025-10-20 00:34:32,cerrado,1,alta
20834,34913,5,15,Caso 20834 asociado a motivo 15,2026-03-19 20:43:00,2026-03-25 00:43:00,cerrado,0,media
20835,15670,1,1,Caso 20835 asociado a motivo 1,2025-12-04 08:33:28,2025-12-07 12:33:28,cerrado,1,baja
20836,8022,5,13,Caso 20836 asociado a motivo 13,2025-06-28 14:16:23,2025-07-07 23:16:23,cerrado,1,media
20837,23814,2,4,Caso 20837 asociado a motivo 4,2025-09-24 18:29:26,,en_proceso,0,alta
20838,116074,2,5,Caso 20838 asociado a motivo 5,2026-02-19 16:06:51,2026-03-09 02:06:51,cerrado,1,media
20839,41503,2,5,Caso 20839 asociado a motivo 5,2025-10-22 09:01:15,2025-10-28 09:01:15,cerrado,1,alta
20840,106192,1,3,Caso 20840 asociado a motivo 3,2025-10-08 14:29:41,2025-10-27 20:29:41,cerrado,1,media
20841,51165,5,13,Caso 20841 asociado a motivo 13,2025-12-30 07:59:30,2026-01-12 12:59:30,cerrado,1,baja
20842,60956,4,11,Caso 20842 asociado a motivo 11,2025-11-17 11:42:05,2025-11-21 11:42:05,cerrado,1,baja
20843,73894,1,3,Caso 20843 asociado a motivo 3,2026-04-20 06:31:08,2026-04-30 11:31:08,cerrado,1,alta
20844,11740,5,14,Caso 20844 asociado a motivo 14,2025-11-03 13:33:02,2025-11-14 19:33:02,cerrado,0,media
20845,37321,2,5,Caso 20845 asociado a motivo 5,2025-06-18 18:40:27,2025-06-28 01:40:27,cerrado,0,critica
20846,54998,1,3,Caso 20846 asociado a motivo 3,2026-03-18 08:03:50,2026-03-24 13:03:50,cerrado,0,alta
20847,24476,4,10,Caso 20847 asociado a motivo 10,2025-09-10 11:39:32,2025-09-30 12:39:32,cerrado,0,media
20848,38950,1,2,Caso 20848 asociado a motivo 2,2025-11-25 13:44:30,2025-12-19 19:59:10,cerrado,0,baja
20849,50934,2,6,Caso 20849 asociado a motivo 6,2025-12-14 18:49:18,,en_proceso,0,media
